Year,SOI table,XLSX column,XLSX row,Variable,Filing status,AGI lower bound,AGI upper bound,Count,Taxable only,Full population,Value
2015,Table 1.2,BB,11,count,Single,1.0,5000.0,True,False,False,8754410.0
2015,Table 1.2,D,11,exemptions,All,1.0,5000.0,False,False,False,31087459000.0
2015,Table 1.2,F,11,itemized_deductions,All,1.0,5000.0,False,False,False,5062303000.0
2015,Table 1.2,E,11,itemized_deductions,All,1.0,5000.0,True,False,False,317443.0
2015,Table 1.2,H,11,standard_deduction,All,1.0,5000.0,False,False,False,54726212000.0
2015,Table 1.2,G,11,standard_deduction,All,1.0,5000.0,True,False,False,9815255.0
2015,Table 1.2,L,11,income_tax_after_credits,All,1.0,5000.0,False,False,False,40941000.0
2015,Table 1.2,K,11,income_tax_after_credits,All,1.0,5000.0,True,False,False,199682.0
2015,Table 1.2,J,11,taxable_income,All,1.0,5000.0,False,False,False,433802000.0
2015,Table 1.2,I,11,taxable_income,All,1.0,5000.0,True,False,False,355760.0
2015,Table 1.2,N,11,tottax,All,1.0,5000.0,False,False,False,40941000.0
2015,Table 1.2,M,11,tottax,All,1.0,5000.0,True,False,False,199682.0
2015,Table 1.2,AP,12,adjusted_gross_income,Head of Household,5000.0,10000.0,False,False,False,12792368000.0
2015,Table 1.2,P,12,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,5000.0,10000.0,False,False,False,7565279000.0
2015,Table 1.2,AC,12,adjusted_gross_income,Married Filing Separately,5000.0,10000.0,False,False,False,1031674000.0
2015,Table 1.2,BC,12,adjusted_gross_income,Single,5000.0,10000.0,False,False,False,65022665000.0
2015,Table 1.2,AO,12,count,Head of Household,5000.0,10000.0,True,False,False,1579866.0
2015,Table 1.2,O,12,count,Married Filing Jointly/Surviving Spouse,5000.0,10000.0,True,False,False,983536.0
2015,Table 1.2,AB,12,count,Married Filing Separately,5000.0,10000.0,True,False,False,137000.0
2015,Table 1.2,BB,12,count,Single,5000.0,10000.0,True,False,False,8698192.0
2015,Table 1.2,D,12,exemptions,All,5000.0,10000.0,False,False,False,52312323000.0
2015,Table 1.2,F,12,itemized_deductions,All,5000.0,10000.0,False,False,False,6390443000.0
2015,Table 1.2,E,12,itemized_deductions,All,5000.0,10000.0,True,False,False,384355.0
2015,Table 1.2,H,12,standard_deduction,All,5000.0,10000.0,False,False,False,81276862000.0
2015,Table 1.2,G,12,standard_deduction,All,5000.0,10000.0,True,False,False,11012200.0
2015,Table 1.2,L,12,income_tax_after_credits,All,5000.0,10000.0,False,False,False,368015000.0
2015,Table 1.2,K,12,income_tax_after_credits,All,5000.0,10000.0,True,False,False,1926254.0
2015,Table 1.2,J,12,taxable_income,All,5000.0,10000.0,False,False,False,3654755000.0
2015,Table 1.2,I,12,taxable_income,All,5000.0,10000.0,True,False,False,1971291.0
2015,Table 1.2,N,12,tottax,All,5000.0,10000.0,False,False,False,368015000.0
2015,Table 1.2,M,12,tottax,All,5000.0,10000.0,True,False,False,1926254.0
2015,Table 1.2,AP,13,adjusted_gross_income,Head of Household,10000.0,15000.0,False,False,False,38156366000.0
2015,Table 1.2,P,13,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,10000.0,15000.0,False,False,False,18485113000.0
2015,Table 1.2,AC,13,adjusted_gross_income,Married Filing Separately,10000.0,15000.0,False,False,False,1957818000.0
2015,Table 1.2,BC,13,adjusted_gross_income,Single,10000.0,15000.0,False,False,False,94153171000.0
2015,Table 1.2,AO,13,count,Head of Household,10000.0,15000.0,True,False,False,2997105.0
2015,Table 1.2,O,13,count,Married Filing Jointly/Surviving Spouse,10000.0,15000.0,True,False,False,1464654.0
2015,Table 1.2,AB,13,count,Married Filing Separately,10000.0,15000.0,True,False,False,158225.0
2015,Table 1.2,BB,13,count,Single,10000.0,15000.0,True,False,False,7599496.0
2015,Table 1.2,D,13,exemptions,All,10000.0,15000.0,False,False,False,78326220000.0
2015,Table 1.2,F,13,itemized_deductions,All,10000.0,15000.0,False,False,False,9962058000.0
2015,Table 1.2,E,13,itemized_deductions,All,10000.0,15000.0,True,False,False,662599.0
2015,Table 1.2,H,13,standard_deduction,All,10000.0,15000.0,False,False,False,92616719000.0
2015,Table 1.2,G,13,standard_deduction,All,10000.0,15000.0,True,False,False,11555885.0
2015,Table 1.2,L,13,income_tax_after_credits,All,10000.0,15000.0,False,False,False,1381283000.0
2015,Table 1.2,K,13,income_tax_after_credits,All,10000.0,15000.0,True,False,False,4333058.0
2015,Table 1.2,J,13,taxable_income,All,10000.0,15000.0,False,False,False,17534933000.0
2015,Table 1.2,I,13,taxable_income,All,10000.0,15000.0,True,False,False,6085567.0
2015,Table 1.2,N,13,tottax,All,10000.0,15000.0,False,False,False,1381283000.0
2015,Table 1.2,M,13,tottax,All,10000.0,15000.0,True,False,False,4333058.0
2015,Table 1.2,AP,14,adjusted_gross_income,Head of Household,15000.0,20000.0,False,False,False,50267348000.0
2015,Table 1.2,P,14,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,15000.0,20000.0,False,False,False,30393578000.0
2015,Table 1.2,AC,14,adjusted_gross_income,Married Filing Separately,15000.0,20000.0,False,False,False,3161912000.0
2015,Table 1.2,BC,14,adjusted_gross_income,Single,15000.0,20000.0,False,False,False,112034850000.0
2015,Table 1.2,AO,14,count,Head of Household,15000.0,20000.0,True,False,False,2885867.0
2015,Table 1.2,O,14,count,Married Filing Jointly/Surviving Spouse,15000.0,20000.0,True,False,False,1739384.0
2015,Table 1.2,AB,14,count,Married Filing Separately,15000.0,20000.0,True,False,False,178490.0
2015,Table 1.2,BB,14,count,Single,15000.0,20000.0,True,False,False,6424705.0
2015,Table 1.2,D,14,exemptions,All,15000.0,20000.0,False,False,False,80165929000.0
2015,Table 1.2,F,14,itemized_deductions,All,15000.0,20000.0,False,False,False,12524176000.0
2015,Table 1.2,E,14,itemized_deductions,All,15000.0,20000.0,True,False,False,811728.0
2015,Table 1.2,H,14,standard_deduction,All,15000.0,20000.0,False,False,False,86251291000.0
2015,Table 1.2,G,14,standard_deduction,All,15000.0,20000.0,True,False,False,10416717.0
2015,Table 1.2,L,14,income_tax_after_credits,All,15000.0,20000.0,False,False,False,3523850000.0
2015,Table 1.2,K,14,income_tax_after_credits,All,15000.0,20000.0,True,False,False,5195436.0
2015,Table 1.2,J,14,taxable_income,All,15000.0,20000.0,False,False,False,43206787000.0
2015,Table 1.2,I,14,taxable_income,All,15000.0,20000.0,True,False,False,6850887.0
2015,Table 1.2,N,14,tottax,All,15000.0,20000.0,False,False,False,3523850000.0
2015,Table 1.2,M,14,tottax,All,15000.0,20000.0,True,False,False,5195436.0
2015,Table 1.2,AP,15,adjusted_gross_income,Head of Household,20000.0,25000.0,False,False,False,54911539000.0
2015,Table 1.2,P,15,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,20000.0,25000.0,False,False,False,41271852000.0
2015,Table 1.2,AC,15,adjusted_gross_income,Married Filing Separately,20000.0,25000.0,False,False,False,4940024000.0
2015,Table 1.2,BC,15,adjusted_gross_income,Single,20000.0,25000.0,False,False,False,123107439000.0
2015,Table 1.2,AO,15,count,Head of Household,20000.0,25000.0,True,False,False,2444577.0
2015,Table 1.2,O,15,count,Married Filing Jointly/Surviving Spouse,20000.0,25000.0,True,False,False,1829227.0
2015,Table 1.2,AB,15,count,Married Filing Separately,20000.0,25000.0,True,False,False,219122.0
2015,Table 1.2,BB,15,count,Single,20000.0,25000.0,True,False,False,5488525.0
2015,Table 1.2,D,15,exemptions,All,20000.0,25000.0,False,False,False,72448913000.0
2015,Table 1.2,F,15,itemized_deductions,All,20000.0,25000.0,False,False,False,14912176000.0
2015,Table 1.2,E,15,itemized_deductions,All,20000.0,25000.0,True,False,False,941085.0
2015,Table 1.2,H,15,standard_deduction,All,20000.0,25000.0,False,False,False,76036514000.0
2015,Table 1.2,G,15,standard_deduction,All,20000.0,25000.0,True,False,False,9039307.0
2015,Table 1.2,L,15,income_tax_after_credits,All,20000.0,25000.0,False,False,False,6191130000.0
2015,Table 1.2,K,15,income_tax_after_credits,All,20000.0,25000.0,True,False,False,5404801.0
2015,Table 1.2,J,15,taxable_income,All,20000.0,25000.0,False,False,False,71587937000.0
2015,Table 1.2,I,15,taxable_income,All,20000.0,25000.0,True,False,False,7851151.0
2015,Table 1.2,N,15,tottax,All,20000.0,25000.0,False,False,False,6191130000.0
2015,Table 1.2,M,15,tottax,All,20000.0,25000.0,True,False,False,5404801.0
2015,Table 1.2,AP,16,adjusted_gross_income,Head of Household,25000.0,30000.0,False,False,False,57018894000.0
2015,Table 1.2,P,16,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,25000.0,30000.0,False,False,False,50362264000.0
2015,Table 1.2,AC,16,adjusted_gross_income,Married Filing Separately,25000.0,30000.0,False,False,False,6252129000.0
2015,Table 1.2,BC,16,adjusted_gross_income,Single,25000.0,30000.0,False,False,False,128939489000.0
2015,Table 1.2,AO,16,count,Head of Household,25000.0,30000.0,True,False,False,2074644.0
2015,Table 1.2,O,16,count,Married Filing Jointly/Surviving Spouse,25000.0,30000.0,True,False,False,1833147.0
2015,Table 1.2,AB,16,count,Married Filing Separately,25000.0,30000.0,True,False,False,227923.0
2015,Table 1.2,BB,16,count,Single,25000.0,30000.0,True,False,False,4697161.0
2015,Table 1.2,D,16,exemptions,All,25000.0,30000.0,False,False,False,66284851000.0
2015,Table 1.2,F,16,itemized_deductions,All,25000.0,30000.0,False,False,False,17588605000.0
2015,Table 1.2,E,16,itemized_deductions,All,25000.0,30000.0,True,False,False,1081500.0
2015,Table 1.2,H,16,standard_deduction,All,25000.0,30000.0,False,False,False,66157579000.0
2015,Table 1.2,G,16,standard_deduction,All,25000.0,30000.0,True,False,False,7749382.0
2015,Table 1.2,L,16,income_tax_after_credits,All,25000.0,30000.0,False,False,False,8752577000.0
2015,Table 1.2,K,16,income_tax_after_credits,All,25000.0,30000.0,True,False,False,5319345.0
2015,Table 1.2,J,16,taxable_income,All,25000.0,30000.0,False,False,False,97548763000.0
2015,Table 1.2,I,16,taxable_income,All,25000.0,30000.0,True,False,False,7999445.0
2015,Table 1.2,N,16,tottax,All,25000.0,30000.0,False,False,False,8752589000.0
2015,Table 1.2,M,16,tottax,All,25000.0,30000.0,True,False,False,5319345.0
2015,Table 1.2,AP,17,adjusted_gross_income,Head of Household,30000.0,40000.0,False,False,False,111505100000.0
2015,Table 1.2,P,17,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,30000.0,40000.0,False,False,False,129496107000.0
2015,Table 1.2,AC,17,adjusted_gross_income,Married Filing Separately,30000.0,40000.0,False,False,False,14102338000.0
2015,Table 1.2,BC,17,adjusted_gross_income,Single,30000.0,40000.0,False,False,False,264422268000.0
2015,Table 1.2,AO,17,count,Head of Household,30000.0,40000.0,True,False,False,3213969.0
2015,Table 1.2,O,17,count,Married Filing Jointly/Surviving Spouse,30000.0,40000.0,True,False,False,3693642.0
2015,Table 1.2,AB,17,count,Married Filing Separately,30000.0,40000.0,True,False,False,404882.0
2015,Table 1.2,BB,17,count,Single,30000.0,40000.0,True,False,False,7601388.0
2015,Table 1.2,D,17,exemptions,All,30000.0,40000.0,False,False,False,115442883000.0
2015,Table 1.2,F,17,itemized_deductions,All,30000.0,40000.0,False,False,False,40798529000.0
2015,Table 1.2,E,17,itemized_deductions,All,30000.0,40000.0,True,False,False,2565311.0
2015,Table 1.2,H,17,standard_deduction,All,30000.0,40000.0,False,False,False,108298415000.0
2015,Table 1.2,G,17,standard_deduction,All,30000.0,40000.0,True,False,False,12348570.0
2015,Table 1.2,L,17,income_tax_after_credits,All,30000.0,40000.0,False,False,False,25167659000.0
2015,Table 1.2,K,17,income_tax_after_credits,All,30000.0,40000.0,True,False,False,10561750.0
2015,Table 1.2,J,17,taxable_income,All,30000.0,40000.0,False,False,False,258870165000.0
2015,Table 1.2,I,17,taxable_income,All,30000.0,40000.0,True,False,False,14358239.0
2015,Table 1.2,N,17,tottax,All,30000.0,40000.0,False,False,False,25167676000.0
2015,Table 1.2,M,17,tottax,All,30000.0,40000.0,True,False,False,10563700.0
2015,Table 1.2,AP,18,adjusted_gross_income,Head of Household,40000.0,50000.0,False,False,False,87765923000.0
2015,Table 1.2,P,18,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,40000.0,50000.0,False,False,False,163840994000.0
2015,Table 1.2,AC,18,adjusted_gross_income,Married Filing Separately,40000.0,50000.0,False,False,False,16245296000.0
2015,Table 1.2,BC,18,adjusted_gross_income,Single,40000.0,50000.0,False,False,False,252993769000.0
2015,Table 1.2,AO,18,count,Head of Household,40000.0,50000.0,True,False,False,1966315.0
2015,Table 1.2,O,18,count,Married Filing Jointly/Surviving Spouse,40000.0,50000.0,True,False,False,3643135.0
2015,Table 1.2,AB,18,count,Married Filing Separately,40000.0,50000.0,True,False,False,362595.0
2015,Table 1.2,BB,18,count,Single,40000.0,50000.0,True,False,False,5653373.0
2015,Table 1.2,D,18,exemptions,All,40000.0,50000.0,False,False,False,91236099000.0
2015,Table 1.2,F,18,itemized_deductions,All,40000.0,50000.0,False,False,False,48716667000.0
2015,Table 1.2,E,18,itemized_deductions,All,40000.0,50000.0,True,False,False,2983529.0
2015,Table 1.2,H,18,standard_deduction,All,40000.0,50000.0,False,False,False,79302209000.0
2015,Table 1.2,G,18,standard_deduction,All,40000.0,50000.0,True,False,False,8640831.0
2015,Table 1.2,L,18,income_tax_after_credits,All,40000.0,50000.0,False,False,False,32530107000.0
2015,Table 1.2,K,18,income_tax_after_credits,All,40000.0,50000.0,True,False,False,9701526.0
2015,Table 1.2,J,18,taxable_income,All,40000.0,50000.0,False,False,False,303324644000.0
2015,Table 1.2,I,18,taxable_income,All,40000.0,50000.0,True,False,False,11493776.0
2015,Table 1.2,N,18,tottax,All,40000.0,50000.0,False,False,False,32530207000.0
2015,Table 1.2,M,18,tottax,All,40000.0,50000.0,True,False,False,9702501.0
2015,Table 1.2,AP,19,adjusted_gross_income,Head of Household,50000.0,75000.0,False,False,False,149872637000.0
2015,Table 1.2,P,19,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,50000.0,75000.0,False,False,False,558395634000.0
2015,Table 1.2,AC,19,adjusted_gross_income,Married Filing Separately,50000.0,75000.0,False,False,False,33923498000.0
2015,Table 1.2,BC,19,adjusted_gross_income,Single,50000.0,75000.0,False,False,False,486107317000.0
2015,Table 1.2,AO,19,count,Head of Household,50000.0,75000.0,True,False,False,2477603.0
2015,Table 1.2,O,19,count,Married Filing Jointly/Surviving Spouse,50000.0,75000.0,True,False,False,8915819.0
2015,Table 1.2,AB,19,count,Married Filing Separately,50000.0,75000.0,True,False,False,561196.0
2015,Table 1.2,BB,19,count,Single,50000.0,75000.0,True,False,False,8025499.0
2015,Table 1.2,D,19,exemptions,All,50000.0,75000.0,False,False,False,169228826000.0
2015,Table 1.2,F,19,itemized_deductions,All,50000.0,75000.0,False,False,False,134805158000.0
2015,Table 1.2,E,19,itemized_deductions,All,50000.0,75000.0,True,False,False,7518141.0
2015,Table 1.2,H,19,standard_deduction,All,50000.0,75000.0,False,False,False,126871911000.0
2015,Table 1.2,G,19,standard_deduction,All,50000.0,75000.0,True,False,False,12461976.0
2015,Table 1.2,L,19,income_tax_after_credits,All,50000.0,75000.0,False,False,False,99790385000.0
2015,Table 1.2,K,19,income_tax_after_credits,All,50000.0,75000.0,True,False,False,18683039.0
2015,Table 1.2,J,19,taxable_income,All,50000.0,75000.0,False,False,False,799873339000.0
2015,Table 1.2,I,19,taxable_income,All,50000.0,75000.0,True,False,False,19872288.0
2015,Table 1.2,N,19,tottax,All,50000.0,75000.0,False,False,False,99791796000.0
2015,Table 1.2,M,19,tottax,All,50000.0,75000.0,True,False,False,18684013.0
2015,Table 1.2,AP,20,adjusted_gross_income,Head of Household,75000.0,100000.0,False,False,False,83627737000.0
2015,Table 1.2,P,20,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,75000.0,100000.0,False,False,False,726506192000.0
2015,Table 1.2,AC,20,adjusted_gross_income,Married Filing Separately,75000.0,100000.0,False,False,False,20909768000.0
2015,Table 1.2,BC,20,adjusted_gross_income,Single,75000.0,100000.0,False,False,False,280131146000.0
2015,Table 1.2,AO,20,count,Head of Household,75000.0,100000.0,True,False,False,981338.0
2015,Table 1.2,O,20,count,Married Filing Jointly/Surviving Spouse,75000.0,100000.0,True,False,False,8333406.0
2015,Table 1.2,AB,20,count,Married Filing Separately,75000.0,100000.0,True,False,False,240402.0
2015,Table 1.2,BB,20,count,Single,75000.0,100000.0,True,False,False,3266645.0
2015,Table 1.2,D,20,exemptions,All,75000.0,100000.0,False,False,False,122634902000.0
2015,Table 1.2,F,20,itemized_deductions,All,75000.0,100000.0,False,False,False,143109518000.0
2015,Table 1.2,E,20,itemized_deductions,All,75000.0,100000.0,True,False,False,6957567.0
2015,Table 1.2,H,20,standard_deduction,All,75000.0,100000.0,False,False,False,68439631000.0
2015,Table 1.2,G,20,standard_deduction,All,75000.0,100000.0,True,False,False,5864215.0
2015,Table 1.2,L,20,income_tax_after_credits,All,75000.0,100000.0,False,False,False,105900927000.0
2015,Table 1.2,K,20,income_tax_after_credits,All,75000.0,100000.0,True,False,False,12561202.0
2015,Table 1.2,J,20,taxable_income,All,75000.0,100000.0,False,False,False,778011174000.0
2015,Table 1.2,I,20,taxable_income,All,75000.0,100000.0,True,False,False,12780368.0
2015,Table 1.2,N,20,tottax,All,75000.0,100000.0,False,False,False,105901459000.0
2015,Table 1.2,M,20,tottax,All,75000.0,100000.0,True,False,False,12562177.0
2015,Table 1.2,AP,21,adjusted_gross_income,Head of Household,100000.0,200000.0,False,False,False,95168655000.0
2015,Table 1.2,P,21,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,100000.0,200000.0,False,False,False,2010365290000.0
2015,Table 1.2,AC,21,adjusted_gross_income,Married Filing Separately,100000.0,200000.0,False,False,False,25864087000.0
2015,Table 1.2,BC,21,adjusted_gross_income,Single,100000.0,200000.0,False,False,False,375099797000.0
2015,Table 1.2,AO,21,count,Head of Household,100000.0,200000.0,True,False,False,729595.0
2015,Table 1.2,O,21,count,Married Filing Jointly/Surviving Spouse,100000.0,200000.0,True,False,False,14734839.0
2015,Table 1.2,AB,21,count,Married Filing Separately,100000.0,200000.0,True,False,False,202292.0
2015,Table 1.2,BB,21,count,Single,100000.0,200000.0,True,False,False,2865867.0
2015,Table 1.2,D,21,exemptions,All,100000.0,200000.0,False,False,False,198173870000.0
2015,Table 1.2,F,21,itemized_deductions,All,100000.0,200000.0,False,False,False,358208357000.0
2015,Table 1.2,E,21,itemized_deductions,All,100000.0,200000.0,True,False,False,14038259.0
2015,Table 1.2,H,21,standard_deduction,All,100000.0,200000.0,False,False,False,55233169000.0
2015,Table 1.2,G,21,standard_deduction,All,100000.0,200000.0,True,False,False,4494023.0
2015,Table 1.2,L,21,income_tax_after_credits,All,100000.0,200000.0,False,False,False,316328337000.0
2015,Table 1.2,K,21,income_tax_after_credits,All,100000.0,200000.0,True,False,False,18399987.0
2015,Table 1.2,J,21,taxable_income,All,100000.0,200000.0,False,False,False,1895870893000.0
2015,Table 1.2,I,21,taxable_income,All,100000.0,200000.0,True,False,False,18510747.0
2015,Table 1.2,N,21,tottax,All,100000.0,200000.0,False,False,False,316349637000.0
2015,Table 1.2,M,21,tottax,All,100000.0,200000.0,True,False,False,18402358.0
2015,Table 1.2,AP,22,adjusted_gross_income,Head of Household,200000.0,500000.0,False,False,False,38411664000.0
2015,Table 1.2,P,22,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,200000.0,500000.0,False,False,False,1322258013000.0
2015,Table 1.2,AC,22,adjusted_gross_income,Married Filing Separately,200000.0,500000.0,False,False,False,12954865000.0
2015,Table 1.2,BC,22,adjusted_gross_income,Single,200000.0,500000.0,False,False,False,172890940000.0
2015,Table 1.2,AO,22,count,Head of Household,200000.0,500000.0,True,False,False,135203.0
