Year,SOI table,XLSX column,XLSX row,Variable,Filing status,AGI lower bound,AGI upper bound,Count,Taxable only,Full population,Value
2015,Table 1.1,D,10,adjusted_gross_income,All,-inf,inf,False,False,True,10210310102000.0
2015,Table 1.1,B,10,count,All,-inf,inf,True,False,True,150493263.0
2015,Table 1.1,D,11,adjusted_gross_income,All,-inf,0.0,False,False,False,-203775058000.0
2015,Table 1.1,B,11,count,All,-inf,0.0,True,False,False,2072066.0
2015,Table 1.1,D,12,adjusted_gross_income,All,1.0,5000.0,False,False,False,26240798000.0
2015,Table 1.1,B,12,count,All,1.0,5000.0,True,False,False,10134704.0
2015,Table 1.1,D,13,adjusted_gross_income,All,5000.0,10000.0,False,False,False,86411986000.0
2015,Table 1.1,B,13,count,All,5000.0,10000.0,True,False,False,11398595.0
2015,Table 1.1,D,14,adjusted_gross_income,All,10000.0,15000.0,False,False,False,152752468000.0
2015,Table 1.1,B,14,count,All,10000.0,15000.0,True,False,False,12219480.0
2015,Table 1.1,D,15,adjusted_gross_income,All,15000.0,20000.0,False,False,False,195857688000.0
2015,Table 1.1,B,15,count,All,15000.0,20000.0,True,False,False,11228447.0
2015,Table 1.1,D,16,adjusted_gross_income,All,20000.0,25000.0,False,False,False,224230854000.0
2015,Table 1.1,B,16,count,All,20000.0,25000.0,True,False,False,9981450.0
2015,Table 1.1,D,17,adjusted_gross_income,All,25000.0,30000.0,False,False,False,242572775000.0
2015,Table 1.1,B,17,count,All,25000.0,30000.0,True,False,False,8832875.0
2015,Table 1.1,D,18,adjusted_gross_income,All,30000.0,40000.0,False,False,False,519525813000.0
2015,Table 1.1,B,18,count,All,30000.0,40000.0,True,False,False,14913880.0
2015,Table 1.1,D,19,adjusted_gross_income,All,40000.0,50000.0,False,False,False,520845982000.0
2015,Table 1.1,B,19,count,All,40000.0,50000.0,True,False,False,11625418.0
2015,Table 1.1,D,20,adjusted_gross_income,All,50000.0,75000.0,False,False,False,1228299087000.0
2015,Table 1.1,B,20,count,All,50000.0,75000.0,True,False,False,19980117.0
2015,Table 1.1,D,21,adjusted_gross_income,All,75000.0,100000.0,False,False,False,1111174843000.0
2015,Table 1.1,B,21,count,All,75000.0,100000.0,True,False,False,12821791.0
2015,Table 1.1,D,22,adjusted_gross_income,All,100000.0,200000.0,False,False,False,2506497828000.0
2015,Table 1.1,B,22,count,All,100000.0,200000.0,True,False,False,18532593.0
2015,Table 1.1,D,23,adjusted_gross_income,All,200000.0,500000.0,False,False,False,1546515483000.0
2015,Table 1.1,B,23,count,All,200000.0,500000.0,True,False,False,5428176.0
2015,Table 1.1,D,24,adjusted_gross_income,All,500000.0,1000000.0,False,False,False,597676645000.0
2015,Table 1.1,B,24,count,All,500000.0,1000000.0,True,False,False,884335.0
2015,Table 1.1,D,25,adjusted_gross_income,All,1000000.0,1500000.0,False,False,False,236499605000.0
2015,Table 1.1,B,25,count,All,1000000.0,1500000.0,True,False,False,195905.0
2015,Table 1.1,D,26,adjusted_gross_income,All,1500000.0,2000000.0,False,False,False,137686352000.0
2015,Table 1.1,B,26,count,All,1500000.0,2000000.0,True,False,False,79971.0
2015,Table 1.1,D,27,adjusted_gross_income,All,2000000.0,5000000.0,False,False,False,346864436000.0
2015,Table 1.1,B,27,count,All,2000000.0,5000000.0,True,False,False,116718.0
2015,Table 1.1,D,28,adjusted_gross_income,All,5000000.0,10000000.0,False,False,False,195661353000.0
2015,Table 1.1,B,28,count,All,5000000.0,10000000.0,True,False,False,28680.0
2015,Table 1.1,D,29,adjusted_gross_income,All,10000000.0,inf,False,False,False,538771167000.0
2015,Table 1.1,B,29,count,All,10000000.0,inf,True,False,False,18061.0
2015,Table 1.2,AP,9,adjusted_gross_income,Head of Household,-inf,inf,False,False,False,823331580000.0
2015,Table 1.2,P,9,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,-inf,inf,False,False,False,6627921521000.0
2015,Table 1.2,AC,9,adjusted_gross_income,Married Filing Separately,-inf,inf,False,False,False,190688552000.0
2015,Table 1.2,BC,9,adjusted_gross_income,Single,-inf,inf,False,False,False,2568368449000.0
2015,Table 1.2,AO,9,count,Head of Household,-inf,inf,True,False,False,22134303.0
2015,Table 1.2,O,9,count,Married Filing Jointly/Surviving Spouse,-inf,inf,True,False,False,54294820.0
2015,Table 1.2,AB,9,count,Married Filing Separately,-inf,inf,True,False,False,2977192.0
2015,Table 1.2,BB,9,count,Single,-inf,inf,True,False,False,71086947.0
2015,Table 1.2,D,9,exemptions,All,-inf,inf,False,False,True,1140740415000.0
2015,Table 1.2,F,9,itemized_deductions,All,-inf,inf,False,False,True,1257437010000.0
2015,Table 1.2,E,9,itemized_deductions,All,-inf,inf,True,False,True,44567263.0
2015,Table 1.2,H,9,standard_deduction,All,-inf,inf,False,False,True,900609447000.0
2015,Table 1.2,G,9,standard_deduction,All,-inf,inf,True,False,True,103844288.0
2015,Table 1.2,L,9,income_tax_after_credits,All,-inf,inf,False,False,True,1435848586000.0
2015,Table 1.2,K,9,income_tax_after_credits,All,-inf,inf,True,False,True,99021502.0
2015,Table 1.2,J,9,taxable_income,All,-inf,inf,False,False,True,7350295492000.0
2015,Table 1.2,I,9,taxable_income,All,-inf,inf,True,False,True,114871989.0
2015,Table 1.2,N,9,tottax,All,-inf,inf,False,False,True,1457891441000.0
2015,Table 1.2,M,9,tottax,All,-inf,inf,True,False,True,99040729.0
2015,Table 1.2,AP,10,adjusted_gross_income,Head of Household,-inf,0.0,False,False,False,-6112273000.0
2015,Table 1.2,P,10,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,-inf,0.0,False,False,False,-126340287000.0
2015,Table 1.2,AC,10,adjusted_gross_income,Married Filing Separately,-inf,0.0,False,False,False,-13605308000.0
2015,Table 1.2,BC,10,adjusted_gross_income,Single,-inf,0.0,False,False,False,-57717191000.0
2015,Table 1.2,AO,10,count,Head of Household,-inf,0.0,True,False,False,94006.0
2015,Table 1.2,O,10,count,Married Filing Jointly/Surviving Spouse,-inf,0.0,True,False,False,631850.0
2015,Table 1.2,AB,10,count,Married Filing Separately,-inf,0.0,True,False,False,82706.0
2015,Table 1.2,BB,10,count,Single,-inf,0.0,True,False,False,1263503.0
2015,Table 1.2,D,10,exemptions,All,-inf,0.0,False,False,False,12446491000.0
2015,Table 1.2,F,10,itemized_deductions,All,-inf,0.0,False,False,False,0.0
2015,Table 1.2,E,10,itemized_deductions,All,-inf,0.0,True,False,False,0.0
2015,Table 1.2,H,10,standard_deduction,All,-inf,0.0,False,False,False,0.0
2015,Table 1.2,G,10,standard_deduction,All,-inf,0.0,True,False,False,0.0
2015,Table 1.2,L,10,income_tax_after_credits,All,-inf,0.0,False,False,False,241975000.0
2015,Table 1.2,K,10,income_tax_after_credits,All,-inf,0.0,True,False,False,6628.0
2015,Table 1.2,J,10,taxable_income,All,-inf,0.0,False,False,False,0.0
2015,Table 1.2,I,10,taxable_income,All,-inf,0.0,True,False,False,0.0
2015,Table 1.2,N,10,tottax,All,-inf,0.0,False,False,False,242459000.0
2015,Table 1.2,M,10,tottax,All,-inf,0.0,True,False,False,6640.0
2015,Table 1.2,AP,11,adjusted_gross_income,Head of Household,1.0,5000.0,False,False,False,1575074000.0
2015,Table 1.2,P,11,adjusted_gross_income,Married Filing Jointly/Surviving Spouse,1.0,5000.0,False,False,False,1722543000.0
2015,Table 1.2,AC,11,adjusted_gross_income,Married Filing Separately,1.0,5000.0,False,False,False,291398000.0
2015,Table 1.2,BC,11,adjusted_gross_income,Single,1.0,5000.0,False,False,False,22651783000.0
2015,Table 1.2,AO,11,count,Head of Household,1.0,5000.0,True,False,False,522095.0
2015,Table 1.2,O,11,count,Married Filing Jointly/Surviving Spouse,1.0,5000.0,True,False,False,721218.0
2015,Table 1.2,AB,11,count,Married Filing Separately,1.0,5000.0,True,False,False,136980.0
