table,year,fname,var_name,var_type,value_filter,marstat,description,irs_col_header,xlcolumn,xl_colnumber,incsort,incrange,xlrownum,raw_value
tab14,2022,22in14ar.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | 2.0,C,3,14,"$200,000 under $500,000",22,2891064828000.0
tab14,2022,22in14ar.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | 2.0,C,3,15,"$500,000 under $1,000,000",23,1124299469000.0
tab14,2022,22in14ar.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | 2.0,C,3,16,"$1,000,000 under $1,500,000",24,435177502000.0
tab14,2022,22in14ar.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | 2.0,C,3,17,"$1,500,000 under $2,000,000",25,254476785000.0
tab14,2022,22in14ar.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | 2.0,C,3,18,"$2,000,000 under $5,000,000",26,621044404000.0
tab14,2022,22in14ar.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | 2.0,C,3,19,"$5,000,000 under $10,000,000",27,362815724000.0
tab14,2022,22in14ar.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | 2.0,C,3,20,"$10,000,000 or more",28,1051519384000.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,1,"All returns, total",9,128387726.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,2,No adjusted gross income,10,535529.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,3,"$1 under $5,000",11,4526748.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,4,"$5,000 under $10,000",12,6288131.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,5,"$10,000 under $15,000",13,6711329.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,6,"$15,000 under $20,000",14,6711424.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,7,"$20,000 under $25,000",15,6413397.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,8,"$25,000 under $30,000",16,6580422.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,9,"$30,000 under $40,000",17,13512882.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,10,"$40,000 under $50,000",18,11461901.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,11,"$50,000 under $75,000",19,20174516.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,12,"$75,000 under $100,000",20,12691167.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,13,"$100,000 under $200,000",21,21959412.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,14,"$200,000 under $500,000",22,8723740.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,15,"$500,000 under $1,000,000",23,1436001.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,16,"$1,000,000 under $1,500,000",24,300870.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,17,"$1,500,000 under $2,000,000",25,121422.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,18,"$2,000,000 under $5,000,000",26,168281.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,19,"$5,000,000 under $10,000,000",27,42749.0
tab14,2022,22in14ar.xls,wages,count,nz,all,Salaries and wages — number of returns,Total wages | Total [1] | Number of returns | 5.0,F,6,20,"$10,000,000 or more",28,27805.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,1,"All returns, total",9,9738950972000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,2,No adjusted gross income,10,26549822000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,3,"$1 under $5,000",11,20111860000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,4,"$5,000 under $10,000",12,49932161000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,5,"$10,000 under $15,000",13,83472741000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,6,"$15,000 under $20,000",14,114917988000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,7,"$20,000 under $25,000",15,142024298000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,8,"$25,000 under $30,000",16,179101569000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,9,"$30,000 under $40,000",17,458154921000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,10,"$40,000 under $50,000",18,491501148000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,11,"$50,000 under $75,000",19,1150473333000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,12,"$75,000 under $100,000",20,987573283000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,13,"$100,000 under $200,000",21,2619600305000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,14,"$200,000 under $500,000",22,2010514162000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,15,"$500,000 under $1,000,000",23,652360162000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,16,"$1,000,000 under $1,500,000",24,201078168000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,17,"$1,500,000 under $2,000,000",25,101222017000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,18,"$2,000,000 under $5,000,000",26,202143391000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,19,"$5,000,000 under $10,000,000",27,95902801000.0
tab14,2022,22in14ar.xls,wages,amount,nz,all,Salaries and wages,Amount | 6.0,G,7,20,"$10,000,000 or more",28,152316841000.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,1,"All returns, total",9,49736855.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,2,No adjusted gross income,10,679966.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,3,"$1 under $5,000",11,1665026.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,4,"$5,000 under $10,000",12,1280664.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,5,"$10,000 under $15,000",13,1375568.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,6,"$15,000 under $20,000",14,1331696.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,7,"$20,000 under $25,000",15,1266528.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,8,"$25,000 under $30,000",16,1342809.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,9,"$30,000 under $40,000",17,2570802.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,10,"$40,000 under $50,000",18,2667327.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,11,"$50,000 under $75,000",19,6774179.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,12,"$75,000 under $100,000",20,5800861.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,13,"$100,000 under $200,000",21,13454221.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,14,"$200,000 under $500,000",22,7280415.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,15,"$500,000 under $1,000,000",23,1476964.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,16,"$1,000,000 under $1,500,000",24,339954.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,17,"$1,500,000 under $2,000,000",25,141749.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,18,"$2,000,000 under $5,000,000",26,201919.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,19,"$5,000,000 under $10,000,000",27,51995.0
tab14,2022,22in14ar.xls,taxint,count,nz,all,Taxable interest — number of returns,Taxable interest | Number of returns | 19.0,T,20,20,"$10,000,000 or more",28,34213.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,1,"All returns, total",9,133596569000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,2,No adjusted gross income,10,3365630000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,3,"$1 under $5,000",11,498432000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,4,"$5,000 under $10,000",12,675967000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,5,"$10,000 under $15,000",13,757213000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,6,"$15,000 under $20,000",14,858052000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,7,"$20,000 under $25,000",15,746963000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,8,"$25,000 under $30,000",16,825814000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,9,"$30,000 under $40,000",17,1844279000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,10,"$40,000 under $50,000",18,1577729000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,11,"$50,000 under $75,000",19,5341764000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,12,"$75,000 under $100,000",20,4965163000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,13,"$100,000 under $200,000",21,17661595000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,14,"$200,000 under $500,000",22,20375918000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,15,"$500,000 under $1,000,000",23,11558538000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,16,"$1,000,000 under $1,500,000",24,6183046000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,17,"$1,500,000 under $2,000,000",25,4095630000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,18,"$2,000,000 under $5,000,000",26,12342959000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,19,"$5,000,000 under $10,000,000",27,8523479000.0
tab14,2022,22in14ar.xls,taxint,amount,nz,all,Taxable interest,Amount | 20.0,U,21,20,"$10,000,000 or more",28,31398399000.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,1,"All returns, total",9,6892813.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,2,No adjusted gross income,10,93427.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,3,"$1 under $5,000",11,109109.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,4,"$5,000 under $10,000",12,89031.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,5,"$10,000 under $15,000",13,105451.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,6,"$15,000 under $20,000",14,95997.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,7,"$20,000 under $25,000",15,94559.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,8,"$25,000 under $30,000",16,95098.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,9,"$30,000 under $40,000",17,224413.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,10,"$40,000 under $50,000",18,262708.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,11,"$50,000 under $75,000",19,701687.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,12,"$75,000 under $100,000",20,677301.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,13,"$100,000 under $200,000",21,1909389.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,14,"$200,000 under $500,000",22,1588632.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,15,"$500,000 under $1,000,000",23,485091.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,16,"$1,000,000 under $1,500,000",24,139181.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,17,"$1,500,000 under $2,000,000",25,64081.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,18,"$2,000,000 under $5,000,000",26,103702.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,19,"$5,000,000 under $10,000,000",27,30837.0
tab14,2022,22in14ar.xls,exemptint,count,nz,all,Tax-exempt interest — number of returns,Tax-exempt interest [2] | Number of returns | 21.0,V,22,20,"$10,000,000 or more",28,23117.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,1,"All returns, total",9,55567941000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,2,No adjusted gross income,10,789360000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,3,"$1 under $5,000",11,135194000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,4,"$5,000 under $10,000",12,180828000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,5,"$10,000 under $15,000",13,224575000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,6,"$15,000 under $20,000",14,196450000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,7,"$20,000 under $25,000",15,141466000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,8,"$25,000 under $30,000",16,348578000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,9,"$30,000 under $40,000",17,813250000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,10,"$40,000 under $50,000",18,694502000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,11,"$50,000 under $75,000",19,2148899000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,12,"$75,000 under $100,000",20,2363823000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,13,"$100,000 under $200,000",21,8746815000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,14,"$200,000 under $500,000",22,12714183000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,15,"$500,000 under $1,000,000",23,7368520000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,16,"$1,000,000 under $1,500,000",24,3438200000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,17,"$1,500,000 under $2,000,000",25,2293946000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,18,"$2,000,000 under $5,000,000",26,5199540000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,19,"$5,000,000 under $10,000,000",27,2706049000.0
tab14,2022,22in14ar.xls,exemptint,amount,nz,all,Tax-exempt interest,Amount | 22.0,W,23,20,"$10,000,000 or more",28,5063762000.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,1,"All returns, total",9,32853481.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,2,No adjusted gross income,10,488427.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,3,"$1 under $5,000",11,926104.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,4,"$5,000 under $10,000",12,758424.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,5,"$10,000 under $15,000",13,797458.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,6,"$15,000 under $20,000",14,696385.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,7,"$20,000 under $25,000",15,724135.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,8,"$25,000 under $30,000",16,692576.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,9,"$30,000 under $40,000",17,1445415.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,10,"$40,000 under $50,000",18,1491106.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,11,"$50,000 under $75,000",19,3966461.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,12,"$75,000 under $100,000",20,3649718.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,13,"$100,000 under $200,000",21,9213886.0
tab14,2022,22in14ar.xls,orddiv,count,nz,all,Ordinary dividends — number of returns,Ordinary dividends | Number of returns | 23.0,X,24,14,"$200,000 under $500,000",22,5982187.0
