table,year,fname,var_name,var_type,value_filter,marstat,description,irs_col_header,xlcolumn,xl_colnumber,incsort,incrange,xlrownum,raw_value
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,1,"All returns, total",10,14842685.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,2,"Under $5,000",11,80236.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,3,"$5,000 under $10,000",12,93583.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,4,"$10,000 under $15,000",13,109149.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,5,"$15,000 under $20,000",14,161030.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,6,"$20,000 under $25,000",15,167731.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,7,"$25,000 under $30,000",16,193007.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,8,"$30,000 under $35,000",17,226911.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,9,"$35,000 under $40,000",18,240304.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,10,"$40,000 under $45,000",19,294054.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,11,"$45,000 under $50,000",20,320410.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,12,"$50,000 under $55,000",21,347058.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,13,"$55,000 under $60,000",22,353841.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,14,"$60,000 under $75,000",23,1140465.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,15,"$75,000 under $100,000",24,1985056.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,16,"$100,000 under $200,000",25,4513652.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,17,"$200,000 under $500,000",26,3134769.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,18,"$500,000 under $1,000,000",27,874181.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,19,"$1,000,000 under $1,500,000",28,236902.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,20,"$1,500,000 under $2,000,000",29,107470.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,21,"$2,000,000 under $5,000,000",30,172234.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,22,"$5,000,000 under $10,000,000",31,51030.0
tab21,2021,21in21id.xls,id,count,nz,all,Number of returns with itemized deductions,Number of returns | 1.0,B,2,23,"$10,000,000 or more",32,39613.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,1,"All returns, total",10,3693434.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,2,"Under $5,000",11,64071.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,3,"$5,000 under $10,000",12,67090.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,4,"$10,000 under $15,000",13,74656.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,5,"$15,000 under $20,000",14,126081.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,6,"$20,000 under $25,000",15,120657.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,7,"$25,000 under $30,000",16,128192.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,8,"$30,000 under $35,000",17,135437.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,9,"$35,000 under $40,000",18,133583.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,10,"$40,000 under $45,000",19,148065.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,11,"$45,000 under $50,000",20,169056.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,12,"$50,000 under $55,000",21,163599.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,13,"$55,000 under $60,000",22,152888.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,14,"$60,000 under $75,000",23,416631.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,15,"$75,000 under $100,000",24,568901.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,16,"$100,000 under $200,000",25,930719.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,17,"$200,000 under $500,000",26,274102.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,18,"$500,000 under $1,000,000",27,16117.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,19,"$1,000,000 under $1,500,000",28,2294.0
tab21,2021,21in21id.xls,id_medical_capped,count,nz,all,Medical expenses (deductible/capped) — number of returns,Medical and dental expenses deduction | Total after subtracting AGI limitation | Number of returns | 60.0,BI,61,20,"$1,500,000 under $2,000,000",29,567.0
