table,year,fname,var_name,var_type,value_filter,marstat,description,irs_col_header,xlcolumn,xl_colnumber,incsort,incrange,xlrownum,raw_value
tab12,2021,21in12ms.xls,agi,count,all,all,Number of returns,All returns | Number of returns | -1.0,B,2,18,"$2,000,000 under $5,000,000",26,233838.0
tab12,2021,21in12ms.xls,agi,count,all,all,Number of returns,All returns | Number of returns | -1.0,B,2,19,"$5,000,000 under $10,000,000",27,63406.0
tab12,2021,21in12ms.xls,agi,count,all,all,Number of returns,All returns | Number of returns | -1.0,B,2,20,"$10,000,000 or more",28,45404.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,1,"All returns, total",9,14795614070000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,2,No adjusted gross income (includes deficits),10,-171836364000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,3,"$1 under $5,000",11,19987243000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,4,"$5,000 under $10,000",12,67651359000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,5,"$10,000 under $15,000",13,125912056000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,6,"$15,000 under $20,000",14,170836129000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,7,"$20,000 under $25,000",15,199508960000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,8,"$25,000 under $30,000",16,241347179000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,9,"$30,000 under $40,000",17,561386434000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,10,"$40,000 under $50,000",18,573155378000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,11,"$50,000 under $75,000",19,1392395599000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,12,"$75,000 under $100,000",20,1271699391000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,13,"$100,000 under $200,000",21,3297058075000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,14,"$200,000 under $500,000",22,2619188471000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,15,"$500,000 under $1,000,000",23,1092599034000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,16,"$1,000,000 under $1,500,000",24,454552875000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,17,"$1,500,000 under $2,000,000",25,268278123000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,18,"$2,000,000 under $5,000,000",26,698923219000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,19,"$5,000,000 under $10,000,000",27,435242550000.0
tab12,2021,21in12ms.xls,agi,amount,all,all,Adjusted gross income,Adjusted gross income less deficit | -2.0,C,3,20,"$10,000,000 or more",28,1477728359000.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,1,"All returns, total",9,14842685.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,2,No adjusted gross income (includes deficits),10,0.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,3,"$1 under $5,000",11,80236.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,4,"$5,000 under $10,000",12,93583.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,5,"$10,000 under $15,000",13,109149.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,6,"$15,000 under $20,000",14,161030.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,7,"$20,000 under $25,000",15,167731.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,8,"$25,000 under $30,000",16,193007.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,9,"$30,000 under $40,000",17,467215.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,10,"$40,000 under $50,000",18,614463.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,11,"$50,000 under $75,000",19,1841364.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,12,"$75,000 under $100,000",20,1985056.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,13,"$100,000 under $200,000",21,4513652.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,14,"$200,000 under $500,000",22,3134769.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,15,"$500,000 under $1,000,000",23,874181.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,16,"$1,000,000 under $1,500,000",24,236902.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,17,"$1,500,000 under $2,000,000",25,107470.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,18,"$2,000,000 under $5,000,000",26,172234.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,19,"$5,000,000 under $10,000,000",27,51030.0
tab12,2021,21in12ms.xls,itemded,count,nz,all,Itemized deductions — number of returns,Total itemized deductions | Number of returns | -3.0,D,4,20,"$10,000,000 or more",28,39613.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,1,"All returns, total",9,659680547000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,2,No adjusted gross income (includes deficits),10,0.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,3,"$1 under $5,000",11,1871637000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,4,"$5,000 under $10,000",12,2292492000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,5,"$10,000 under $15,000",13,2804369000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,6,"$15,000 under $20,000",14,4775555000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,7,"$20,000 under $25,000",15,4285472000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,8,"$25,000 under $30,000",16,4765016000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,9,"$30,000 under $40,000",17,12606528000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,10,"$40,000 under $50,000",18,15706593000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,11,"$50,000 under $75,000",19,47466699000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,12,"$75,000 under $100,000",20,54706812000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,13,"$100,000 under $200,000",21,138751518000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,14,"$200,000 under $500,000",22,124480962000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,15,"$500,000 under $1,000,000",23,49971545000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,16,"$1,000,000 under $1,500,000",24,20103248000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,17,"$1,500,000 under $2,000,000",25,11864113000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,18,"$2,000,000 under $5,000,000",26,31470281000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,19,"$5,000,000 under $10,000,000",27,19991637000.0
tab12,2021,21in12ms.xls,itemded,amount,nz,all,Total itemized deductions,Amount | -4.0,E,5,20,"$10,000,000 or more",28,111766070000.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,1,"All returns, total",9,141872935.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,2,No adjusted gross income (includes deficits),10,0.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,3,"$1 under $5,000",11,8401693.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,4,"$5,000 under $10,000",12,8851325.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,5,"$10,000 under $15,000",13,9946220.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,6,"$15,000 under $20,000",14,9625550.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,7,"$20,000 under $25,000",15,8695838.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,8,"$25,000 under $30,000",16,8593575.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,9,"$30,000 under $40,000",17,15654845.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,10,"$40,000 under $50,000",18,12167871.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,11,"$50,000 under $75,000",19,20810563.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,12,"$75,000 under $100,000",20,12672652.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,13,"$100,000 under $200,000",21,19530803.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,14,"$200,000 under $500,000",22,5910788.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,15,"$500,000 under $1,000,000",23,742962.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,16,"$1,000,000 under $1,500,000",24,139954.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,17,"$1,500,000 under $2,000,000",25,48550.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,18,"$2,000,000 under $5,000,000",26,61583.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,19,"$5,000,000 under $10,000,000",27,12376.0
tab12,2021,21in12ms.xls,sd,count,nz,all,Standard deduction — number of returns,Standard deduction | Number of returns | -5.0,F,6,20,"$10,000,000 or more",28,5789.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,1,"All returns, total",9,2506538615000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,2,No adjusted gross income (includes deficits),10,0.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,3,"$1 under $5,000",11,98120053000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,4,"$5,000 under $10,000",12,116961807000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,5,"$10,000 under $15,000",13,148143828000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,6,"$15,000 under $20,000",14,147511432000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,7,"$20,000 under $25,000",15,138067676000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,8,"$25,000 under $30,000",16,138563570000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,9,"$30,000 under $40,000",17,256213310000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,10,"$40,000 under $50,000",18,204664807000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,11,"$50,000 under $75,000",19,376778774000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,12,"$75,000 under $100,000",20,263917424000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,13,"$100,000 under $200,000",21,451428959000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,14,"$200,000 under $500,000",22,141816314000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,15,"$500,000 under $1,000,000",23,17931209000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,16,"$1,000,000 under $1,500,000",24,3374835000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,17,"$1,500,000 under $2,000,000",25,1162935000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,18,"$2,000,000 under $5,000,000",26,1456808000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,19,"$5,000,000 under $10,000,000",27,290838000.0
tab12,2021,21in12ms.xls,sd,amount,nz,all,Standard deduction,Amount | -6.0,G,7,20,"$10,000,000 or more",28,134035000.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,1,"All returns, total",9,128519569.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,2,No adjusted gross income (includes deficits),10,0.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,3,"$1 under $5,000",11,229950.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,4,"$5,000 under $10,000",12,256332.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,5,"$10,000 under $15,000",13,3274058.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,6,"$15,000 under $20,000",14,7213222.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,7,"$20,000 under $25,000",15,7565336.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,8,"$25,000 under $30,000",16,8419122.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,9,"$30,000 under $40,000",17,16053345.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,10,"$40,000 under $50,000",18,12742030.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,11,"$50,000 under $75,000",19,22580599.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,12,"$75,000 under $100,000",20,14628527.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,13,"$100,000 under $200,000",21,24025794.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,14,"$200,000 under $500,000",22,9040733.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,15,"$500,000 under $1,000,000",23,1616070.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,16,"$1,000,000 under $1,500,000",24,376559.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,17,"$1,500,000 under $2,000,000",25,155853.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,18,"$2,000,000 under $5,000,000",26,233500.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,19,"$5,000,000 under $10,000,000",27,63280.0
tab12,2021,21in12ms.xls,ti,count,nz,all,Taxable income — number of returns,Taxable income | Number of returns | -7.0,H,8,20,"$10,000,000 or more",28,45261.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,1,"All returns, total",9,11767185281000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,2,No adjusted gross income (includes deficits),10,0.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,3,"$1 under $5,000",11,295328000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,4,"$5,000 under $10,000",12,842819000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,5,"$10,000 under $15,000",13,4468515000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,6,"$15,000 under $20,000",14,31348526000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,7,"$20,000 under $25,000",15,61206997000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,8,"$25,000 under $30,000",16,97212333000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,9,"$30,000 under $40,000",17,289923966000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,10,"$40,000 under $50,000",18,348974613000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,11,"$50,000 under $75,000",19,957673164000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,12,"$75,000 under $100,000",20,943012644000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,13,"$100,000 under $200,000",21,2672516594000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,14,"$200,000 under $500,000",22,2311714703000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,15,"$500,000 under $1,000,000",23,1005606850000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,16,"$1,000,000 under $1,500,000",24,419754109000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,17,"$1,500,000 under $2,000,000",25,247322898000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,18,"$2,000,000 under $5,000,000",26,642731428000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,19,"$5,000,000 under $10,000,000",27,400742701000.0
tab12,2021,21in12ms.xls,ti,amount,nz,all,Taxable income,Amount | -8.0,I,9,20,"$10,000,000 or more",28,1331837093000.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,1,"All returns, total",9,104549808.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,2,No adjusted gross income (includes deficits),10,4361.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,3,"$1 under $5,000",11,142544.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,4,"$5,000 under $10,000",12,184757.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,5,"$10,000 under $15,000",13,1055682.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,6,"$15,000 under $20,000",14,3224915.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,7,"$20,000 under $25,000",15,4511505.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,8,"$25,000 under $30,000",16,5152093.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,9,"$30,000 under $40,000",17,10941846.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,10,"$40,000 under $50,000",18,10178852.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,11,"$50,000 under $75,000",19,20079918.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,12,"$75,000 under $100,000",20,13899298.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,13,"$100,000 under $200,000",21,23678030.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,14,"$200,000 under $500,000",22,9011428.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,15,"$500,000 under $1,000,000",23,1612396.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,16,"$1,000,000 under $1,500,000",24,375593.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,17,"$1,500,000 under $2,000,000",25,155353.0
tab12,2021,21in12ms.xls,taxac,count,nz,all,Income tax after credits — number of returns,Income tax after credits | Number of returns | -9.0,J,10,18,"$2,000,000 under $5,000,000",26,232933.0
