STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
NV,10,"3,530",760,"2,500",130,"3,310","8,360","2,330",0,0,0,0,0,0,0,"1,580","14,542,730","3,530","14,687,248","2,720","2,503,805","3,370","446,165","2,830","1,522,962","2,730","1,359,256",870,"44,607","1,030","182,783","3,100","5,145,819",540,"50,060",640,"37,155",80,0,0,920,"24,846","2,850","3,861,389","2,030","144,518",0,0,270,"14,628",880,"10,848",150,"1,412",0,0,0,0,460,"82,182","2,710","1,530,063","1,280","289,760","1,380","26,571","2,540","74,381","2,690","396,947","1,590","39,193","2,480","550,448","3,510","13,010,577","3,520","3,894,104",640,"41,668",0,0,"2,240","134,284","1,940","97,235",70,54,0,0,0,0,0,0,70,655,"1,270","23,554",0,0,0,0,30,123,"3,470","4,266,815",0,0,0,0,0,0,0,0,0,0,"3,510","3,890,371","3,530","4,002,912","1,940","19,884","3,010","194,904","1,500","433,226",840,"487,702"
NH,0,"693,090","348,540","269,700","60,910","298,530","1,231,220","325,480","16,860","4,110",70,"12,680","1,120",510,"73,360","177,850","49,675,622","691,110","50,479,974","584,800","35,924,508","219,110","384,523","155,680","1,179,970","145,710","914,437","54,390","59,399","104,560","2,256,126","130,130","2,830,692","79,740","1,450,302","135,240","3,092,329","2,110","24,320","114,759","104,830","1,530,683","34,040","1,644,850","193,580","804,352","19,420","4,883","6,840","135,108","22,980","162,643","15,710","77,247","79,130","91,582","7,950","18,649","2,370","36,708","217,080","5,057,179","94,280","548,911","2,900","7,734","203,900","1,500,413","214,110","2,167,034","173,110","1,405,989","167,220","617,459","564,770","37,138,780","561,530","7,266,664","16,370","82,736","14,130","13,038","209,100","274,736","45,690","45,392","31,160","16,810","42,690","51,712","32,050","5,572","90,820","114,282","17,660","14,251","87,050","339,650","19,390","63,231","23,140","73,651","33,100","15,218","661,480","8,447,834","79,710","156,004","64,210","132,684","43,310","52,045","36,110","34,252","8,240","7,018","529,040","7,013,684","556,840","7,495,032","17,910","33,577","17,860","75,543","134,470","721,107","522,270","1,455,961"
NH,1,"8,110","5,100","2,370",360,"4,980","11,640","1,590",120,30,0,90,0,0,160,"3,800","-512,703","6,140","-503,822","1,990","53,712","2,600","9,410","2,020","15,384","1,870","10,693",140,262,"3,070","-40,123","2,690","23,232",720,"9,940",820,"9,041",170,60,350,20,90,"1,260","-96,375","2,090","8,881",30,6,20,273,530,"2,626",40,190,470,583,380,"1,404",10,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,216,20,167,190,56,40,20,0,0,0,0,10,5,0,0,10,9,0,0,"1,170","2,923",720,"3,570",770,"3,153",30,14,"3,710","17,097",800,623,470,391,240,349,350,337,500,599,190,196,"1,480","3,604",40,46,20,232,890,"1,547","3,000","12,100"
NH,2,"97,440","84,780","6,410","5,130","30,360","71,010","11,830","4,150","1,010",0,"3,150",430,110,"6,770","16,830","484,224","97,440","499,973","77,940","396,588","14,440","6,574","9,780","12,360","8,900","7,935",360,180,"10,100","37,571","7,960","3,360","4,720","17,804","8,420","36,862",130,"1,030","2,774",260,"1,158",950,"-2,072","11,890","15,749",110,22,40,151,"1,150","3,565",220,712,"2,190","2,234","1,320","4,257",40,79,"3,930","66,895",740,700,90,38,"3,140","17,722","3,560","19,490","2,020","12,031","2,080","1,859","13,380","22,913","13,120","2,517",0,0,780,287,730,78,430,14,0,0,160,39,30,6,40,14,20,3,"8,510","6,626","2,130","8,407","2,210","8,096",110,28,"85,260","63,211","22,970","21,623","19,780","19,039","5,380","3,331","2,640","2,268","1,290",953,"12,840","2,440","21,670","9,534",10,4,0,0,"6,870","3,261","80,530","56,067"
NH,3,"119,950","85,380","15,930","16,100","44,150","162,290","37,080","5,230","1,260",30,"3,940",430,220,"18,450","28,880","2,079,009","119,950","2,121,053","95,230","1,580,780","21,480","15,266","13,990","30,228","12,790","19,772",980,480,"15,320","149,672","10,810","16,621","11,230","79,382","19,950","204,287",230,"4,470","15,103","11,130","20,695","1,840","3,061","24,520","42,044",890,192,150,"1,172","2,760","9,163","1,130","3,829","9,650","10,231",690,"1,822",60,139,"10,720","180,068","2,280","1,908",220,181,"8,890","49,075","10,030","54,809","5,950","34,831","6,640","9,065","88,590","613,055","87,660","65,426",20,14,"3,560","1,408","22,440","8,236","1,530",79,"1,400",461,"6,920","4,488","8,450","1,302","5,000","1,775",380,77,"13,470","24,697","7,370","23,350","7,480","23,378","11,790","3,152","111,990","292,479","31,250","87,185","25,480","77,357","19,080","24,061","5,990","5,120","3,660","2,695","75,030","57,191","84,970","86,025",0,0,0,0,"12,050","14,431","102,760","218,441"
NH,4,"157,870","97,380","33,620","21,680","60,840","249,630","59,280","4,450","1,240",20,"3,200",260,150,"24,820","35,080","5,760,633","157,870","5,858,813","136,410","4,645,956","34,220","25,196","21,980","58,957","20,270","41,243","3,560","1,624","18,660","252,317","16,800","41,697","14,690","148,786","26,930","426,317",370,"6,450","28,257","27,370","187,766","3,490","23,018","43,300","98,180","3,150",726,430,"3,885","4,120","18,339","3,370","13,361","24,220","29,342",680,"1,571",140,365,"27,910","445,817","7,240","10,090",420,280,"24,500","130,963","27,010","151,467","19,490","115,907","17,970","28,427","153,950","3,289,272","152,690","411,847",20,39,"6,040","4,336","52,120","43,229","4,940",354,"5,260","2,869","10,930","11,926","18,270","3,364","24,520","23,380","2,220",719,"15,400","43,937","7,300","22,015","8,500","25,837","13,950","5,463","153,980","687,135","24,460","46,474","18,320","35,830","15,540","20,210","7,140","6,436","2,290","2,122","136,750","368,619","142,890","421,580",20,12,20,50,"21,900","39,686","132,980","299,521"
NH,5,"99,100","43,250","43,710","9,440","45,610","191,040","48,300","1,830",410,20,"1,400",0,30,"11,290","29,050","6,107,495","99,100","6,204,212","85,650","4,666,575","33,560","28,719","22,260","81,084","20,630","59,035","6,880","3,318","15,250","243,896","17,500","68,899","13,260","182,643","23,330","515,505",310,"4,180","21,311","22,280","336,082","3,800","34,095","32,710","96,717","3,550",869,600,"5,740","3,280","20,222","3,210","15,170","16,050","19,020","1,320","2,731",220,649,"35,640","610,742","12,250","25,802",490,385,"32,980","185,800","35,110","225,266","28,000","185,007","24,920","45,534","98,590","4,114,335","98,100","585,144",90,278,"2,190","3,530","37,180","48,166","6,310",619,"4,630","2,445","7,020","9,524","5,310",900,"21,360","31,821","3,340","1,407","12,400","42,646","1,590","5,149","2,680","8,821","4,410","2,967","97,540","749,563",230,99,160,67,"2,600","3,338","5,130","5,056",430,548,"95,210","536,977","96,410","587,659",30,26,0,0,"21,180","51,237","75,240","205,156"
NH,6,"69,470","16,440","48,000","4,000","34,170","161,150","43,720",670,110,0,560,0,0,"6,020","22,060","6,028,082","69,470","6,111,856","60,990","4,538,158","29,360","27,659","20,220","83,109","18,830","61,582","8,750","5,119","12,500","226,434","16,080","83,593","11,260","205,797","19,000","514,142",260,"3,270","17,418","16,660","332,535","3,590","47,453","23,670","83,774","3,270",848,650,"7,748","2,390","16,594","2,610","13,384","10,520","12,626",380,714,190,778,"33,930","656,139","14,160","39,134",440,427,"32,280","201,369","33,680","256,059","28,420","213,362","25,520","52,920","69,260","4,318,054","69,010","637,926",240,546,800,"1,776","30,000","45,783","6,140",894,"5,240","2,914","6,470","8,866",0,0,"18,490","29,784","3,280","1,999","10,090","39,119",250,644,890,"2,534","1,610","1,545","68,780","758,595",0,0,0,0,370,585,"4,650","4,617",70,101,"68,520","592,143","68,760","638,022",40,30,20,58,"17,150","51,766","50,040","163,770"
NH,7,"107,100","13,030","89,830","3,400","55,060","287,100","90,180",390,50,0,340,0,0,"5,410","31,310","14,517,112","107,100","14,725,957","96,600","11,185,736","57,520","70,741","43,060","262,464","40,750","203,718","24,640","18,537","21,080","570,145","36,290","324,124","17,770","482,253","28,660","992,701",450,"4,200","25,129","20,930","487,760","9,420","195,663","42,550","208,845","7,240","1,933","2,400","37,633","4,630","39,964","4,410","23,545","16,030","17,546","3,180","6,150",660,"3,119","75,000","1,727,342","38,320","163,856",890,"1,090","72,880","548,449","74,800","756,961","65,300","566,429","62,730","170,211","106,970","11,255,496","106,740","1,951,021","2,170","4,893",510,"1,358","50,900","64,767","14,960","4,111","11,600","6,524","11,190","16,864",0,0,"21,390","27,484","6,550","5,552","17,400","93,379",40,96,540,"1,493","1,030","1,529","106,400","2,130,810",0,0,0,0,90,171,"10,220","10,418",0,0,"106,510","1,886,254","106,650","1,995,561",840,235,300,206,"37,270","165,907","65,150","270,948"
NH,8,"28,940","2,610","25,460",700,"18,950","83,280","28,890",20,0,0,20,0,0,450,"8,900","8,076,170","28,940","8,228,424","25,740","5,702,044","21,190","60,929","18,150","270,628","17,550","220,574","7,390","11,685","7,070","487,535","17,620","462,780","5,200","258,337","7,080","338,316",160,620,"4,117","5,200","136,456","6,660","366,362","10,110","152,254","1,100",268,"1,930","52,217","2,890","34,075",590,"5,567",0,0,0,0,590,"5,224","25,720","866,644","15,800","122,622",300,515,"25,090","273,716","25,680","415,610","21,090","231,618","23,350","126,889","28,920","6,892,437","28,900","1,591,328","12,430","49,413",70,241,"12,350","17,735","8,530","9,157","2,800","1,450",0,0,0,0,10,15,"1,620","2,990","6,760","58,954",0,0,70,287,170,441,"28,740","1,628,483",0,0,0,0,0,0,0,0,0,0,"28,890","1,573,597","28,920","1,663,209","13,160","9,629","13,000","13,521","14,550","178,634","11,350","91,681"
NH,9,"3,570",380,"3,070",80,"2,990","10,080","3,440",0,0,0,0,0,0,0,"1,280","2,385,233","3,570","2,435,879","3,020","1,371,184","3,250","32,170","2,890","127,326","2,820","104,526","1,020","4,403","1,060","160,283","2,980","290,595",640,"45,366",720,"35,871",30,30,300,690,"19,536","1,910","282,228","1,830","50,646",70,16,450,"19,036",810,"11,693",100,"1,057",0,0,0,0,220,"4,268","3,030","184,978","2,360","41,040",30,99,"2,970","54,013","3,030","98,085","2,160","34,136","2,870","49,054","3,560","2,193,780","3,570","633,347","1,090","14,116",10,46,"2,220","11,709","1,840","6,747",200,125,0,0,0,0,0,0,180,793,"1,270","15,804",0,0,10,52,20,79,"3,550","636,632",0,0,0,0,0,0,0,0,0,0,"3,560","621,657","3,570","661,607","2,700","8,460","3,100","14,394","1,930","87,288",840,"22,120"
NH,10,"1,530",180,"1,300",30,"1,420","4,020","1,190",0,0,0,0,0,0,0,660,"4,750,367","1,530","4,797,629","1,240","1,783,775","1,480","107,859","1,340","238,430","1,320","185,359",670,"13,791",450,"168,396","1,400","1,515,791",250,"19,994",330,"19,287",20,0,0,310,"8,605","1,130","791,417",910,"47,262",10,3,160,"7,253",430,"6,402",40,432,0,0,0,0,250,"21,918","1,210","318,554","1,120","143,759",20,"4,719","1,180","39,306","1,210","189,287",680,"12,668","1,150","133,500","1,530","4,439,438","1,530","1,387,892",300,"13,270",0,0,"1,130","35,013","1,020","23,417",30,22,0,0,0,0,0,0,70,711,580,"11,565",0,0,0,0,0,0,"1,530","1,483,829",0,0,0,0,0,0,0,0,0,0,"1,530","1,374,610","1,530","1,428,231","1,090","15,135","1,410","47,082",690,"127,350",380,"116,157"
NJ,0,"4,385,670","2,097,300","1,570,200","632,880","2,797,390","8,339,560","2,731,700","72,520","28,030",660,"43,840","7,610","4,310","498,800","1,040,540","366,858,387","4,374,200","372,581,129","3,648,440","265,682,291","1,415,960","3,180,987","1,084,710","8,458,583","1,021,920","6,359,777","894,270","1,651,488","664,510","13,104,714","902,350","18,316,620","438,340","8,457,135","802,730","20,662,675","9,160","262,760","1,616,094","608,510","10,058,896","279,730","21,993,590","1,135,030","5,722,742","151,890","39,196","44,800","1,205,992","106,880","1,095,860","82,640","450,477","350,350","406,510","52,040","133,377","11,300","264,069","1,810,900","56,471,785","1,525,000","16,772,383","250,740","237,630","1,567,800","14,879,523","1,806,160","32,240,572","1,255,770","11,312,294","1,533,880","6,050,383","3,454,020","269,883,390","3,427,400","59,715,150","279,740","1,827,117","66,300","69,423","1,320,940","1,890,751","297,120","540,007","226,980","134,482","303,090","364,405","143,000","24,902","563,170","649,603","83,920","42,640","562,530","2,234,783","104,860","444,650","121,230","492,541","188,570","93,342","4,146,670","68,923,696","630,980","1,453,381","531,080","1,227,561","432,380","555,672","295,890","279,970","49,670","41,975","3,160,090","58,069,627","3,415,080","61,487,142","195,070","439,638","178,350","665,302","858,290","5,443,752","3,274,970","10,944,781"
NJ,1,"53,160","33,610","15,020","2,740","37,650","77,390","15,330",520,210,0,310,10,0,"1,320","22,120","-5,527,694","41,700","-5,447,125","13,770","508,752","18,010","97,648","16,190","119,724","15,100","85,177","2,030","10,807","14,920","-211,450","21,010","305,031","4,600","72,430","6,270","90,251",590,620,"4,167",110,786,"10,590","-984,403","12,360","80,569",210,51,140,"4,458","2,480","20,663",290,"1,604","2,550","3,390","2,440","9,024",10,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,"7,918",220,"7,675",600,230,240,308,20,2,0,0,60,58,20,24,120,120,0,0,"6,820","20,927","3,240","20,288","3,470","17,997",100,43,"24,830","175,724","4,980","5,924","3,350","3,885","2,540","4,095","3,690","3,705","2,540","3,591",720,"7,608","8,550","32,400",430,872,60,627,"4,600","11,616","20,520","121,809"
NJ,2,"622,110","526,140","38,520","50,630","354,200","501,740","103,780","19,230","8,100",70,"11,070","3,350",610,"58,710","101,230","3,139,020","622,110","3,246,525","460,540","2,386,307","95,740","48,557","81,230","98,056","75,380","65,580","5,760","3,471","88,530","398,491","67,470","30,605","25,640","97,953","51,280","229,461",420,"13,170","48,647","1,470","6,312","7,900","-13,272","100,580","107,505","1,130",245,170,585,"3,910","16,505","1,120","3,840","12,450","13,551","8,960","29,338",150,280,"36,860","615,768","7,370","13,620","23,050","10,169","29,360","213,131","35,390","240,036","15,390","94,994","20,150","19,316","88,850","162,719","77,670","16,532",40,129,"2,460",881,"6,510",592,"4,880",155,10,2,"1,030",336,80,19,160,46,40,10,"79,960","64,148","10,220","47,492","10,620","44,104",940,222,"512,970","443,802","163,960","179,320","138,300","150,658","48,870","33,534","26,430","23,671","7,450","5,886","76,010","15,942","158,700","82,249",30,31,50,300,"68,540","32,451","475,080","389,325"
NJ,3,"823,380","503,990","111,040","195,450","505,090","1,327,960","463,180","24,540","10,130",220,"14,190","3,030","2,030","159,400","165,210","14,067,400","823,380","14,327,828","651,520","10,568,995","127,020","105,979","86,980","198,197","79,790","131,234","20,350","10,313","127,860","1,280,726","66,720","90,679","54,840","383,408","112,100","1,173,707",650,"63,070","318,293","63,980","124,042","15,570","58,408","171,160","260,428","6,030","1,391",530,"3,511","8,730","39,578","5,170","17,964","44,190","48,819","5,510","15,117",200,165,"97,190","1,607,321","33,730","36,479","54,560","30,673","75,100","516,732","95,830","595,185","43,240","257,573","65,010","97,189","528,240","3,427,235","522,140","362,604",230,374,"14,220","5,026","152,020","59,429","8,220",435,"10,350","3,447","55,180","34,472","40,810","6,872","42,160","13,475","1,780",406,"115,390","207,649","37,890","153,520","38,430","147,096","69,790","20,370","766,740","2,288,323","284,840","906,774","247,270","784,609","215,750","286,389","63,630","56,365","22,300","15,520","419,790","303,178","524,920","537,141",60,42,40,110,"81,260","94,215","707,500","1,837,519"
NJ,4,"892,670","485,050","187,020","196,980","548,550","1,604,920","533,420","17,950","7,310",220,"10,420","1,210","1,250","151,260","186,910","32,538,287","892,670","33,033,104","766,800","26,301,224","188,330","167,658","123,050","347,920","113,420","240,065","85,770","40,817","101,520","1,216,340","94,170","174,875","70,800","720,909","143,710","2,373,035","1,030","62,210","416,793","138,950","1,033,792","26,300","201,612","212,550","494,817","19,770","4,760","1,630","15,560","14,230","87,095","15,650","65,412","104,970","131,171","5,900","14,970",460,708,"225,190","3,921,112","147,030","204,046","70,560","56,821","167,010","1,143,327","224,170","1,438,263","119,430","746,181","170,640","338,109","850,270","16,985,220","844,240","2,110,373",190,711,"30,080","21,275","332,030","302,112","22,400","2,211","46,550","28,629","86,700","96,213","84,090","14,947","173,070","155,648","10,050","3,448","80,230","222,813","41,660","169,206","45,890","185,200","76,080","31,521","867,290","3,853,562","176,010","360,861","141,290","288,061","140,440","197,402","65,990","60,574","14,300","12,986","708,470","1,808,273","755,840","2,078,437",160,172,70,733,"124,830","216,774","750,870","1,962,806"
NJ,5,"580,490","276,960","192,260","93,290","372,430","1,096,610","324,680","6,470","1,670",80,"4,720",0,290,"64,270","159,870","35,783,868","580,490","36,281,844","495,250","27,605,586","194,710","195,960","132,750","466,924","123,620","335,023","144,080","99,196","71,970","944,142","102,740","259,521","67,920","933,782","131,310","3,166,180","1,150","36,230","251,524","122,050","1,984,190","26,410","289,682","171,230","497,976","28,430","6,977","2,300","25,959","12,160","95,432","14,900","72,396","81,230","97,163","10,230","23,334",610,"1,340","276,240","5,312,672","222,150","524,042","49,450","52,521","226,000","1,588,657","275,770","2,208,702","178,190","1,199,457","226,740","508,803","575,720","23,419,737","573,590","3,379,911",960,"1,464","11,210","18,536","206,900","279,722","31,270","4,256","28,610","17,065","50,630","70,855","18,000","3,040","123,880","175,930","14,240","5,503","54,990","180,294","9,540","45,388","14,270","63,987","24,240","16,862","571,100","4,397,794","1,200",502,880,348,"20,320","27,543","40,050","39,723","2,620","3,359","551,910","3,100,193","560,600","3,318,370",160,153,110,384,"119,190","281,277","447,710","1,316,174"
NJ,6,"397,280","130,870","210,080","46,200","265,690","868,850","261,700","2,230",370,40,"1,830",0,90,"30,350","124,530","34,477,669","397,280","34,896,561","341,410","25,811,944","171,400","197,000","123,650","511,647","115,600","376,517","153,260","140,879","58,220","884,951","96,890","333,703","58,780","1,045,422","107,430","3,261,224","1,160","27,870","183,750","96,080","2,040,582","25,880","360,149","109,220","418,892","22,350","5,680","2,720","35,182","10,270","89,559","11,550","65,299","36,120","39,525","2,530","5,709",700,"1,997","259,030","5,702,263","228,400","793,392","27,900","37,749","226,100","1,748,354","258,850","2,619,099","186,100","1,395,426","222,260","551,255","395,840","23,891,117","394,740","3,693,692","3,800","5,391","4,370","11,242","160,200","233,262","32,720","5,561","24,380","14,553","37,530","54,109",0,0,"98,440","148,833","14,040","5,895","45,280","167,887","2,010","7,661","4,940","20,119","9,030","9,134","393,180","4,491,617",0,0,0,0,"3,390","5,067","29,680","28,983",400,549,"390,790","3,460,430","392,700","3,661,140",230,291,100,202,"94,120","282,042","291,020","1,064,204"
NJ,7,"695,760","113,370","534,130","38,940","474,320","1,870,630","640,950","1,500",240,30,"1,230",0,40,"30,060","200,720","96,187,204","695,760","97,437,791","625,030","74,331,220","377,270","511,199","298,550","1,589,099","283,310","1,219,894","341,910","416,075","127,620","2,823,193","244,960","1,448,817","108,860","2,888,685","186,950","7,224,362","2,480","47,580","308,480","141,780","3,600,268","72,290","1,686,396","244,000","1,250,587","58,370","16,053","12,000","203,412","24,250","256,507","27,450","160,984","68,850","72,891","16,480","35,885","2,530","10,681","600,870","16,933,995","574,610","3,692,653","22,380","41,121","549,240","5,125,426","600,690","8,969,093","469,840","4,283,304","537,220","1,595,309","694,640","70,753,878","693,600","12,453,397","43,240","93,856","2,950","10,555","313,700","371,325","91,050","27,849","75,210","46,280","71,960","108,362",0,0,"125,220","155,433","31,830","16,420","102,110","487,881",300,"1,095","3,190","12,213","7,050","11,085","691,440","14,123,949",0,0,0,0,"1,070","1,642","66,420","66,949",50,84,"692,040","12,082,075","693,130","12,658,593","8,030","2,311","2,740","1,776","204,410","942,460","462,290","2,204,111"
NJ,8,"259,860","22,670","227,920","7,230","187,350","793,660","305,980",80,10,0,70,0,0,"3,340","64,650","74,289,262","259,860","75,594,093","240,010","56,440,938","187,660","453,417","170,140","1,745,207","164,650","1,393,318","108,780","282,279","59,150","3,372,545","155,770","2,584,224","38,750","1,776,968","54,560","2,632,310","1,210","10,960","75,762","36,800","1,048,823","61,520","4,412,597","85,630","1,304,831","14,620","3,795","16,330","459,412","19,680","281,641","5,160","48,978",0,0,0,0,"3,170","28,717","255,240","11,973,920","251,830","4,362,626","2,550","7,423","237,280","3,151,617","255,200","7,588,141","199,950","2,531,740","234,520","1,174,585","259,600","59,709,825","259,650","14,653,338","204,250","1,191,505",370,"1,475","110,340","128,982","72,920","82,909","36,660","21,337",0,0,0,0,120,118,"10,620","8,065","56,770","469,938",0,0,390,"1,609","1,160","3,283","258,490","14,923,294",0,0,0,0,0,0,0,0,0,0,"259,500","14,524,395","259,710","15,251,318","134,350","105,945","122,380","97,482","129,140","1,500,317","106,390","772,510"
NJ,9,"41,370","3,190","36,790",980,"34,410","133,270","55,130",0,0,0,0,0,0,80,"10,200","27,856,955","41,370","28,471,457","37,170","18,460,654","36,950","247,078","34,430","916,835","33,630","722,877","19,250","173,844","10,190","1,288,408","34,510","1,893,545","5,610","341,738","6,320","349,093",280,880,"7,094","4,980","149,029","19,900","4,239,674","18,010","614,502",810,201,"5,780","256,710","6,670","118,632",920,"9,404",0,0,0,0,"1,580","33,388","40,950","3,768,153","40,650","2,126,148",210,808,"39,050","787,495","40,940","2,936,267","30,760","534,471","38,710","444,611","41,320","24,104,785","41,350","7,266,596","23,820","304,492",30,154,"24,850","119,774","20,660","99,196","4,150","2,471",0,0,0,0,0,0,"1,050","1,005","13,450","188,518",0,0,30,159,140,579,"41,160","7,258,803",0,0,0,0,0,0,0,0,0,0,"41,320","7,146,953","41,360","7,569,178","35,070","118,420","35,130","103,665","23,670","838,740","8,880","183,666"
NJ,10,"19,580","1,460","17,410",430,"17,710","64,530","27,560",0,0,0,0,0,0,10,"5,100","54,046,416","19,580","54,739,051","16,930","23,266,671","18,870","1,156,491","17,730","2,464,974","17,420","1,790,092","13,080","473,807","4,540","1,107,368","18,110","11,195,620","2,540","195,840","2,810","163,052",210,190,"1,584","2,330","71,072","13,370","11,742,747","10,300","692,635",180,43,"3,200","201,203","4,500","90,248",440,"4,596",0,0,0,0,"1,890","186,715","19,330","6,636,581","19,210","5,019,377",80,345,"18,670","604,784","19,320","5,645,786","12,880","269,148","18,630","1,321,206","19,550","47,428,874","19,570","15,770,789","3,000","221,520",10,49,"14,170","395,245","12,990","317,433","1,060",698,0,0,0,0,0,0,290,"1,888","7,540","224,728",0,0,10,57,50,243,"19,490","16,966,828",0,0,0,0,0,0,0,0,0,0,"19,550","15,620,580","19,570","16,298,316","16,550","211,401","17,670","460,023","8,530","1,243,860","4,720","1,092,657"
NM,0,"917,450","428,130","315,750","163,120","424,580","1,807,710","617,910","47,650","12,820","1,590","33,240","4,460","2,960","157,370","237,960","46,682,483","912,640","47,309,337","742,300","32,356,179","231,710","380,978","126,600","883,551","117,100","666,603","98,050","95,657","130,780","1,435,515","116,490","1,894,718","75,180","1,291,824","190,720","5,186,575","13,620","31,620","152,754","125,420","1,683,538","43,790","1,982,345","203,430","626,854","23,390","5,984","3,540","68,892","21,510","124,292","14,320","66,725","61,910","60,562","12,880","24,000","2,920","51,156","207,430","4,715,035","175,300","927,033","26,050","33,990","178,050","472,581","206,320","1,463,113","155,260","1,240,890","159,270","791,263","664,310","31,387,860","661,600","5,655,592","12,270","59,772","13,260","10,274","272,710","306,490","35,190","23,759","26,180","13,097","55,630","46,473","54,480","9,653","150,070","177,371","13,920","19,323","99,510","259,294","19,380","52,368","23,080","59,108","37,540","17,548","859,370","7,212,545","220,320","537,800","194,100","482,309","151,580","198,517","51,050","38,659","8,730","6,473","580,470","5,356,674","637,750","5,725,934","8,820","12,370","12,430","49,950","162,350","688,280","697,750","1,967,472"
NM,1,"15,430","9,690","4,700",740,"8,700","22,640","3,060",390,80,0,320,0,0,460,"8,150","-941,758","10,630","-921,263","3,010","79,373","4,500","17,888","2,710","18,036","2,470","12,557",470,"1,419","5,170","-70,366","4,040","103,734",920,"12,850","1,520","18,866","1,210",90,510,20,64,"2,570","-213,453","3,180","20,495",60,14,20,395,730,"3,332",100,457,520,534,700,"2,200",60,"8,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,405,40,358,210,63,40,33,0,0,0,0,0,0,0,0,20,13,0,0,"1,600","3,288",900,"3,835",960,"3,255",20,9,"6,060","26,900","1,280","1,122",820,741,360,501,890,744,670,801,230,372,"2,040","4,206",50,56,0,0,"1,240","1,939","5,150","19,762"
NM,2,"148,770","115,330","13,930","18,450","59,030","175,770","46,680","16,900","4,360",170,"12,380","2,200",450,"21,790","33,670","757,069","148,770","778,545","107,620","594,991","21,880","9,721","9,190","13,813","8,220","8,354","1,610",657,"19,820","70,103","8,090","5,089","5,240","19,748","13,980","67,446",980,"2,890","8,841",290,"1,276","1,800","-5,244","21,520","21,476",310,69,50,263,"1,230","3,237",300,897,"2,240","1,690","2,640","6,540",50,382,"4,560","69,693","1,110","1,730","2,530","1,338","3,200","6,920","4,310","10,357","2,560","17,445","2,570","2,931","10,950","18,998","11,020","2,158",0,0,780,276,600,56,290,8,0,0,130,26,20,7,40,11,20,4,"16,580","12,651","2,530","8,077","2,600","7,513",120,37,"121,300","132,787","58,330","70,762","52,840","63,608","20,480","12,638","6,830","5,134","1,580","1,085","10,810","2,102","28,580","15,214",0,0,20,238,"10,390","4,594","114,510","121,605"
NM,3,"229,620","128,110","36,130","63,120","103,070","418,840","161,740","14,490","4,690",320,"9,480","1,610","1,610","57,740","44,820","3,946,722","229,620","3,996,634","189,210","3,127,718","27,670","23,132","13,250","31,976","11,920","19,657","4,070","2,026","29,460","242,244","11,680","19,982","10,330","72,834","31,970","380,285","2,000","10,580","49,314","13,540","22,929","3,320","7,806","38,000","49,912","1,600",363,160,818,"2,530","7,726","1,340","4,122","8,550","6,675","1,840","3,540",110,123,"12,570","192,843","5,190","5,776","6,060","4,159","8,910","17,445","12,280","28,797","7,190","47,013","7,810","16,539","140,830","864,264","139,780","91,139",30,87,"3,510","1,370","45,990","14,866","1,400",62,"2,000",564,"13,450","6,367","15,730","2,646","15,630","4,986",630,176,"25,420","41,975","7,740","20,072","7,870","19,636","14,220","4,078","217,350","700,072","97,320","329,326","87,480","300,774","75,010","102,671","13,620","9,855","3,960","2,517","110,740","76,273","135,230","124,177",20,5,0,0,"19,810","17,164","202,490","591,970"
