STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
UT,6,"147,990","26,830","111,660","7,630","136,860","4,650","73,240","95,900","431,870",670,350,30,290,0,"12,530","36,670","12,837,316","147,990","12,953,811","130,660","10,238,607","58,350","69,875","26,570","87,558","23,980","56,271","10,530","7,057","27,740","198,012","25,630","133,848","16,500","288,691","32,220","1,033,985","1,980","3,330","15,371","26,880","574,548","15,050","270,915","46,900","116,495","4,690","1,178",250,"3,189","3,190","19,856","3,230","16,796","19,560","21,117","117,770","2,672,691","117,770","2,628,549","20,930","44,142","30,230","831,175","6,530","82,008","28,710","125,524","1,360","3,993","27,850","75,260","29,460","194,244","30,180","197,953","7,820","3,982","25,810","279,819",560,"3,405","1,960","2,785",440,"1,687","26,030","235,858",600,"7,876","29,750","91,181","147,870","9,231,514","147,600","1,147,143",20,99,"3,500","9,476","84,420","302,098","7,500","1,152","7,170","4,221","13,910","15,982",0,0,"73,060","267,710","4,370","9,843","18,980","43,536","4,080","46,325","5,210","58,421","145,750","1,133,080",0,0,0,0,"13,330","27,284","8,670","7,415",750,"1,146","133,690","845,045","138,020","896,997",40,48,0,0,"42,790","104,585","104,880","339,451","103,030","329,539","2,410","9,911"
UT,7,"212,950","19,970","186,160","5,300","197,700","6,490","111,290","111,630","676,370",440,200,40,210,0,"9,560","55,650","28,602,956","212,950","28,883,507","191,130","22,229,656","113,260","197,245","58,950","291,130","53,720","197,371","22,750","15,920","44,970","439,452","58,550","627,853","28,570","795,626","49,320","2,031,608","3,000","3,630","17,761","36,180","942,658","35,580","1,158,500","78,170","280,551","9,930","2,630","1,000","16,446","7,370","64,752","6,440","38,715","26,310","30,177","125,820","2,989,960","125,820","2,934,586","25,620","55,374","87,130","2,897,913","9,230","118,284","84,500","597,000","2,400","7,925","82,810","256,361","86,020","758,916","87,070","766,591","21,080","11,835","76,410","887,437","1,730","8,002","6,140","7,359","1,920","7,947","81,230","1,074,222","1,490","23,523","58,530","314,870","212,860","22,383,603","212,690","3,259,435",140,"1,220","2,930","17,036","131,860","518,022","18,710","5,491","12,470","7,558","17,870","22,987",0,0,"113,890","450,822","7,100","20,094","31,230","93,673","1,560","17,160","3,470","36,668","210,150","3,023,875",0,0,0,0,"3,600","8,284","14,920","13,323",250,480,"208,610","2,741,414","210,010","2,856,996","1,090",413,400,180,"87,310","356,683","125,250","519,533","120,500","479,451","6,350","40,082"
UT,8,"55,340","4,040","49,920","1,050","52,010","1,470","37,860","19,500","184,220",0,0,0,0,0,900,"15,320","15,803,802","55,340","16,025,028","49,560","10,229,083","42,400","200,762","27,670","363,766","25,660","264,198","3,880","6,316","13,340","380,137","30,240","1,149,145","8,650","425,221","11,030","628,662",840,410,"2,284","8,360","246,112","21,730","2,245,852","20,060","221,226","1,310",330,"1,600","45,278","5,830","71,006","1,500","15,319",0,0,"18,520","441,677","18,520","432,043","4,490","9,634","36,820","1,709,251","1,230","26,734","35,500","529,760","1,210","4,240","34,470","156,919","36,550","358,025","36,800","361,960","6,370","3,905","30,300","452,710",690,"4,464","2,870","2,681","2,520","17,975","34,880","802,209","1,200","30,031","27,660","445,887","55,320","13,215,142","55,300","2,529,652",290,"4,403",480,"5,192","37,850","161,476","11,880","15,334","3,000","1,750",0,0,0,0,"29,310","120,829","1,820","7,778","11,850","66,782",0,0,500,"5,331","54,410","2,425,004",0,0,0,0,60,190,0,0,0,0,"55,150","2,368,176","55,270","2,490,762","20,180","15,170","26,310","29,181","28,610","384,181","26,570","313,612","22,060","218,031","5,620","95,581"
UT,9,"8,550",650,"7,700",150,"8,120",180,"7,280","1,690","28,680",0,0,0,0,0,40,"2,570","5,721,228","8,550","5,798,162","7,430","2,760,500","7,810","113,534","5,780","220,885","5,400","162,385",540,"2,254","2,220","134,081","6,460","785,603","1,310","71,130","1,170","75,660",190,30,204,"1,230","38,224","5,600","1,487,117","4,070","76,934",50,11,500,"22,456","1,670","24,001",300,"3,313",0,0,"1,880","44,361","1,880","43,297",500,"1,064","6,670","521,131",50,"3,306","6,320","223,129",330,"1,003","6,100","45,420","6,630","65,504","6,660","66,923",810,716,"4,920","94,048",110,"1,261",530,432,"1,220","19,421","6,410","313,342",510,"22,471","5,280","196,078","8,530","4,960,008","8,530","1,223,733",170,"3,031",60,766,"4,290","28,706","3,240","14,048",280,166,0,0,0,0,360,718,230,"1,551","2,530","21,731",0,0,70,815,"8,390","1,191,110",0,0,0,0,0,0,0,0,0,0,"8,530","1,195,027","8,540","1,268,823","4,900","14,638","7,350","35,128","4,800","234,905","3,700","154,254","2,120","63,101","1,850","91,154"
UT,10,"4,160",340,"3,710",50,"3,960",70,"3,890",540,"13,520",0,0,0,0,0,0,"1,400","15,308,815","4,160","15,370,007","3,520","3,336,055","4,030","362,361","3,290","701,484","3,100","537,008",290,"3,535","1,060","115,875","3,690","6,955,422",550,"44,287",550,"36,746",110,10,65,630,"20,543","3,350","3,403,576","2,230","61,192",10,2,290,"14,513",960,"14,718",130,"1,482",0,0,610,"14,333",610,"14,033",150,299,"3,550","1,440,276",0,0,"3,360","486,112",180,493,"3,140","46,028","3,540","35,009","3,550","40,226",290,681,"2,100","43,787",60,850,200,141,"1,230","101,866","3,460","1,210,870",530,"42,599","3,000","552,188","4,160","13,301,215","4,160","3,551,229",680,"11,240",10,115,"2,600","83,201","2,160","43,542",70,48,0,0,0,0,0,0,120,"1,418","1,450","24,032",0,0,10,115,"4,110","3,834,101",0,0,0,0,0,0,0,0,0,0,"4,150","3,468,029","4,160","3,759,379","2,390","27,482","3,770","236,145","2,030","475,890","2,100","544,826",710,"98,158","1,560","446,667"
VT,0,"331,630","176,970","119,350","28,370","302,590","10,840","152,090","195,070","564,930","8,810","3,430",10,"5,370",980,"38,230","102,840","22,419,008","329,940","22,808,664","268,120","14,776,991","127,240","241,482","76,910","871,048","71,670","680,882","6,140","5,660","58,220","895,068","65,760","1,807,699","45,890","795,114","65,220","1,483,932","4,000","11,980","53,316","56,720","908,685","20,500","1,024,823","97,290","389,656","8,340","2,138","2,830","53,553","13,530","92,856","9,150","46,563","39,290","44,636","302,610","5,198,939","302,610","5,067,266","67,000","131,673","23,100","819,739","6,340","147,612","21,190","309,956","1,600","1,653","20,760","168,438","22,680","187,569","23,000","194,809","2,890","2,428","17,160","183,240",550,"3,712",920,591,"1,380","17,493","16,910","257,944",730,"8,822","57,020","299,932","261,820","16,835,820","259,520","2,724,731",320,"4,929","9,690","14,463","110,280","235,470","26,580","26,595","13,190","7,218","13,090","15,619","19,450","3,646","66,890","146,207","6,160","14,740","46,620","151,493","14,960","82,983","16,950","95,621","308,740","3,111,373","40,700","78,675","33,690","67,696","26,200","44,468","10,150","9,508","5,480","6,216","234,710","2,489,261","250,820","2,716,358","5,800","9,092","8,530","50,852","65,330","339,478","250,270","731,686","241,230","595,393","12,860","136,292"
VT,1,"5,900","3,880","1,690",180,"3,950",970,"3,370","1,240","8,350",40,10,0,20,0,110,"3,280","-323,831","4,220","-308,332","1,300","31,489","2,030","6,573","1,300","10,257","1,180","7,213",40,65,"2,000","-17,806","1,760","19,888",560,"5,372",600,"5,249",500,30,200,0,0,920,"-70,933","1,270","15,499",10,2,0,0,300,"1,515",30,159,320,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,205,20,135,60,21,30,17,0,0,0,0,0,0,0,0,10,10,0,0,670,"1,200",330,"2,427",360,"2,218","2,170","8,503",490,434,310,295,140,277,120,116,270,447,70,188,810,"1,700",20,25,0,0,490,702,"1,920","7,499","1,800","6,098",170,"1,401"
VT,2,"44,900","38,140","4,060","2,160","39,510","2,340","15,770","21,540","39,050","3,430","1,080",10,"2,330",450,"2,710","13,220","218,375","44,900","225,510","30,630","161,859","10,200","5,166","5,420","7,384","4,880","4,755",120,61,"5,720","19,009","4,240","2,377","3,590","13,137","5,630","24,218",340,440,"1,398",160,698,620,"-2,035","6,060","7,135",50,11,30,247,650,"1,628",170,600,980,898,"44,540","514,326","44,540","494,265","10,820","20,061",360,"8,788",270,"5,410",140,362,160,57,230,"1,475",330,"1,426",340,"1,463",30,20,160,"1,570",0,0,0,0,20,22,180,209,10,35,160,13,"1,320","2,725","1,030",242,0,0,260,93,260,23,200,8,0,0,20,6,10,2,20,6,0,0,"4,690","3,569",920,"5,274",950,"4,987","34,830","25,463","11,400","9,264","9,370","7,880","2,240","1,424",760,679,580,594,960,219,"5,890","3,931",0,0,0,0,"3,460","1,700","32,640","23,222","32,380","22,728",380,494
VT,3,"55,060","39,590","7,660","6,670","50,090","1,890","22,630","35,830","73,600","2,300",970,0,"1,330",330,"8,740","16,080","950,011","55,060","970,221","41,660","682,097","13,490","10,773","7,720","19,662","7,010","12,905",300,186,"9,540","82,359","6,190","12,594","6,270","42,867","9,520","94,186",500,"2,260","8,174","6,110","11,384","1,260","3,648","12,480","20,210",350,74,80,465,"1,500","3,877",760,"2,680","3,760","3,580","54,260","813,691","54,260","789,738","12,570","23,953",800,"19,469",580,"11,078",440,776,290,159,560,"3,044",760,"3,385",780,"3,450",80,75,400,"3,467",20,134,20,43,30,90,450,"1,007",20,149,"4,540","3,271","35,850","206,466","35,130","20,703",0,0,"1,210",523,"10,210","3,377",920,53,450,146,"1,730",943,"3,870",651,"3,830","1,494",160,48,"8,260","14,200","3,730","20,589","3,810","19,841","49,700","122,007","14,960","39,875","12,220","34,730","8,140","13,768","1,470","1,264","2,010","1,879","28,750","17,326","34,140","32,029",0,0,0,0,"6,350","7,376","45,950","97,261","45,440","96,128",810,"1,133"
VT,4,"84,720","55,320","15,300","11,390","78,480","2,290","34,170","59,870","129,220","2,140","1,140",0,"1,000",200,"15,300","19,280","3,105,071","84,720","3,157,134","73,720","2,525,188","22,220","18,933","11,920","37,124","10,970","25,181",890,513,"11,190","129,857","9,750","33,273","7,900","75,458","12,510","192,143",690,"4,460","19,502","14,250","102,731","2,290","12,912","23,290","52,063","1,430",330,240,"1,837","2,560","9,636","2,230","9,349","12,480","13,847","82,410","1,280,839","82,410","1,255,693","12,860","25,146","2,310","55,865","1,250","24,598","1,900","3,532",350,280,"1,860","10,312","2,260","12,210","2,300","12,535",330,376,"1,450","12,113",70,606,60,66,50,87,"1,290","4,352",60,721,"10,750","17,251","83,870","1,757,130","82,890","192,800",0,0,"4,770","3,777","30,010","31,789","3,340",300,"2,280","1,227","3,710","4,052","11,820","2,311","17,220","22,961",860,656,"8,940","23,026","7,550","38,312","7,740","41,881","82,560","327,379","13,430","28,904","11,500","24,650","11,660","21,899","2,020","1,776","2,080","2,241","69,410","161,011","72,650","185,545",20,14,0,0,"11,880","17,653","72,240","159,265","71,320","156,667","1,520","2,597"
VT,5,"49,220","23,830","19,230","4,730","45,430","1,210","23,570","31,290","89,750",610,190,0,410,0,"6,090","16,000","3,022,207","49,220","3,072,635","42,300","2,270,381","20,350","20,595","11,430","51,245","10,660","35,836","1,500",880,"8,350","106,672","9,460","48,200","7,380","94,676","11,060","238,986",570,"2,150","10,247","11,970","190,271","2,360","22,706","16,890","50,428","1,610",394,250,"2,636","1,940","10,616","1,990","10,067","8,460","10,220","45,390","830,509","45,390","810,347","10,390","20,162","3,830","85,253","1,250","25,423","3,570","9,711",220,238,"3,440","17,560","3,750","25,165","3,810","25,541",580,478,"2,950","23,723",100,646,120,78,80,224,"2,230","7,761",70,551,"9,660","22,892","49,080","2,086,412","48,860","252,918",0,0,"1,970","3,960","19,200","36,827","4,040",505,"1,860",985,"2,240","2,924","3,740",682,"12,400","29,240","1,190","1,677","6,500","19,429","1,910","12,930","2,540","16,869","48,470","311,435",430,198,300,141,"3,170","5,464","1,470","1,405",440,831,"45,300","216,091","46,530","237,255",0,0,0,0,"11,020","21,540","38,030","95,480","36,900","91,863","1,700","3,618"
VT,6,"31,470","8,100","21,190","1,690","28,960",810,"16,550","18,700","70,450",170,20,0,160,0,"2,750","11,670","2,730,176","31,470","2,772,841","26,930","1,956,260","16,460","19,834","9,780","56,245","9,150","40,603","1,320",937,"6,530","98,072","8,110","56,759","6,140","106,035","8,720","235,160",450,"1,250","6,252","8,790","186,686","2,310","32,730","11,760","42,665","1,420",372,270,"3,129","1,460","10,289","1,410","7,655","5,360","6,266","27,970","615,632","27,970","600,516","7,470","15,116","3,510","84,959",970,"22,303","3,360","13,921",120,139,"3,220","18,676","3,450","27,772","3,500","28,056",440,264,"2,730","22,608",80,437,120,72,100,413,"2,350","9,102",80,982,"7,980","23,742","31,410","2,007,082","31,300","252,950",0,0,800,"2,586","14,430","36,436","3,660",747,"2,380","1,397","1,980","2,639",0,0,"10,280","28,097","1,150","2,443","5,100","17,708",470,"3,194",910,"5,969","31,130","285,486",0,0,0,0,640,"1,128","1,320","1,273",90,224,"30,450","216,514","30,810","236,242",0,0,0,0,"8,420","21,506","22,980","70,512","21,940","66,573","1,530","3,939"
VT,7,"46,150","6,320","38,210","1,260","42,810","1,050","25,500","23,010","117,200",110,10,0,100,0,"2,370","17,220","6,202,823","46,150","6,304,814","39,820","4,322,808","30,320","51,670","19,430","182,055","18,310","137,405","1,540","1,329","10,780","231,311","16,770","223,664","10,290","276,295","13,370","487,450",650,"1,250","6,702","11,830","309,844","5,640","146,383","19,740","101,991","3,060",854,930,"15,518","2,890","26,307","2,230","12,957","7,940","9,465","39,250","932,147","39,250","910,686","10,200","21,461","6,900","203,145","1,600","39,228","6,610","48,325",240,337,"6,430","49,664","6,800","64,653","6,880","65,418",920,721,"5,380","56,693",150,909,310,203,320,"1,308","5,500","36,040",200,"2,625","15,720","71,673","46,100","4,996,545","46,030","729,629",20,92,540,"2,903","26,310","72,652","8,500","2,736","4,980","2,801","3,420","5,055",0,0,"18,540","51,728","2,060","6,129","8,590","39,744",50,257,560,"3,256","45,790","754,257",0,0,0,0,210,508,"2,980","2,995",0,0,"45,630","656,977","45,810","701,735",280,109,120,53,"16,560","67,667","29,510","119,494","26,920","103,313","3,650","16,181"
VT,8,"11,900","1,480","10,090",250,"11,180",230,"8,470","3,320","31,250",10,0,0,10,0,170,"5,050","3,370,872","11,900","3,438,895","9,950","1,952,022","9,980","43,609","7,960","202,444","7,600","163,235",360,691,"3,430","162,348","7,520","307,349","3,230","150,371","3,340","178,681",220,120,768,"3,040","90,499","3,700","286,027","4,640","68,023",390,95,800,"20,270","1,640","20,003",280,"2,622",0,0,"7,890","189,766","7,890","184,629","2,390","5,137","4,010","159,635",390,"16,710","3,840","76,102",170,271,"3,740","43,171","3,980","39,403","4,010","39,955",420,338,"3,150","46,414",100,652,210,95,410,"4,496","3,600","48,731",160,"2,566","6,660","74,296","11,890","2,947,296","11,880","558,857",60,815,90,600,"8,210","26,929","4,530","5,070","1,100",577,0,0,0,0,"4,580","12,671",640,"3,056","3,110","23,076",0,0,90,600,"11,790","566,163",0,0,0,0,0,0,0,0,0,0,"11,850","531,928","11,880","569,460","4,190","3,151","6,290","8,286","5,920","68,269","5,950","64,300","4,140","36,691","2,320","27,609"
VT,9,"1,640",190,"1,410",30,"1,550",30,"1,430",210,"4,380",0,0,0,0,0,0,740,"1,089,096","1,640","1,108,781","1,310","485,487","1,540","18,085","1,340","87,995","1,300","70,700",50,213,510,"43,993","1,360","179,648",390,"21,997",370,"22,379",50,10,73,400,"12,218",910,"210,565",800,"19,685",20,6,170,"6,693",400,"5,798",30,323,0,0,730,"17,860",730,"17,333",240,527,900,"50,817",30,"2,862",870,"45,925",40,143,830,"13,664",890,"8,879",900,"9,300",60,129,690,"11,951",10,139,50,23,180,"2,104",850,"23,554",70,691,"1,050","28,198","1,630","992,740","1,630","240,033",50,393,0,0,"1,100","7,920",920,"3,433",120,73,0,0,0,0,0,0,80,599,540,"5,670",0,0,0,0,"1,620","237,229",0,0,0,0,0,0,0,0,0,0,"1,630","232,113","1,630","249,916",970,"2,710","1,490","8,745",910,"40,399",720,"27,403",320,"9,211",490,"18,191"
VT,10,660,120,520,10,630,20,630,50,"1,680",0,0,0,0,0,0,300,"2,054,208",660,"2,066,165",500,"389,400",660,"46,244",620,"216,637",610,"183,049",20,785,180,"39,253",620,"923,947",140,"8,906",110,"5,480",30,0,0,150,"4,354",490,"382,820",360,"11,957",0,0,60,"2,758",200,"3,187",20,151,0,0,180,"4,169",180,"4,059",50,110,480,"151,808",0,0,470,"111,302",10,29,440,"10,872",470,"4,676",480,"9,091",20,27,260,"4,701",10,189,30,11,190,"8,749",460,"127,188",60,502,500,"58,596",660,"1,839,424",660,"476,394",170,"3,494",0,0,530,"19,500",490,"13,743",20,12,0,0,0,0,0,0,30,132,230,"3,871",0,0,0,0,660,"473,451",0,0,0,0,0,0,0,0,0,0,660,"456,894",660,"498,545",330,"3,083",630,"33,768",330,"92,666",330,"67,250",80,"6,121",280,"61,129"
VA,0,"4,063,070","1,955,240","1,497,290","495,600","3,670,990","152,980","1,709,700","2,637,270","7,599,620","59,020","25,950","2,510","30,560","6,560","528,200","997,170","337,258,295","4,045,370","341,327,877","3,420,180","237,220,725","1,298,770","3,235,236","860,220","8,494,143","803,740","6,464,547","266,730","301,943","671,620","8,691,696","742,620","19,756,783","422,260","8,833,311","826,100","27,143,962","35,980","55,690","208,395","590,380","10,195,241","218,080","18,923,543","1,008,020","4,069,582","101,150","25,498","29,470","870,491","90,500","799,894","65,510","319,685","332,070","379,508","3,339,610","56,871,188","3,339,610","55,749,501","568,340","1,121,687","675,960","22,564,361","145,700","2,522,385","620,410","6,986,035","46,360","82,661","610,430","3,427,080","662,300","5,473,795","673,810","5,573,470","490,910","389,419","566,590","7,920,542","11,480","96,417","39,790","33,528","25,820","377,972","560,820","5,547,900","21,180","352,821","605,000","3,661,613","3,282,640","261,974,870","3,268,540","47,272,805","3,580","50,341","65,210","101,534","1,550,710","3,240,983","286,080","290,449","197,650","118,260","208,140","234,166","259,580","48,042","1,041,890","2,290,008","49,960","65,465","492,680","1,704,478","132,700","1,232,581","145,760","1,338,147","3,867,570","51,905,379","599,220","1,393,501","526,920","1,220,310","442,630","783,041","174,430","157,835","52,590","45,570","2,885,450","44,031,835","3,098,550","46,853,608","158,270","267,346","171,670","589,713","946,340","5,297,097","3,006,000","10,292,918","2,933,340","8,314,922","94,410","1,977,994"
VA,1,"47,310","31,020","12,370","1,710","29,580","6,880","22,640","14,220","66,580",270,170,0,100,0,"1,510","19,910","-3,842,731","29,670","-3,795,382","10,500","425,862","12,000","130,200","7,970","103,517","7,250","70,370",940,"2,643","15,390","-295,210","10,180","352,697","3,010","55,615","4,430","73,174","2,840",180,737,70,262,"6,880","-1,174,104","9,300","47,349",200,49,80,"1,320","1,980","13,347",280,"1,488","2,070","2,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,"2,463",80,"1,884",720,259,210,239,10,0,0,0,30,20,20,17,120,105,0,0,"4,320","11,873","4,520","49,285","4,840","49,574","19,130","123,693","3,200","3,204","2,110","2,117","1,300","2,701","2,020","1,914","2,940","3,105",720,"2,224","5,930","17,621",290,452,0,0,"3,430","6,844","17,590","112,795","16,800","89,188","1,080","23,607"
VA,2,"475,380","402,420","30,590","34,130","416,740","26,020","162,670","297,650","407,430","10,690","5,600",160,"4,940","2,400","41,880","74,440","2,396,678","475,310","2,469,219","366,810","2,064,651","63,210","32,898","37,640","47,388","34,300","31,938","2,210","1,491","76,100","210,324","30,040","24,507","16,060","64,728","35,080","166,339","2,060","2,850","7,849","1,380","5,880","4,380","-20,068","74,420","72,541",830,175,100,829,"3,650","12,456",930,"2,704","7,630","7,362","470,250","5,062,616","470,250","4,960,079","55,840","102,537","5,060","111,256","3,520","58,383","1,860","4,000","2,120","1,014","3,050","13,327","4,400","15,595","4,690","16,831","2,310","1,294","2,650","29,078",80,534,160,109,140,615,"2,560","3,822",110,696,"1,460",245,"14,750","30,081","10,960","2,985",0,0,"2,740","1,103","2,440",354,"1,510",59,20,6,240,72,110,27,390,161,30,6,"61,170","42,663","14,440","130,951","15,170","132,261","395,320","312,763","140,000","133,328","119,920","118,097","34,920","23,925","14,500","12,918","7,980","5,301","9,990","2,632","75,360","47,032",20,12,0,0,"49,220","23,927","371,470","289,530","370,100","286,345","1,770","3,186"
VA,3,"707,790","457,530","84,130","147,860","643,140","29,930","273,510","545,180","1,077,060","18,160","8,850",390,"8,930","2,630","144,630","140,950","12,236,889","707,790","12,444,606","572,870","9,772,819","97,080","83,128","52,040","121,189","47,490","81,603","7,160","5,246","130,090","978,163","42,340","75,869","38,740","281,326","94,060","1,000,066","3,650","11,980","41,369","55,140","110,146","10,430","16,509","145,380","207,717","4,360",970,380,"2,473","7,690","25,148","4,740","14,387","29,210","28,075","692,170","10,467,764","692,170","10,277,328","102,570","190,436","15,580","351,312","10,580","165,245","9,130","13,370","4,830","2,848","9,950","37,159","14,400","50,857","15,100","54,682","8,530","4,778","8,560","85,382",200,"1,557",420,403,270,631,"10,060","34,797",490,"3,916","42,030","27,481","448,740","2,506,904","445,780","254,427",20,120,"12,900","4,746","169,750","56,107","5,730",360,"8,130","2,807","31,130","15,926","63,660","10,704","71,410","25,741","1,100",363,"104,490","183,822","44,560","387,896","45,800","389,450","662,750","1,884,150","251,290","805,165","222,530","705,359","166,370","290,232","32,880","28,835","21,360","15,398","331,740","198,320","416,260","388,961",70,77,0,0,"69,410","81,666","618,020","1,575,742","615,600","1,568,598","3,540","7,144"
VA,4,"901,760","505,490","181,990","176,610","822,010","33,050","350,530","686,130","1,559,720","18,060","8,280",730,"9,050","1,490","173,890","179,590","32,936,652","901,760","33,327,448","792,270","27,803,525","165,260","151,936","89,190","248,511","81,960","173,960","27,480","22,687","118,240","835,127","72,460","188,189","58,850","591,179","139,950","2,390,272","5,770","15,100","57,674","129,460","940,722","19,730","133,240","199,780","390,796","17,910","4,204",950,"8,140","11,670","51,859","14,080","51,556","91,740","101,723","846,280","13,666,698","846,280","13,450,277","112,500","216,421","55,450","1,281,888","30,030","441,040","45,100","86,544","8,180","7,970","39,830","135,170","52,950","227,537","54,920","240,828","36,190","20,252","35,830","337,583",870,"6,740","1,540","1,991",680,"2,825","41,390","201,837","2,350","21,179","89,970","130,971","891,850","17,910,280","886,550","1,959,664",20,186,"28,400","22,527","399,830","455,681","19,760","1,762","37,440","24,317","62,670","66,455","154,010","30,338","258,040","325,775","7,160","4,643","78,200","190,667","50,970","454,087","52,590","477,219","878,290","3,485,644","197,930","448,558","177,020","392,192","184,370","366,495","38,790","33,629","15,990","15,471","678,480","1,503,983","719,580","1,715,124",160,351,20,31,"140,080","200,288","756,590","1,968,392","751,880","1,951,615","6,890","16,776"
VA,5,"560,340","266,930","201,830","68,710","508,570","19,000","239,180","388,300","1,062,000","6,820","2,110",500,"4,210",40,"77,490","148,760","34,493,597","560,340","34,877,941","484,130","27,322,586","173,510","188,810","101,680","363,956","94,080","257,818","46,120","39,897","79,800","626,331","83,040","290,254","60,260","790,644","127,720","3,240,324","5,140","8,670","33,429","110,500","1,751,176","20,360","228,037","161,090","384,344","18,850","4,587","1,170","11,651","9,480","57,074","13,240","56,792","79,880","100,498","477,160","8,618,667","477,160","8,448,856","87,990","169,811","83,160","1,982,090","30,590","467,040","75,020","223,558","6,650","8,964","70,640","244,189","80,620","470,106","82,830","483,344","58,460","31,815","65,090","623,912","1,440","10,853","3,090","3,327","1,030","3,696","63,540","320,977","2,650","25,218","79,020","160,774","558,390","23,745,778","557,010","2,917,556",40,292,"11,940","26,165","229,220","476,045","28,650","3,735","24,820","14,825","37,210","47,029","41,790","6,956","168,770","389,517","8,300","8,020","53,160","143,365","13,830","159,025","17,330","187,763","551,590","3,455,774","6,790","3,246","5,340","2,545","45,080","81,421","24,560","22,396","3,490","4,697","509,510","2,441,511","521,980","2,608,348",140,182,10,2,"132,380","262,384","426,430","1,106,694","420,190","1,085,276","8,600","21,418"
VA,6,"384,160","129,990","212,870","30,260","348,460","12,170","173,220","250,800","836,190","2,760",540,340,"1,880",0,"40,590","117,230","33,362,426","384,160","33,666,488","329,720","25,378,082","160,750","206,507","100,730","446,740","93,510","324,865","49,500","44,965","59,860","552,447","83,590","398,693","56,130","949,145","108,260","3,537,793","4,550","5,810","22,129","87,720","1,832,722","19,950","285,965","106,830","304,062","14,960","3,941","1,380","17,189","7,690","56,096","8,530","45,736","46,220","50,386","297,310","6,168,054","297,310","6,033,977","65,990","134,077","86,830","2,250,054","23,400","383,105","81,240","341,507","4,670","7,854","78,460","305,096","84,830","629,998","86,650","639,271","63,250","36,722","72,810","766,891","1,550","11,419","4,020","3,648","1,350","4,009","68,290","371,109","2,320","22,785","70,080","166,287","383,340","24,776,157","382,560","3,288,161",80,402,"4,790","17,822","170,110","436,879","31,360","5,189","24,370","15,221","27,870","35,587",0,0,"132,760","365,490","7,390","8,394","40,670","120,127","3,750","43,447","6,000","63,549","380,090","3,575,313",0,0,0,0,"8,680","14,063","19,000","17,363",740,"1,309","373,020","2,851,283","376,110","2,994,947",180,123,20,5,"107,330","263,342","276,010","840,551","269,410","815,347","8,860","25,203"
VA,7,"680,130","134,100","503,710","30,210","619,340","18,710","310,160","360,810","1,707,730","2,080",380,360,"1,340",0,"42,460","217,910","94,003,006","680,130","94,887,049","591,030","69,683,548","384,770","649,792","269,980","1,755,276","252,930","1,315,183","100,040","101,669","122,900","1,811,392","232,370","1,926,330","124,670","3,147,097","221,670","10,238,612","7,970","8,720","35,036","150,610","3,863,806","58,320","1,354,395","215,380","884,043","34,210","9,122","6,880","109,896","20,220","183,699","19,860","110,080","75,320","88,845","437,260","10,021,500","437,260","9,788,727","108,610","232,773","242,860","7,413,867","38,780","722,356","232,270","1,659,764","9,320","20,818","228,880","1,148,087","239,400","2,234,342","242,670","2,255,777","182,570","132,648","214,420","2,893,341","4,140","30,135","14,790","13,533","5,880","23,121","205,630","1,399,076","5,730","62,740","177,930","618,989","679,470","75,925,901","678,790","11,690,873",430,"2,196","3,170","23,396","370,940","997,019","97,770","25,171","63,410","39,094","48,980","69,077",0,0,"283,910","814,542","17,340","24,247","86,570","341,780",630,"7,890","3,470","32,770","675,750","11,660,730",0,0,0,0,"1,860","4,106","42,680","40,780",90,289,"676,140","10,693,865","677,240","11,111,397","8,600","2,173","3,150",916,"272,380","1,031,349","406,570","1,569,370","386,350","1,437,381","27,120","131,988"
