STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
DC,9,"3,850",700,"3,040",70,"3,240","10,180","3,290",0,0,0,0,0,0,0,"1,270","2,592,037","3,850","2,684,731","3,150","1,408,936","3,470","19,000","3,250","127,408","3,170","105,276","1,730","13,901","1,220","166,073","3,230","222,756",760,"52,406",850,"61,149",20,10,52,690,"21,973","1,940","551,850","2,040","92,694",20,6,"1,010","54,945",840,"11,107",30,248,0,0,0,0,100,"1,599","3,810","387,835",60,"4,302","3,770","215,732",30,65,"3,500","41,984","3,810","258,864",260,253,"3,030","68,480",100,"1,669",470,259,0,0,750,"4,650","3,610","69,677",710,"20,526",230,"1,887","3,840","2,204,881","3,850","655,457","2,260","31,693",0,0,"2,650","10,390","2,200","7,666",610,374,0,0,0,0,0,0,120,296,"1,770","33,081",0,0,0,0,10,67,"3,830","711,176",0,0,0,0,0,0,0,0,0,0,"3,850","645,069","3,850","706,846","3,140","10,691","3,350","12,230","1,790","66,230",820,"20,335"
DC,10,"2,070",330,"1,660",50,"1,940","5,780","2,050",0,0,0,0,0,0,0,800,"5,926,784","2,070","6,067,268","1,470","1,655,659","2,010","97,593","1,910","324,539","1,880","259,448","1,410","52,547",650,"268,595","1,940","1,471,581",350,"25,681",410,"31,509",20,0,0,350,"11,039","1,600","1,696,359","1,440","140,484",0,0,880,"74,482",820,"14,405",20,169,0,0,0,0,170,"6,927","2,050","891,886",10,941,"2,020","514,482",20,52,"1,960","46,850","2,040","567,961",150,119,"1,510","39,528",60,911,250,93,0,0,780,"52,586","2,000","336,938",430,"48,656",280,"3,239","2,070","5,040,288","2,070","1,636,993",410,"29,896",0,0,"1,700","62,620","1,540","56,083",230,159,0,0,0,0,0,0,40,333,"1,280","61,888",0,0,0,0,0,0,"2,060","1,852,426",0,0,0,0,0,0,0,0,0,0,"2,070","1,606,325","2,070","1,728,024","1,720","23,390","1,900","57,923",670,"112,795",410,"103,227"
FL,0,"9,668,410","4,670,060","3,174,200","1,605,210","5,126,670","17,763,220","5,399,280","218,520","81,860","4,740","131,930","22,410","99,080","1,512,370","2,546,610","599,322,773","9,622,400","607,857,060","7,622,720","383,336,052","2,276,670","8,205,307","1,654,200","21,585,339","1,501,940","16,792,760","137,690","555,002","1,932,010","17,316,147","1,481,850","47,571,985","1,013,140","21,023,734","1,844,750","48,265,826","33,760","132,350","431,788","1,449,080","21,646,691","742,920","46,496,719","2,477,700","8,534,287","199,660","51,257","32,900","782,311","245,590","1,652,527","169,350","818,845","632,150","647,281","88,150","216,328","32,490","867,278","2,312,620","61,326,609","657,280","6,772,525","196,700","3,488,959","1,737,170","2,931,295","1,807,410","9,186,730","2,230,640","16,100,994","423,070","270,835","1,529,050","13,377,313","48,090","292,066","70,920","75,821","244,200","437,260","92,430","1,148,762","1,854,220","13,086,682","948,660","10,791,006","64,220","1,541,849","7,151,680","438,181,299","7,182,330","91,155,225","153,770","1,090,793","452,640","349,138","2,822,670","3,982,503","455,440","1,105,083","442,690","252,555","611,160","607,245","569,150","106,005","1,253,750","1,375,378","179,450","134,036","1,362,960","3,087,105","834,310","3,462,800","923,520","3,859,879","375,930","282,473","9,062,340","111,090,892","2,190,040","5,350,136","1,836,710","4,464,162","1,351,850","1,754,124","669,050","586,289","354,450","174,413","6,372,070","87,770,983","7,182,590","92,833,986","158,290","370,198","207,430","1,526,221","1,793,630","10,395,299","7,316,930","24,393,336"
FL,1,"169,070","102,150","53,600","7,020","107,190","248,890","33,810","2,460","1,150",0,"1,310",30,40,"5,840","84,660","-17,259,266","123,060","-17,092,565","36,220","1,278,517","49,370","409,524","38,350","448,081","35,280","312,910","1,120","8,825","52,520","-569,584","55,680","956,860","13,730","252,170","18,120","263,651","2,960",690,"2,616",370,"3,154","38,380","-3,092,845","32,530","166,701",640,154,220,"4,436","7,550","39,791",960,"5,192","5,290","6,088","4,610","16,495",80,"3,547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,500","17,646",510,"15,871","4,710","1,544",830,"3,307",70,20,0,0,160,101,90,64,360,272,0,0,"18,260","41,577","29,140","171,469","30,790","163,719",230,159,"77,720","476,704","15,200","17,465","10,010","11,933","5,630","8,071","8,760","8,199","21,370","17,040","4,910","14,774","25,760","66,326",810,"1,737",160,"2,713","14,950","25,943","67,370","348,899"
FL,2,"1,382,120","1,091,730","130,060","139,220","675,170","1,441,210","276,200","49,350","19,600",410,"29,340","8,220","11,870","178,440","297,860","7,506,363","1,382,100","7,775,124","947,730","5,566,843","165,920","101,181","116,210","201,470","103,410","125,029","2,600","2,185","341,950","1,286,606","100,580","-20,767","69,100","284,895","128,500","590,247","1,930","12,030","28,730","4,920","22,758","30,780","-42,135","312,190","268,761","2,920",648,400,"2,145","16,600","39,376","3,170","10,450","21,210","18,119","16,870","49,391",410,"1,958","52,410","852,809","37,020","348,423","2,120","6,917","35,190","22,957","34,910","118,462","46,930","154,267","7,580","3,842","25,690","179,433",850,"4,819",820,690,"3,850","7,366","1,350","2,660","30,120","38,566","23,620","105,918","1,130","9,196","113,340","197,901","129,890","27,814",80,399,"21,860","7,283","9,580","1,691","3,380",151,100,31,"2,450",625,680,137,"1,560",536,440,106,"273,180","222,432","127,090","557,702","133,170","558,567","1,590",770,"1,158,150","1,307,800","538,200","604,093","432,000","476,420","142,200","108,087","84,160","73,648","87,280","31,553","124,810","26,126","401,870","254,784",80,61,60,357,"168,100","79,678","1,046,670","1,118,382"
FL,3,"2,494,120","1,422,680","361,450","665,410","1,315,670","4,272,680","1,531,300","73,630","29,320","1,000","43,320","9,510","54,350","596,660","499,560","42,609,048","2,494,120","43,349,606","1,951,440","33,077,771","280,170","257,860","184,490","489,683","159,030","305,759","6,100","5,448","616,190","4,089,860","152,040","99,955","149,630","1,124,156","315,120","3,323,826","3,720","45,240","129,445","166,720","323,291","78,490","307,374","593,000","740,558","15,300","3,595","1,050","6,145","33,640","87,714","18,320","54,529","87,700","73,653","15,020","37,039",820,630,"199,820","3,063,275","101,060","876,874","7,810","16,912","146,850","119,943","106,760","309,029","180,640","476,268","30,990","19,550","81,970","531,758","2,670","15,489","2,320","2,462","15,590","27,826","2,890","4,641","126,550","268,778","101,210","817,240","4,420","33,925","1,526,070","9,358,316","1,551,710","1,024,277",330,919,"170,760","48,550","520,120","192,100","18,230","1,438","40,440","13,266","171,320","99,747","168,420","30,624","135,560","40,584","12,090","4,682","459,710","761,915","398,010","1,608,474","409,190","1,646,341","125,880","69,368","2,335,110","7,860,940","1,066,490","3,533,423","928,330","3,003,192","743,050","1,011,932","224,920","195,618","182,710","75,245","1,210,090","832,186","1,592,090","1,678,743",180,436,90,572,"250,410","290,730","2,156,980","6,432,868"
FL,4,"2,386,770","1,192,990","593,510","523,010","1,176,520","4,404,870","1,433,320","58,060","23,370","1,260","33,430","4,600","26,910","464,300","513,630","85,614,278","2,386,770","86,648,541","2,049,870","70,425,334","386,980","397,145","262,530","873,994","227,160","573,441","13,760","11,656","362,000","1,958,611","212,880","359,458","186,110","1,983,107","394,660","6,767,708","5,120","35,220","114,031","384,520","2,659,833","108,460","923,353","529,830","1,034,263","52,660","12,812","2,180","19,057","39,000","160,002","43,070","156,952","213,170","213,433","14,090","33,685","1,890","2,983","493,790","8,573,442","184,500","1,597,634","21,980","51,645","365,470","406,342","287,730","796,063","458,380","1,366,289","96,940","76,110","246,720","1,563,509","7,950","42,183","7,890","11,885","71,230","122,836","5,990","12,053","355,960","991,613","269,050","2,767,674","10,310","78,506","2,289,030","43,123,801","2,281,600","5,370,070",820,"2,622","183,580","129,224","977,890","849,253","54,600","7,878","148,190","86,626","214,160","219,062","325,260","62,905","496,530","435,873","45,090","28,179","214,250","470,056","235,850","948,890","262,590","1,115,953","165,550","108,719","2,313,510","10,207,044","564,430","1,193,196","462,460","971,247","411,990","562,180","170,680","147,148","55,950","42,759","1,874,070","4,520,822","1,986,110","5,133,076",350,476,200,"1,518","348,310","577,328","2,000,050","5,560,753"
FL,5,"1,192,950","472,530","522,210","160,370","622,860","2,404,090","689,340","21,560","5,790",850,"14,910",40,"4,340","151,460","371,990","73,142,790","1,192,950","74,018,234","979,590","54,116,372","345,200","436,269","237,710","1,084,987","213,650","750,720","17,890","17,159","180,400","1,355,204","201,110","583,393","163,180","2,373,832","315,930","8,126,779","4,580","16,530","61,351","295,000","4,558,383","88,560","1,140,776","334,950","875,444","41,110","10,358","2,400","25,710","28,040","157,712","32,130","143,298","139,910","153,162","15,040","32,245","2,280","5,204","412,270","7,996,296","132,510","1,312,031","24,930","76,366","309,070","412,829","318,770","974,967","399,200","1,543,983","82,090","51,306","277,970","1,913,763","8,250","44,548","10,380","14,102","77,290","141,782","6,910","14,618","326,250","1,111,665","181,460","1,794,144","9,160","77,069","1,184,920","47,671,543","1,180,210","6,754,628","2,070","3,322","46,300","77,849","463,010","637,004","63,820","14,218","76,190","43,541","93,450","117,364","74,720","12,275","279,260","407,905","38,320","28,015","115,070","285,536","37,700","153,926","57,980","253,973","49,220","47,217","1,165,100","8,484,005","5,710","1,959","3,920","1,370","42,870","54,882","72,330","64,420","6,360","6,765","1,134,030","6,117,629","1,148,150","6,492,662",310,416,200,908,"281,830","679,929","880,150","2,557,588"
FL,6,"717,590","183,700","462,060","57,040","386,870","1,630,130","450,640","8,190","1,620",540,"6,030",0,"1,100","63,210","262,420","62,109,047","717,590","62,799,417","577,750","42,990,546","280,250","431,328","200,690","1,144,787","182,880","818,052","18,750","20,935","117,670","1,120,233","173,950","784,218","135,360","2,660,944","236,170","7,825,758","4,020","9,790","38,338","213,020","4,391,209","73,660","1,215,351","207,310","690,370","30,870","8,416","2,490","32,299","21,960","144,131","21,930","113,633","73,660","82,422","3,850","8,570","2,500","7,444","306,040","6,604,007","84,810","919,011","23,910","94,476","232,240","360,526","265,700","968,375","301,310","1,479,042","60,130","33,981","231,620","1,809,242","6,720","35,854","10,160","11,939","59,530","118,896","7,500","17,124","256,510","1,031,229","114,480","1,083,208","7,410","72,416","715,190","44,235,838","712,590","6,631,777","4,300","7,826","14,140","39,215","288,900","443,487","59,460","17,411","58,020","34,931","58,340","72,919",0,0,"179,580","282,025","27,850","21,177","78,850","217,800","5,740","19,476","16,670","67,730","17,600","22,464","704,920","7,640,572",0,0,0,0,"4,850","6,942","43,420","37,991",720,930,"706,520","6,188,287","708,890","6,473,041",450,516,220,886,"199,980","622,136","491,170","1,676,596"
FL,7,"962,690","154,110","753,810","42,340","560,770","2,415,480","699,220","5,050",960,660,"3,430",0,480,"48,560","363,650","129,644,675","962,690","131,232,211","784,220","86,690,098","491,880","1,106,464","378,170","3,367,095","353,170","2,540,998","43,760","63,308","177,330","2,650,400","344,510","3,141,471","211,550","6,668,594","334,480","15,029,474","7,140","10,850","46,597","280,600","6,822,967","160,250","4,509,386","324,970","1,587,536","48,590","13,317","8,620","150,679","45,990","376,740","37,470","218,108","91,220","100,404","18,680","38,903","7,860","36,877","559,000","14,236,711","101,260","1,284,168","58,320","354,557","432,460","863,126","518,090","2,563,315","555,530","3,883,473","104,230","56,980","450,840","4,288,336","13,890","74,693","24,110","23,975","16,720","18,554","22,720","73,843","492,940","2,498,971","181,670","1,837,816","15,440","208,545","960,700","100,807,597","958,380","17,646,072","24,480","62,327","9,560","37,402","398,650","518,212","131,290","76,230","93,790","57,867","71,280","97,427",0,0,"160,840","208,111","43,090","35,216","124,710","448,087",780,"2,863","11,060","44,416","12,930","24,234","949,530","18,786,402",0,0,0,0,"1,250","2,030","64,780","59,265",70,121,"955,710","17,127,855","957,080","17,718,921","8,870","3,180","4,190","5,360","355,790","1,836,561","551,610","2,485,224"
FL,8,"284,340","39,180","233,270","8,790","210,170","744,590","227,100",220,50,30,150,0,0,"3,800","115,290","81,703,244","284,340","83,084,062","233,140","48,436,574","204,630","1,155,646","172,720","3,938,161","165,700","3,151,909","20,260","60,766","63,170","2,614,873","174,170","5,248,335","67,370","4,140,656","83,740","5,134,165","2,970","1,830","9,701","80,200","2,169,109","108,490","8,781,478","100,870","1,380,818","7,110","1,838","9,710","270,035","33,770","380,032","9,230","85,447",0,0,0,0,"8,440","100,594","227,930","8,705,258","15,240","367,880","36,220","510,126","177,220","522,835","216,710","1,912,404","227,350","3,001,520","33,400","20,604","175,400","2,288,413","6,090","47,539","12,030","8,812",0,0,"24,930","152,314","207,960","1,794,204","60,750","928,516","9,420","259,682","283,800","69,943,291","283,760","16,262,347","100,530","468,855","1,510","7,068","115,190","238,293","82,320","162,399","22,950","14,218",0,0,0,0,70,72,"10,820","11,005","54,650","323,026",0,0,"1,800","8,027","2,480","7,635","280,400","16,417,018",0,0,0,0,0,0,0,0,0,0,"283,340","16,024,221","283,920","16,678,554","101,370","80,755","135,090","176,065","137,820","2,164,800","105,560","1,062,570"
FL,9,"50,350","6,820","41,410","1,340","44,720","131,430","39,710",0,0,0,0,0,0,90,"22,660","34,098,192","50,350","34,735,752","40,500","16,080,101","44,990","717,188","38,860","2,269,488","37,740","1,834,272","5,950","50,762","12,890","1,130,734","40,930","4,050,157","11,110","912,016","11,410","725,917",730,110,719,"14,530","419,462","33,080","7,443,726","25,080","637,560",380,97,"3,440","142,531","11,250","152,980","2,030","20,468",0,0,0,0,"3,860","110,097","39,740","2,935,880",720,"47,440","10,630","353,494","28,130","114,316","38,080","678,576","39,700","1,165,792","4,740","4,060","27,180","526,452","1,100","15,506","2,290","1,360",0,0,"10,280","140,525","37,220","862,556","10,320","406,386","3,450","186,152","50,270","31,078,647","50,300","9,023,032","15,140","235,082",150,694,"28,780","198,844","24,420","145,046","2,410","1,640",0,0,0,0,0,0,"1,270","2,797","14,280","127,474",0,0,190,824,320,"1,331","49,730","9,087,306",0,0,0,0,0,0,0,0,0,0,"50,230","8,824,793","50,320","9,275,766","29,190","86,793","41,940","220,840","25,170","1,291,682","11,010","371,235"
FL,10,"28,420","4,180","22,820",660,"26,740","69,860","18,650",0,0,0,0,0,0,20,"14,890","100,154,402","28,420","101,306,678","22,260","24,673,896","27,290","3,192,702","24,480","7,767,593","23,920","6,379,670","7,510","313,958","7,890","1,679,210","26,000","32,368,905","6,010","623,364","6,620","478,301",610,50,260,"9,190","276,525","22,800","25,310,255","16,980","1,152,276",90,22,"2,400","129,274","7,780","114,049","1,060","10,768",0,0,0,0,"4,360","597,944","21,630","8,358,931",150,"19,064","10,780","2,024,466","10,560","108,421","20,650","865,539","21,590","3,030,360","2,970","4,402","11,680","276,407",560,"11,435",930,596,0,0,"9,870","730,984","20,720","4,489,100","6,100","1,050,104","3,480","616,358","28,360","91,764,365","28,390","28,397,562","5,510","293,570",70,309,"19,730","900,312","17,860","680,292",590,435,0,0,0,0,0,0,490,"2,859","10,010","189,202",0,0,80,329,140,576,"28,180","30,823,101",0,0,0,0,0,0,0,0,0,0,"28,350","28,094,290","28,400","29,062,113","16,690","195,828","25,280","1,117,002","11,260","2,826,512","6,370","2,779,221"
GA,0,"4,435,080","1,935,110","1,518,230","878,920","2,329,620","8,943,050","3,246,980","73,480","27,340","7,650","38,490","8,220","90,360","900,030","903,380","269,643,927","4,419,180","273,433,834","3,727,130","200,102,645","931,290","1,630,873","658,350","5,351,508","609,900","4,387,799","922,490","1,429,353","952,550","6,727,380","565,790","11,166,164","339,380","6,059,737","773,010","19,202,191","46,790","108,150","285,284","511,200","7,266,140","252,690","17,503,687","1,192,910","3,789,907","126,570","32,445","20,630","511,838","101,080","693,031","70,610","331,190","339,910","368,463","50,090","133,395","12,240","318,357","1,479,220","38,782,640","321,000","2,749,087","1,304,670","8,967,803","138,150","167,245","1,195,620","3,828,291","1,473,230","13,561,180","832,090","442,354","1,078,720","7,997,425","26,640","116,838","74,530","52,948","208,130","281,714","37,120","249,305","1,261,830","10,151,010","504,380","4,270,620","24,580","306,615","3,235,070","183,337,630","3,243,890","36,307,696","113,030","558,890","121,140","100,481","1,373,100","1,694,195","166,700","245,336","226,290","124,340","305,510","323,858","281,110","51,017","682,830","774,168","78,920","37,539","631,430","1,550,391","229,320","950,971","258,630","1,059,040","154,760","116,177","4,214,170","44,582,499","1,102,060","2,998,262","974,300","2,571,166","788,230","1,070,408","354,240","328,280","101,570","58,081","2,819,780","34,690,034","3,214,370","36,966,436","96,170","185,923","95,840","312,557","874,200","4,210,927","3,389,250","10,685,851"
GA,1,"60,410","35,740","19,350","3,010","37,710","91,120","14,790",660,290,20,350,0,20,"3,770","25,290","-5,066,359","44,520","-5,012,126","14,990","485,564","15,970","63,643","11,750","79,238","10,910","60,863","2,470","7,719","22,860","-314,135","16,010","290,097","4,280","65,650","6,550","91,790","3,880",430,"1,397",110,480,"11,340","-833,337","13,180","54,233",410,96,90,"1,731","2,860","14,441",340,"1,674","2,470","2,967","2,310","8,357",50,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,920","3,685",120,"3,078","1,680",545,330,227,30,4,0,0,90,44,20,17,160,106,0,0,"7,050","16,902","9,640","58,944","10,260","56,342",100,97,"30,550","120,893","5,850","7,095","3,910","4,806","2,460","3,664","5,520","5,236","7,180","6,035","1,670","3,453","9,860","22,729",280,449,40,116,"5,870","10,026","27,030","95,476"
GA,2,"639,280","499,340","46,590","84,580","299,130","656,620","170,410","15,600","6,350",500,"8,760","3,170","11,800","116,000","92,130","3,499,594","639,280","3,620,877","488,150","2,877,739","55,860","28,330","40,640","55,801","37,180","38,527","8,720","6,088","140,920","444,837","33,910","7,295","19,880","84,509","47,020","225,341","2,440","7,170","16,128","1,830","8,869","7,780","-13,381","131,850","121,283","1,740",385,160,593,"6,430","16,417","1,460","4,517","11,210","10,300","10,040","30,976",150,130,"25,010","366,294","16,340","141,566","9,080","12,288","10,790","5,134","15,480","35,472","23,720","59,361","10,480","4,892","12,720","78,889",330,"1,602",630,568,"2,630","3,765",440,698,"15,910","26,438","11,370","50,121",400,"1,852","61,630","106,554","64,740","13,365",20,85,"7,160","2,570","4,480",791,"1,930",70,50,16,"1,210",338,250,45,690,259,130,35,"110,260","90,576","34,010","151,262","36,400","151,715",670,328,"553,740","649,579","243,470","334,881","214,060","279,460","86,500","64,025","46,320","41,894","23,180","10,174","62,470","12,575","175,420","105,713",40,83,20,25,"65,580","31,786","517,190","571,984"
GA,3,"1,111,030","556,740","149,210","385,790","582,830","2,131,510","920,660","24,540","10,290","1,520","12,730","3,590","53,290","348,650","172,960","18,877,409","1,111,030","19,211,763","908,420","15,489,110","95,320","69,304","56,300","121,910","50,020","84,228","38,530","26,217","286,680","1,494,176","44,900","49,278","47,150","354,636","131,050","1,369,009","5,050","31,200","85,639","58,810","113,247","17,490","52,704","268,960","334,354","8,700","2,033",520,"2,919","12,990","35,800","7,030","21,195","41,290","37,597","8,790","24,711",290,459,"100,550","1,448,771","51,860","396,328","62,600","65,112","29,280","18,535","54,620","107,550","98,580","221,507","42,500","22,732","46,500","264,101","1,220","6,211","1,770","1,269","12,410","16,876",850,"1,463","73,420","213,443","48,270","316,124","1,370","7,506","612,320","3,643,985","620,860","393,497",150,196,"41,000","12,426","225,990","79,197","5,070",272,"19,220","6,265","70,360","38,241","75,810","13,327","64,510","19,431","3,770","1,214","205,080","341,867","102,880","403,516","107,570","413,397","53,540","30,292","1,055,000","3,837,552","550,100","2,005,328","502,760","1,746,879","422,630","596,471","111,550","103,994","49,720","22,531","463,460","314,303","658,100","694,661",110,133,30,139,"107,010","118,474","978,350","3,249,401"
GA,4,"1,047,620","467,770","271,050","272,780","530,710","2,152,270","837,770","20,580","8,000","2,540","10,040","1,460","21,280","259,250","185,000","37,638,827","1,047,620","38,098,335","925,320","32,264,723","142,270","107,387","87,120","228,589","77,660","163,819","145,190","121,816","185,970","534,381","68,600","122,814","62,510","648,236","169,880","2,866,483","7,810","32,960","80,925","138,140","928,448","30,050","247,716","242,990","459,508","27,140","6,569","1,080","8,687","15,850","64,597","17,270","60,934","100,950","108,369","7,480","19,905",630,"1,231","282,220","4,533,276","100,510","733,213","234,320","419,266","38,220","41,329","177,420","340,881","280,550","898,251","135,700","69,916","162,580","867,686","3,730","15,517","6,360","6,058","57,640","75,100","1,820","2,711","226,720","832,361","139,750","1,073,834","3,800","18,978","989,770","17,874,612","987,870","2,196,484",130,452,"47,340","31,968","470,370","410,433","14,920","1,289","68,780","40,468","101,190","105,357","164,720","31,058","257,270","221,634","17,860","8,236","96,530","221,927","66,800","273,174","74,090","309,307","66,980","44,860","1,019,530","4,268,067","298,980","649,690","251,030","539,134","242,410","359,762","82,940","75,912","18,490","15,703","759,580","1,786,051","826,190","2,071,463",190,227,50,67,"170,920","282,368","866,040","2,450,413"
