STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N20950,A20950,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
CA,9,"167,300","21,480","138,800","4,850","153,950","10,880","132,860","23,300","473,880","167,850",0,0,0,0,0,590,"49,710","112,467,537","167,300","114,675,987","142,550","65,792,027","153,550","1,244,634","130,320","3,987,877","125,370","3,109,190","61,650","563,837","41,550","4,400,123","137,360","13,664,544","25,660","1,497,909","25,920","1,617,675","2,220","4,820","29,009","27,150","766,945","78,240","17,169,745","68,820","2,208,450","1,750",436,"18,680","902,293","28,210","422,350","4,290","42,718",0,0,0,0,"7,620","201,449","164,500","18,380,036","2,500","165,379","161,760","10,330,916","2,170","9,583","148,730","2,751,967","164,450","13,209,663","109,680","65,673","124,360","2,803,856","3,530","47,509","18,260","11,012",0,0,"27,670","335,276","149,730","2,272,234","22,980","678,740","9,510","631,387","166,870","94,246,671","167,120","27,926,580","118,000","1,841,666",430,"2,680","96,290","613,037","75,280","419,834","18,270","10,332",0,0,0,0,0,0,"5,980","36,124","46,940","608,077",0,0,510,"3,091",710,"3,240","165,290","27,158,706",0,0,0,0,0,0,0,0,0,0,"166,910","27,313,543","167,210","29,018,501","124,130","396,486","145,600","652,473","97,600","4,196,668","68,680","2,288,837","32,680","768,512","40,430","1,520,324"
CA,10,"82,810","11,310","65,990","2,580","75,530","6,050","74,320","10,620","230,480","81,670",0,0,0,0,0,150,"28,280","289,113,306","82,810","292,161,481","67,100","97,157,781","80,170","6,154,878","70,940","16,596,953","68,580","13,204,358","42,610","2,388,456","20,790","5,189,281","74,840","95,330,051","12,280","986,053","11,790","832,717","2,080","1,130","7,128","14,680","433,017","55,550","55,618,659","42,060","3,048,175",370,92,"10,710","703,450","18,670","325,583","2,040","20,478",0,0,0,0,"9,430","1,164,004","81,500","53,778,983",490,"57,435","80,560","36,582,400",730,"4,671","75,960","3,005,070","81,460","39,722,585","50,480","48,704","56,070","1,394,060","1,860","36,089","8,690","5,641",0,0,"28,250","2,148,729","76,000","14,165,946","13,000","2,225,030","11,620","1,742,287","82,600","235,600,629","82,750","74,454,474","24,040","3,150,479",130,797,"58,290","2,037,192","49,720","1,473,992","5,130","3,147",0,0,0,0,0,0,"2,550","25,452","28,210","773,644",0,0,170,941,340,"1,895","82,000","81,650,030",0,0,0,0,0,0,0,0,0,0,"82,640","72,417,281","82,770","77,355,158","59,670","857,085","75,210","3,306,419","33,980","6,563,630","48,470","10,626,859","16,140","2,310,647","36,070","8,316,212"
CO,0,"2,714,380","1,355,580","1,022,770","282,580","2,377,160","181,420","1,247,160","1,586,060","5,111,790","1,538,030","51,930","27,290","2,900","21,740","7,570","339,090","613,750","209,871,043","2,706,740","213,434,515","2,264,040","143,020,954","845,600","2,028,176","584,960","5,081,383","544,340","3,800,791","447,270","565,266","495,860","6,974,570","557,710","18,085,961","275,950","5,408,919","470,460","13,211,746","28,020","72,090","367,147","334,130","4,834,527","231,650","14,228,140","820,120","3,563,472","56,190","14,136","20,750","432,933","106,080","764,822","56,870","284,264","287,280","312,918","23,480","56,525","18,680","307,961","912,340","24,589,536","181,390","1,911,495","806,950","6,038,425","85,940","121,034","805,180","2,559,966","909,460","9,139,551","639,000","360,928","736,750","7,233,499","18,330","97,348","68,360","42,052","57,420","117,983","30,650","267,155","727,680","4,470,734","196,080","1,758,515","22,780","474,574","2,233,020","157,450,651","2,217,650","31,778,619","84,960","489,214","37,460","58,061","838,730","1,195,672","193,030","255,024","108,440","58,598","152,360","162,616","133,290","22,705","393,820","502,409","31,180","51,292","391,010","1,238,915","64,740","339,015","72,790","374,335","98,330","77,555","2,562,940","35,442,748","357,180","772,345","291,570","649,311","238,800","322,513","120,880","107,679","30,040","44,361","2,052,850","30,582,979","2,194,370","32,642,261","76,090","139,518","94,240","481,737","656,960","4,094,220","1,978,330","6,827,423","1,914,540","5,274,547","81,110","1,552,875"
CO,1,"37,470","23,100","11,490","1,560","26,860","5,630","23,650","8,310","55,730","8,900",290,180,10,110,0,980,"16,410","-4,039,085","29,840","-3,978,787","9,840","345,450","13,440","104,130","9,340","114,872","8,390","78,817","1,750","7,216","14,340","-236,501","13,160","336,440","3,000","52,512","3,810","55,022","2,840",330,"2,091",60,230,"9,150","-983,499","10,010","60,298",130,32,60,690,"2,530","14,450",260,"1,417","2,190","2,553","1,570","5,628",310,"13,249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,"3,996",100,"3,796",280,121,140,397,20,3,0,0,20,19,20,18,60,55,0,0,"4,940","12,710","2,170","17,404","2,300","16,038",20,20,"16,500","118,985","3,570","3,490","2,320","2,368","1,510","2,334","1,590","1,504","1,610","2,711",350,"3,599","6,030","18,821",210,415,40,391,"3,400","7,752","14,710","107,889","13,510","81,070","1,450","26,819"
CO,2,"317,840","269,720","22,280","21,520","260,730","26,830","120,800","166,880","273,530","52,700","11,050","6,470",210,"4,380","2,890","33,680","51,050","1,649,536","317,840","1,713,706","241,190","1,354,182","48,450","20,018","33,040","44,245","29,930","27,949","3,120","1,907","54,030","182,259","30,110","24,474","12,960","55,033","22,260","99,998","1,680","3,580","10,924",920,"4,073","6,240","-16,105","56,790","64,170",430,89,130,"1,208","4,030","12,664",890,"2,730","8,050","6,977","4,760","15,365",250,421,"13,950","226,200","9,370","90,445","4,470","8,409","6,600","3,334","9,790","21,278","13,280","36,327","6,380","2,919","8,020","63,273",210,"1,329",610,295,"1,000","2,495",310,740,"8,190","9,834","5,900","18,409",320,"2,292","41,040","72,932","38,460","7,590",20,23,"1,210",495,"2,930",241,"2,200",72,0,0,450,109,70,17,60,20,10,4,"44,700","33,084","5,890","35,450","6,090","33,314",260,126,"264,540","225,272","90,740","88,427","75,830","76,216","23,110","15,086","11,690","10,062","3,820","4,146","37,700","7,349","83,920","41,867",20,40,30,119,"36,450","17,739","245,110","201,242","243,270","197,141","2,300","4,101"
CO,3,"486,370","332,660","64,260","80,330","421,500","33,840","199,830","326,980","729,870","216,460","16,870","9,420",440,"7,010","2,860","90,080","89,260","8,446,187","486,370","8,616,475","390,600","6,540,199","76,020","49,706","46,150","107,678","41,820","68,568","9,640","5,816","88,260","783,945","42,020","84,954","31,150","238,252","59,390","617,450","2,860","14,110","64,090","31,630","60,612","12,810","28,271","112,300","170,288","2,590",569,480,"2,671","9,130","29,163","3,920","12,955","30,490","26,526","2,380","6,610",500,969,"37,410","603,759","21,800","207,232","17,560","22,449","15,430","9,650","27,010","55,869","36,580","99,201","19,510","10,154","22,310","164,214",600,"3,090","1,590",810,"2,850","6,303",650,811,"24,550","52,274","11,780","61,624",930,"7,020","345,980","2,359,013","340,770","248,557",150,271,"5,990","2,552","93,670","34,034","6,360",319,"3,370","1,036","32,490","19,611","33,720","5,399","21,530","7,194",700,198,"75,580","129,562","20,150","100,549","19,430","92,615","26,920","14,126","449,610","1,199,268","142,160","430,373","118,280","370,612","100,110","137,982","26,630","22,366","11,560","13,451","286,330","214,524","338,740","360,853",40,34,40,392,"65,610","75,485","405,720","911,587","402,300","902,489","4,650","9,098"
CO,4,"648,000","384,560","142,940","102,520","572,140","40,040","269,100","441,760","1,140,110","353,300","16,200","8,910",920,"6,370","1,790","113,430","115,850","23,692,614","648,000","24,069,873","564,260","19,535,025","125,070","86,681","74,830","209,876","68,440","136,406","43,830","23,857","92,370","1,026,766","67,760","230,493","45,410","481,836","89,460","1,533,025","4,400","21,410","110,992","78,920","530,005","23,930","174,028","179,250","377,259","11,510","2,692","1,340","10,794","15,710","64,678","11,890","45,924","87,410","91,811","2,190","4,973","1,200","3,110","111,130","1,759,063","40,190","375,378","83,680","133,423","22,630","21,698","86,380","164,617","110,420","354,545","66,310","30,612","79,560","579,307","2,340","12,601","5,570","4,172","12,710","25,321","1,330","2,255","75,040","180,943","29,530","202,487","2,240","18,180","625,190","13,005,498","620,540","1,619,541",130,400,"16,800","14,252","231,170","193,578","18,770","1,482","18,190","9,861","44,500","45,369","76,110","13,397","126,020","118,373","3,780","2,716","71,490","181,828","27,030","128,917","27,790","135,349","42,120","25,719","627,220","2,636,030","118,130","249,136","93,420","199,472","93,880","138,379","26,480","22,425","9,810","15,564","533,150","1,425,964","561,930","1,640,528",120,130,70,354,"120,790","210,874","522,730","1,197,513","516,720","1,176,477","8,190","21,036"
CO,5,"394,230","183,390","159,480","40,770","348,660","24,270","182,540","244,260","790,560","237,190","4,810","1,730",620,"2,460",30,"49,890","98,550","24,243,748","394,230","24,628,799","338,100","18,845,598","123,630","101,475","77,210","270,363","71,090","181,017","71,380","42,064","64,720","772,929","70,730","320,887","44,520","619,725","81,770","2,124,074","4,010","12,460","65,546","67,800","963,220","25,270","315,202","135,360","385,051","10,610","2,617","1,510","15,959","13,430","72,416","11,520","51,034","66,630","76,383","3,510","7,031","1,530","4,954","147,050","2,548,982","38,220","374,479","128,180","304,156","15,980","22,463","125,200","253,982","146,720","627,810","97,710","41,436","118,360","929,593","2,890","14,636","8,880","6,719","18,300","38,351","1,890","3,392","107,140","286,364","34,540","239,172","2,750","23,177","391,910","16,135,234","390,270","2,308,908",310,981,"7,290","15,563","148,540","206,736","23,860","2,565","15,090","7,987","25,030","30,559","23,370","3,874","95,690","149,147","5,410","6,526","48,490","143,042","7,380","45,332","10,050","57,966","16,080","14,702","385,390","2,761,918","2,590",919,"1,710",643,"16,890","23,414","15,880","14,471","2,550","6,601","372,490","2,102,173","378,680","2,271,214",110,137,90,254,"104,370","260,239","288,350","742,438","281,810","716,760","8,730","25,677"
CO,6,"259,240","78,360","159,090","16,960","230,850","15,640","127,200","151,920","594,780","176,550","1,590",340,380,880,0,"24,750","75,510","22,470,193","259,240","22,805,411","221,260","16,743,911","108,510","105,052","72,040","299,875","66,760","207,457","71,480","48,627","49,500","655,841","66,420","424,118","39,350","712,295","67,000","2,199,391","3,430","7,800","42,721","52,450","967,213","24,840","420,176","90,330","335,218","9,060","2,398","1,620","19,138","11,430","73,914","8,340","43,296","36,790","42,483","1,100","2,065","1,630","5,263","138,240","2,743,772","28,940","301,716","126,760","415,242","9,760","18,636","123,950","289,396","138,080","774,932","98,610","45,537","116,850","1,025,337","2,770","12,298","9,840","6,968","17,380","39,357","2,230","4,809","107,780","339,360","29,890","209,389","2,810","26,222","258,420","15,984,939","257,470","2,421,923",770,"2,091","2,960","9,899","108,590","175,292","24,200","3,568","15,990","8,881","19,500","24,637",0,0,"72,140","122,135","5,310","8,437","36,950","121,211","1,820","9,846","3,730","20,301","6,410","7,959","254,950","2,717,145",0,0,0,0,"2,510","3,977","12,570","11,650",620,"1,658","254,510","2,246,632","255,810","2,389,822",180,136,110,407,"78,330","247,262","180,150","569,000","173,850","539,694","8,300","29,306"
CO,7,"407,770","65,780","323,090","14,800","366,890","24,990","210,240","200,250","1,062,650","331,900","1,050",230,300,510,0,"23,490","118,700","55,735,110","407,770","56,584,682","356,110","40,793,548","223,020","293,546","164,710","989,537","154,720","717,542","168,830","145,750","90,030","1,646,838","156,140","1,854,760","70,730","1,919,114","111,110","4,700,811","5,590","10,170","57,568","76,310","1,649,226","63,850","1,844,140","167,040","849,572","18,190","4,828","6,080","94,040","24,950","201,759","16,060","88,876","55,730","66,185","7,970","14,853","4,920","25,004","309,710","7,541,833","37,330","434,001","295,800","1,634,100","11,710","31,156","287,360","870,077","309,580","2,688,154","236,570","136,413","268,000","2,725,886","6,240","27,238","25,680","14,934","5,180","6,156","8,120","21,685","263,390","1,083,512","57,900","451,537","6,700","82,899","407,230","42,718,971","406,440","7,414,255","7,330","19,442","2,450","12,346","178,420","234,029","61,440","16,874","39,530","21,998","30,370","42,312",0,0,"78,270","105,446","11,070","20,003","68,420","284,270",300,"1,517","2,850","15,388","5,270","10,284","403,040","7,783,356",0,0,0,0,800,"1,341","26,040","25,201",80,230,"405,150","7,180,252","405,900","7,520,592","3,670","1,136","1,530","1,572","162,640","816,078","244,130","1,068,289","228,020","945,771","21,000","122,518"
CO,8,"134,740","14,710","115,730","3,390","123,210","8,270","88,840","41,850","382,620","132,210",70,20,20,40,0,"2,720","38,790","38,326,447","134,740","39,051,237","118,770","24,977,940","100,730","294,934","84,510","1,140,094","80,830","874,537","63,250","103,106","34,350","1,359,328","86,500","3,251,537","24,280","1,072,207","31,000","1,633,491","2,350","2,050","12,131","21,300","532,355","46,430","3,883,414","52,920","724,790","3,440",856,"6,710","171,990","17,530","194,451","3,120","29,156",0,0,0,0,"4,980","56,566","127,300","4,916,017","5,290","111,209","123,540","1,552,531","3,320","11,991","119,380","586,801","127,270","2,233,258","95,460","71,845","104,270","1,377,672","2,610","16,037","12,980","6,612",0,0,"9,450","46,249","115,680","844,744","21,810","262,074","4,240","103,728","134,580","32,043,281","134,580","7,320,637","65,250","255,587",430,"2,430","57,090","85,662","40,710","40,879","14,420","7,750",0,0,0,0,50,39,"4,220","8,906","30,830","208,414",0,0,480,"2,911","1,050","3,659","133,270","7,225,716",0,0,0,0,0,0,0,0,0,0,"134,490","7,234,976","134,660","7,595,791","53,750","39,669","66,940","80,398","70,700","1,033,859","63,510","652,630","49,590","411,872","16,930","240,758"
CO,9,"19,550","2,200","16,710",470,"17,930","1,280","16,530","2,840","56,210","19,970",0,0,0,0,0,60,"6,250","13,146,321","19,550","13,427,642","16,440","6,541,321","17,850","177,791","15,320","568,353","14,770","440,014","8,730","44,321","5,590","404,953","16,400","2,067,670","3,180","166,983","3,250","168,716",520,140,912,"3,120","82,488","12,080","2,776,394","10,480","281,321",170,42,"1,900","73,883","4,690","62,832",590,"6,008",0,0,0,0,"1,780","48,862","18,810","1,400,207",220,"11,766","18,390","616,582",380,"1,363","17,820","157,871","18,810","792,759","12,970","13,752","13,900","253,518",450,"5,299","2,270",988,0,0,"3,580","38,660","17,620","339,036","3,170","96,800","1,380","61,299","19,520","11,749,904","19,530","3,331,491","8,630","99,036",50,305,"11,760","57,818","9,770","35,441","1,460",841,0,0,0,0,0,0,500,"1,597","6,270","64,565",0,0,60,341,130,646,"19,330","3,258,162",0,0,0,0,0,0,0,0,0,0,"19,520","3,273,673","19,540","3,471,058","12,410","36,932","17,010","89,656","10,690","540,817","8,780","322,248","3,910","101,573","5,520","220,675"
CO,10,"9,180","1,090","7,710",250,"8,400",630,"8,440","1,010","25,720","8,840",0,0,0,0,0,10,"3,380","26,199,972","9,180","26,515,477","7,470","7,343,780","8,890","794,843","7,810","1,336,490","7,580","1,068,484","5,270","142,602","2,690","378,212","8,460","9,490,628","1,380","90,962","1,420","79,768",340,30,172,"1,620","45,105","7,050","5,786,119","5,660","315,505",60,13,910,"42,560","2,660","38,495",280,"2,868",0,0,0,0,"1,590","149,563","8,720","2,849,703",40,"5,269","8,580","1,351,533",130,743,"8,300","160,075","8,720","1,532,565","5,490","8,260","5,480","114,699",220,"4,820",940,554,0,0,"3,090","148,554","8,310","1,334,667","1,570","217,023","1,410","149,757","9,160","23,380,879","9,170","7,101,721","2,270","107,587",20,98,"6,440","207,885","5,710","153,821",390,244,0,0,0,0,0,0,190,"2,905","3,330","60,229",0,0,20,112,70,314,"9,090","7,516,896",0,0,0,0,0,0,0,0,0,0,"9,160","6,893,837","9,170","7,331,715","5,570","60,889","8,380","308,194","3,990","884,115","5,150","1,054,587","1,560","201,700","4,040","852,887"
CT,0,"1,766,090","882,930","620,520","226,350","1,561,570","111,340","944,050","1,070,400","3,197,060","943,630","55,080","31,270",130,"23,680","9,800","204,570","465,280","174,257,944","1,761,530","177,146,637","1,453,010","114,531,917","593,710","2,475,142","452,070","5,587,560","425,490","4,256,897","321,600","750,059","286,950","6,341,486","383,770","16,193,793","215,670","4,381,575","347,220","9,555,408","3,130","77,010","477,409","266,980","4,421,373","104,560","11,530,820","483,830","2,888,693","55,200","14,283","25,290","670,123","55,780","520,439","35,600","185,710","157,660","177,192","14,980","36,863","7,020","135,576","737,660","26,349,640","127,640","1,453,276","671,660","9,291,078","52,540","49,622","663,000","5,590,246","736,010","15,386,357","543,000","368,576","537,300","4,495,666","11,920","65,499","31,320","13,448","32,050","44,330","26,980","693,179","608,270","3,874,653","164,390","1,506,695","19,760","277,279","1,438,000","132,337,973","1,428,440","30,279,744","111,800","909,131","33,030","40,020","532,430","871,509","142,570","324,446","81,620","45,111","109,860","130,314","80,120","14,326","213,790","248,669","20,580","19,714","237,030","1,118,488","52,690","293,865","58,990","323,000","45,190","33,620","1,672,510","35,077,634","224,930","493,314","187,470","424,568","139,970","173,468","93,610","87,588","20,440","26,476","1,333,050","29,408,511","1,412,440","31,469,471","82,040","249,514","81,530","573,229","363,140","2,470,228","1,351,020","5,948,766","1,301,010","4,169,261","63,720","1,779,506"
CT,1,"20,060","12,990","5,360",930,"14,670","2,810","13,210","4,540","28,420","4,820",340,200,0,140,10,530,"9,150","-2,648,613","15,510","-2,616,555","4,490","190,690","6,960","88,636","6,020","82,390","5,590","57,889",670,"3,994","7,130","-121,717","7,740","211,029","1,930","53,316","2,220","31,030",250,130,"1,021",50,279,"3,770","-722,545","4,750","32,058",70,15,60,"1,707","1,080","7,987",130,718,880,"1,095",760,"2,780",30,"1,653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,"3,671",70,"3,494",320,115,130,103,10,1,0,0,30,19,20,9,50,34,0,0,"2,660","8,398","1,390","12,221","1,490","11,830",10,13,"9,050","86,749","1,650","1,637","1,000","1,036",720,"1,053",960,961,890,"1,408",340,"3,568","3,390","14,260",200,489,40,358,"1,900","4,554","8,120","76,984","7,230","48,953","1,110","28,032"
CT,2,"231,210","199,030","12,880","16,710","192,930","19,070","102,160","114,990","182,680","35,160","13,760","8,030",10,"5,720","3,950","21,820","39,680","1,163,623","231,210","1,200,036","172,310","895,211","35,170","15,047","29,070","37,245","26,760","25,446","1,750","1,332","32,070","120,450","23,420","13,085","11,630","44,398","20,330","91,187",170,"3,630","11,672",610,"2,631","2,550","-3,617","34,390","36,413",270,57,90,632,"1,900","6,516",530,"1,776","4,380","4,238","2,400","7,964",90,88,"10,520","180,684","6,840","66,502","2,720","6,579","5,440","2,755","8,030","50,101","9,950","62,523","5,670","2,497","5,250","33,751",100,549,220,82,410,698,230,221,"5,940","6,042","3,870","9,172",210,"1,009","33,530","61,556","31,260","6,783",0,0,"1,410",511,"3,080",401,"2,170",86,0,0,740,251,70,15,70,23,20,6,"27,830","20,869","4,280","29,267","4,520","29,075",160,72,"190,810","159,823","59,500","59,690","51,380","52,124","15,610","10,209","7,130","6,319","2,350","2,136","30,190","6,383","58,440","28,031",20,15,20,9,"25,260","12,410","179,300","144,074","177,880","140,998","1,780","3,076"
CT,3,"305,850","203,850","33,580","63,150","269,720","19,790","143,190","210,510","447,530","138,040","17,690","10,410",60,"7,220","3,780","56,890","65,200","5,245,232","305,850","5,343,688","239,450","3,942,069","49,780","33,831","35,050","81,251","32,150","55,229","6,160","4,366","47,220","444,872","27,640","53,725","25,210","178,129","45,020","460,107",270,"15,620","71,926","26,430","52,185","4,880","14,573","60,790","98,456","1,660",379,380,"2,635","4,760","16,658","2,430","8,539","16,550","16,776","1,240","3,648",100,514,"30,300","505,683","17,430","158,152","11,520","16,312","15,030","9,120","23,940","139,208","29,760","174,430","18,490","8,029","15,560","91,891",350,"1,539",570,233,"1,290","1,960",450,623,"20,340","31,360","8,520","40,502",650,"3,906","211,920","1,414,345","209,250","150,040",50,60,"6,770","2,609","60,090","22,270","4,370",239,"3,200",958,"19,360","12,251","21,610","3,854","14,520","4,727",450,120,"41,020","74,388","16,090","88,035","16,250","86,162","13,780","7,238","283,370","813,853","95,310","295,808","81,400","262,001","66,780","87,874","17,700","15,296","7,600","7,784","172,530","127,775","202,290","210,920",30,21,20,103,"35,170","42,388","260,620","644,019","258,220","637,701","3,310","6,318"
CT,4,"370,380","217,530","66,100","76,110","331,410","21,310","179,850","264,590","613,800","181,450","15,330","9,650",40,"5,640","2,040","64,800","79,500","13,540,347","370,380","13,760,066","315,730","10,924,818","76,210","60,407","51,290","149,278","47,470","104,361","30,100","20,190","45,620","551,443","40,720","111,223","32,980","334,513","59,490","959,792",390,"21,320","132,479","57,330","430,483","8,590","73,183","92,840","219,719","6,890","1,636","1,220","10,552","7,890","37,968","7,590","30,906","46,070","52,974","1,400","3,459",230,980,"83,380","1,401,431","29,020","264,892","61,850","110,592","18,690","15,650","66,600","373,767","83,080","532,545","54,440","26,581","51,400","299,627","1,250","5,327","2,100","1,170","6,220","8,623","1,010","1,319","59,870","113,989","24,040","160,941","1,730","10,779","357,670","7,423,324","354,940","928,290",80,449,"15,480","11,866","135,960","118,282","11,610",903,"15,440","8,530","31,650","35,492","47,540","8,541","67,760","62,915","2,420","1,237","35,250","102,811","23,930","118,122","24,730","125,945","19,790","11,946","359,790","1,626,428","67,610","135,888","53,120","109,203","48,740","63,938","20,950","18,755","7,400","9,920","306,650","810,010","320,740","929,300",70,73,30,113,"55,560","101,146","312,140","794,120","307,940","779,158","5,860","14,963"
CT,5,"246,100","128,060","74,930","34,980","218,980","14,240","133,680","164,770","435,890","115,250","5,070","2,180",0,"2,890",20,"29,210","71,350","15,179,768","246,100","15,411,343","207,760","11,647,594","81,870","70,359","55,320","203,060","51,600","144,418","54,400","37,101","33,350","467,210","44,450","159,290","32,150","429,251","55,640","1,361,018",400,"12,140","85,709","50,760","803,793","8,950","104,381","76,600","231,575","8,550","2,094","1,480","16,971","6,650","44,037","6,930","33,208","38,430","44,231","2,950","6,539",370,"1,346","115,460","2,110,505","25,780","264,267","106,800","316,629","7,160","8,651","100,830","572,032","115,340","947,981","82,230","41,677","81,650","494,046","2,040","8,263","3,800","2,098","10,580","14,785","1,400","1,880","87,720","176,786","29,530","182,157","2,470","16,334","244,160","10,172,341","243,050","1,478,187",300,519,"5,480","11,312","82,010","105,285","15,170","1,666","9,930","5,332","18,040","24,277","10,890","1,907","47,700","67,990","3,520","2,449","25,220","88,215","5,500","37,517","7,680","47,246","6,680","6,049","241,940","1,984,023",870,291,560,204,"6,710","8,417","12,990","12,587","1,730","3,758","235,820","1,372,902","238,700","1,473,896",70,64,50,141,"50,240","124,453","194,930","567,955","190,280","549,275","6,380","18,680"
CT,6,"167,820","59,610","87,220","16,820","149,590","9,570","98,670","107,280","349,650","94,740","1,730",500,10,"1,220",0,"14,220","58,270","14,549,060","167,820","14,752,214","141,690","10,685,904","74,530","72,946","52,700","228,823","49,320","167,602","54,990","40,541","27,560","450,815","42,840","196,120","29,050","499,585","47,320","1,468,232",390,"8,390","57,308","42,070","859,086","9,080","134,563","50,240","203,154","8,490","2,146","1,760","22,685","5,460","42,232","5,040","28,531","17,540","18,998",790,"1,745",390,"1,412","110,700","2,316,525","18,630","205,880","106,950","458,450","2,700","4,619","100,800","630,391","110,640","1,151,135","82,800","47,262","83,650","561,154","1,800","6,886","4,590","2,152","10,280","15,593","1,670","2,468","89,590","200,746","25,310","151,378","2,500","16,985","167,050","10,226,197","166,470","1,582,590","1,120","1,874","2,070","6,726","63,400","88,784","16,000","2,136","9,550","5,324","13,760","19,157",0,0,"37,880","56,854","3,290","2,868","21,280","83,762","1,340","7,700","2,590","14,155","2,430","2,964","165,950","1,932,709",0,0,0,0,"1,060","1,490","10,420","10,040",430,"1,264","165,190","1,493,806","165,870","1,589,607",100,152,50,82,"39,360","120,956","128,000","461,150","123,290","439,344","6,330","21,805"
CT,7,"286,880","48,790","220,930","13,690","258,100","16,450","173,830","162,600","733,360","225,680","1,090",290,0,800,0,"15,160","98,480","39,582,043","286,880","40,183,804","250,260","29,296,435","160,570","208,137","124,430","789,701","117,750","601,126","115,510","111,072","57,960","1,391,849","103,670","865,118","55,570","1,441,213","85,320","3,455,210",810,"12,640","90,794","66,010","1,590,945","25,740","641,107","109,690","601,761","22,640","6,226","6,750","113,346","12,260","118,602","10,540","59,253","33,810","38,880","5,440","10,728","1,420","6,788","251,160","6,800,828","25,090","347,210","246,950","1,850,901","2,640","5,861","234,400","1,791,095","251,110","3,818,729","195,740","141,392","197,060","1,579,969","3,850","15,708","12,360","4,799","3,280","2,671","5,920","12,657","218,270","611,709","50,390","346,617","6,150","57,707","286,150","29,409,082","285,460","5,127,970","14,270","33,104","1,330","5,945","121,810","139,297","42,290","10,557","28,930","16,819","26,290","38,867",0,0,"45,790","56,114","7,480","7,244","46,510","246,473",160,"1,003","1,530","7,454","1,890","3,553","284,680","5,824,752",0,0,0,0,340,487,"23,460","23,630",40,206,"284,830","4,988,673","285,330","5,268,284","3,150","1,074","1,020",842,"87,440","406,731","198,800","955,778","186,570","863,673","16,120","92,105"
CT,8,"106,080","10,570","91,490","3,150","96,920","6,300","72,310","35,770","306,120","108,610",70,20,0,50,0,"1,850","34,150","30,641,484","106,080","31,322,890","94,060","21,593,659","79,070","227,692","70,470","1,003,537","67,830","797,299","42,140","92,209","27,430","1,639,107","65,410","1,549,441","21,730","1,018,818","26,560","1,414,207",320,"2,790","23,282","19,330","547,410","23,870","1,797,249","39,060","681,406","6,170","1,615","8,500","249,720","9,900","134,698","1,860","17,168",0,0,0,0,"1,870","17,926","104,720","4,987,532","4,520","122,937","103,670","1,874,265",730,"2,280","98,210","1,168,906","104,720","3,132,497","80,140","71,255","80,360","980,510","1,780","13,475","6,030","2,233",0,0,"7,510","31,194","96,490","520,370","17,200","199,019","2,960","60,875","105,900","24,660,121","105,910","5,975,442","81,020","482,999",150,845,"44,830","52,826","32,190","29,206","12,320","6,774",0,0,0,0,20,12,"2,850","3,700","26,040","241,918",0,0,170,"1,022",360,"1,235","105,370","6,147,993",0,0,0,0,0,0,0,0,0,0,"105,850","5,922,885","106,000","6,284,164","52,410","43,239","52,410","53,093","52,700","641,149","53,040","496,416","42,260","318,848","12,960","177,568"
