STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
NJ,2,"547,480","472,630","34,010","34,370","468,070","46,340","310,340","242,400","421,480","76,280","17,340","7,920",20,"9,410","3,040","38,490","95,170","2,764,215","547,480","2,832,100","402,020","2,128,000","85,920","45,792","65,770","79,514","60,510","52,505","4,130","3,095","84,460","333,878","52,300","34,917","57,080","283,055",330,"6,870","26,838","1,530","6,262","6,800","-17,622","83,990","67,885",810,178,140,"1,287","3,340","13,977",890,"3,067","9,750","10,238","534,820","5,249,727","534,820","5,128,389","67,760","121,338","12,610","276,266","10,160","133,234","2,700","6,590","7,420","3,874","9,660","82,944","10,810","70,857","11,930","79,327",710,867,"6,150","51,343",110,737,180,95,330,673,"6,870","7,807",290,"1,519","1,480",505,"30,370","63,781","18,550","4,537",30,266,"2,530",977,"3,960",428,"3,020",107,0,0,350,103,100,25,320,153,0,0,"73,330","55,789","10,090","73,053","10,750","71,753",370,206,"443,310","336,178","135,560","130,037","110,170","110,592","33,540","23,790","15,760","13,828","6,610","5,971","17,470","4,110","94,330","61,909",30,32,0,0,"63,190","32,401","412,580","306,716","409,710","300,845","3,500","5,871"
NJ,3,"778,970","500,670","97,450","168,180","697,620","48,150","470,980","515,720","1,188,770","396,900","23,450","10,950",160,"12,350","3,310","141,960","159,980","13,375,986","778,970","13,623,101","613,320","10,096,509","115,770","103,591","76,220","175,472","69,760","114,803","15,050","9,650","142,490","1,348,187","59,350","109,904","119,060","1,380,856",560,"42,300","220,091","63,260","127,693","13,930","37,119","169,090","247,115","4,980","1,156",500,"3,522","7,890","33,103","4,630","16,401","38,200","40,272","747,840","11,070,097","747,840","10,878,252","105,650","191,845","31,090","690,961","23,740","292,577","9,530","14,777","18,070","11,730","24,680","199,556","27,850","183,170","30,390","215,861","2,020","3,392","15,850","124,388",290,"1,861",400,264,640,"1,090","20,740","41,452","1,090","8,891","42,900","29,608","493,850","2,745,584","487,320","277,454",90,222,"12,720","4,773","175,020","63,461","7,800",483,"10,270","3,646","41,760","21,621","43,340","7,432","81,690","29,856",440,213,"124,240","223,657","36,400","234,365","37,580","230,783","26,550","15,293","720,790","2,078,124","268,830","854,266","237,020","734,996","185,840","314,945","42,180","36,430","20,050","16,524","357,190","213,996","458,470","456,347",50,40,0,0,"79,920","103,399","671,230","1,721,210","666,570","1,707,995","6,280","13,216"
NJ,4,"922,630","521,810","175,650","200,100","834,130","52,280","557,870","628,760","1,596,900","513,760","20,400","9,620",110,"10,680","1,550","158,140","193,580","33,698,111","922,630","34,180,410","795,330","27,574,502","178,060","174,626","113,890","322,317","104,730","216,989","67,220","36,250","119,520","1,288,585","88,900","234,781","160,420","2,937,160",890,"49,590","343,916","136,530","1,051,575","24,350","192,383","214,630","482,299","17,040","4,136","1,430","14,207","13,240","77,249","13,850","58,972","103,680","124,209","849,950","13,384,703","849,950","13,177,318","109,860","207,386","72,660","1,677,291","45,050","558,179","41,860","70,277","27,450","23,589","57,740","459,033","66,220","454,679","72,030","531,755","7,300","13,601","43,920","360,573",990,"6,713","1,290","1,770","1,300","3,224","55,020","164,455","3,530","36,050","88,420","150,053","911,250","18,455,698","904,680","2,022,874",110,422,"31,650","25,215","392,560","466,164","23,650","2,643","45,820","29,550","77,210","86,575","106,210","19,995","265,900","322,368","2,960","3,516","89,440","245,150","49,490","302,420","52,050","324,946","45,740","31,161","893,720","3,671,043","187,940","411,150","163,390","343,493","179,510","346,861","51,480","45,599","15,510","16,296","698,700","1,556,711","747,100","1,839,898",100,116,20,162,"135,710","228,148","780,750","2,047,329","772,440","2,016,915","11,380","30,414"
NJ,5,"607,790","312,160","177,410","98,210","546,510","34,990","384,460","379,030","1,093,330","310,770","8,090","2,570",30,"5,500",20,"70,210","168,540","37,474,030","607,790","37,950,515","517,310","29,120,246","190,650","215,140","127,600","451,679","118,270","314,691","116,930","88,524","80,250","990,999","99,850","344,229","151,630","4,085,948","1,020","28,930","220,395","124,060","2,075,384","24,190","280,355","173,070","476,485","26,450","6,525","1,950","22,995","11,580","89,300","13,680","66,049","88,520","106,781","503,110","8,564,792","503,110","8,392,092","91,250","172,700","104,670","2,424,967","45,100","579,285","79,370","208,734","23,240","23,908","91,650","714,202","97,710","776,522","104,330","845,317","10,400","15,614","77,560","641,055","1,730","11,592","2,500","3,416","1,790","3,876","84,390","278,922","4,280","44,895","70,850","188,874","605,480","26,243,377","604,060","3,282,166",120,698,"13,090","28,306","233,170","466,502","32,860","4,843","27,950","16,898","47,510","61,881","23,810","4,090","176,250","367,142","3,350","7,144","58,240","191,999","12,230","94,114","17,660","123,663","17,110","16,437","596,520","4,014,512","3,490","1,413","2,400",981,"37,040","65,103","32,210","30,845","3,290","5,306","563,870","2,815,676","576,080","3,035,981",110,168,10,6,"133,410","304,331","472,570","1,269,851","462,730","1,232,686","13,010","37,165"
NJ,6,"416,100","155,610","196,730","52,030","374,500","23,590","277,520","242,790","860,540","248,690","3,030",630,10,"2,390",0,"34,070","135,340","36,097,102","416,100","36,498,033","353,000","26,870,490","171,550","225,326","121,650","520,302","113,600","371,137","131,070","130,020","62,270","898,880","97,180","455,251","129,000","4,521,228",980,"22,250","161,341","102,100","2,224,928","23,800","340,389","106,100","400,931","20,060","5,114","2,410","32,684","9,630","86,924","9,850","57,235","35,740","37,896","313,940","6,152,474","313,940","6,008,390","72,390","144,084","102,160","2,524,510","33,710","464,767","85,070","329,378","16,040","19,111","93,460","774,799","96,060","855,881","101,980","919,693","9,350","12,002","81,990","738,660","1,650","11,440","2,860","3,090","2,080","5,648","86,050","321,846","4,060","44,433","61,600","203,109","415,150","27,160,561","414,410","3,704,794",220,564,"5,300","18,674","176,910","419,394","34,160","6,467","23,930","14,548","31,290","43,892",0,0,"140,910","338,672","2,800","8,814","46,240","174,519","3,320","21,928","6,550","42,708","7,060","9,172","410,880","4,154,977",0,0,0,0,"6,860","12,786","24,210","22,812",780,"1,290","406,400","3,285,401","409,600","3,486,394",190,238,30,16,"110,690","316,929","304,420","976,127","294,340","929,063","13,260","47,064"
NJ,7,"754,470","145,200","549,340","47,520","683,950","42,450","518,280","359,380","1,932,320","629,870","2,080",360,10,"1,700",0,"33,560","240,090","104,844,862","754,470","106,082,215","665,050","79,289,702","406,280","678,465","313,160","1,794,077","295,350","1,331,339","325,000","421,037","140,240","2,896,446","258,240","2,007,335","250,790","11,799,102","2,490","41,240","297,575","168,400","4,483,521","70,570","1,701,291","243,830","1,237,353","56,200","15,681","10,900","189,667","24,120","263,162","26,970","158,847","74,180","83,163","520,700","11,646,905","520,700","11,389,637","122,230","257,268","233,760","6,767,572","51,760","808,773","210,880","1,469,035","21,770","31,793","219,610","2,171,572","221,350","2,141,560","233,590","2,326,688","20,050","22,936","200,090","2,382,995","3,770","27,343","8,390","7,788","7,670","31,456","208,440","1,011,861","10,170","143,061","155,300","784,889","753,760","85,506,942","753,120","13,425,947","1,780","6,338","3,790","22,340","422,090","1,151,358","100,720","31,497","75,660","47,703","67,340","94,966",0,0,"337,940","909,638","5,490","26,763","106,650","520,215",460,"2,951","4,300","27,299","5,920","12,055","748,710","13,581,679",0,0,0,0,"2,120","5,149","57,160","56,309",100,249,"749,930","12,274,595","751,300","12,879,468","10,110","2,686","3,150",931,"292,850","1,239,772","459,940","1,911,745","432,460","1,706,927","35,280","204,818"
NJ,8,"315,040","29,850","272,970","9,440","290,250","16,700","227,320","97,760","938,480","351,480",160,20,0,140,0,"4,390","86,550","90,608,662","315,040","91,996,887","288,070","67,686,291","232,820","705,161","203,210","2,323,145","194,900","1,805,858","118,440","299,709","71,810","3,767,153","184,380","3,817,127","93,200","6,151,244","1,340","11,530","92,354","49,470","1,509,095","66,820","4,731,745","98,030","1,388,225","17,540","4,608","16,580","466,163","20,830","318,896","5,410","50,528",0,0,"163,720","3,848,575","163,720","3,773,091","35,430","75,484","151,310","5,449,887","10,940","258,209","140,020","2,572,339","10,930","21,714","144,730","2,023,643","145,910","1,453,091","151,260","1,617,309","10,190","11,437","135,900","2,248,043","2,320","21,889","6,160","4,728","11,580","73,565","139,170","1,011,745","6,790","206,241","103,730","1,118,948","314,960","80,140,272","314,900","16,051,783","4,820","35,923",610,"4,415","227,100","721,355","88,810","92,974","44,940","26,620",0,0,0,0,"163,130","474,315","2,000","14,382","65,050","538,123",0,0,690,"4,871","1,240","4,771","313,190","15,982,417",0,0,0,0,100,280,0,0,0,0,"314,600","15,330,428","314,860","16,201,967","161,660","127,700","156,270","140,542","165,350","1,662,156","148,560","1,419,953","120,940","911,744","34,260","508,209"
NJ,9,"49,700","3,910","44,060","1,220","46,460","2,380","41,130","6,740","156,300","62,710",0,0,0,0,0,110,"13,790","33,299,773","49,700","33,973,092","44,570","21,567,440","45,290","362,072","41,410","1,210,755","40,200","942,965","20,260","186,381","12,680","1,526,091","40,730","2,618,877","12,730","1,025,901",310,910,"8,348","6,570","211,162","22,370","4,722,454","20,170","673,319",920,231,"6,410","293,684","7,220","140,269","1,030","10,662",0,0,"17,570","415,478","17,570","406,768","4,090","8,710","32,130","1,661,688",480,"26,142","29,970","1,548,107","2,040","4,810","30,680","608,903","31,250","311,873","32,110","376,168","1,230","2,002","27,880","577,189",570,"9,438","1,310",704,"6,000","70,449","30,370","476,743","2,440","130,465","20,800","460,527","49,690","30,759,905","49,680","8,081,440","1,090","16,118",60,493,"32,420","170,940","24,730","103,839","5,540","3,302",0,0,0,0,560,662,230,"2,244","15,330","220,610",0,0,70,513,160,905,"49,430","7,978,280",0,0,0,0,0,0,0,0,0,0,"49,640","7,910,500","49,690","8,428,855","41,260","136,348","43,480","147,018","29,710","1,084,471","19,730","618,169","9,580","202,202","11,570","415,967"
NJ,10,"22,440","1,870","19,730",510,"21,080",990,"20,340","2,290","67,790","29,090",0,0,0,0,0,0,"6,850","60,604,657","22,440","61,261,099","19,210","24,315,772","21,800","1,632,853","20,340","2,974,736","19,900","2,242,689","14,380","610,228","5,540","1,429,313","20,600","14,381,242","5,470","499,953",230,200,"1,885","3,040","101,345","15,250","13,205,694","11,330","656,442",210,53,"3,900","264,654","5,220","116,788",470,"4,913",0,0,"5,420","127,464","5,420","124,780","1,250","2,684","17,020","3,024,198",70,"6,945","16,090","3,800,969",830,"4,434","15,940","459,253","16,490","164,599","17,010","384,419",410,"1,956","12,610","283,888",350,"7,596",600,234,"6,450","403,059","16,470","1,602,285","2,960","382,328","13,260","1,552,267","22,430","55,898,924","22,430","16,954,422","1,800","53,965",20,160,"16,360","446,133","14,860","328,951","1,310",835,0,0,0,0,0,0,80,"1,907","8,790","264,750",0,0,20,170,80,508,"22,330","17,979,633",0,0,0,0,0,0,0,0,0,0,"22,420","16,508,289","22,430","17,554,512","18,590","222,456","20,770","535,485","10,590","1,639,960","11,750","2,036,882","3,520","332,050","9,080","1,704,832"
NM,0,"929,110","449,380","310,680","157,300","825,310","53,900","418,210","597,620","1,771,570","576,020","37,700","14,570","1,030","22,100","3,780","145,370","260,780","52,166,952","923,830","52,734,420","740,350","34,686,083","244,340","452,656","129,570","1,139,781","118,960","840,968","84,490","98,188","134,770","1,534,523","119,220","2,933,869","228,080","7,444,316","13,340","21,100","104,150","140,590","2,071,439","42,970","2,060,382","190,070","567,468","20,640","5,338","3,300","66,147","20,090","136,408","12,500","59,617","61,600","60,026","846,240","14,319,885","846,240","14,006,765","163,640","313,121","67,680","2,209,721","24,160","387,412","55,920","423,006","10,060","19,483","58,600","223,318","61,380","417,573","67,160","457,210","12,410","8,301","50,950","545,952","1,390","8,712","3,910","2,921","3,790","42,381","54,920","586,546","5,330","160,329","90,020","580,931","696,500","37,253,032","693,680","5,982,509",890,"9,088","12,410","18,739","331,130","587,339","39,220","25,415","24,920","12,861","47,720","39,659","63,900","12,086","233,840","445,805","7,020","22,672","100,480","281,061","23,070","153,693","26,240","171,979","22,600","19,165","864,570","7,306,024","204,320","500,626","184,480","453,921","153,970","270,092","37,660","28,303","8,510","7,915","570,620","5,395,170","624,940","5,831,313","10,340","13,701","16,160","84,562","172,570","782,201","711,330","2,240,264","693,950","1,962,810","22,440","277,451"
NM,1,"15,160","9,570","4,630",650,"9,270","3,570","8,270","3,030","22,070","2,890",180,70,0,110,0,380,"8,750","-936,030","9,890","-924,157","2,530","84,895","4,470","20,786","2,500","14,499","2,240","9,608",390,893,"5,160","-78,287","3,660","112,274","2,120","34,356","1,290",60,430,20,61,"2,370","-246,700","2,280","11,873",50,12,20,637,650,"3,234",90,439,460,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,517,20,456,210,67,50,35,0,0,0,0,0,0,0,0,30,18,0,0,"1,390","3,173",910,"8,120",970,"7,954",0,0,"5,300","25,046",770,876,470,572,350,660,550,453,580,751,210,483,"1,800","5,769",50,61,0,0,"1,110","1,754","4,840","22,525","4,530","16,327",410,"6,198"
NM,2,"136,270","107,880","12,670","14,590","119,880","8,260","52,240","74,710","156,940","37,370","15,280","6,510",80,"8,690","1,870","15,140","36,300","667,554","136,260","679,847","93,600","525,523","20,430","9,134","7,870","11,386","6,870","6,864","1,280",562,"17,750","54,955","6,780","4,981","16,210","81,141",960,"1,640","5,296",320,"1,325","1,490","-4,514","16,360","12,293",220,50,40,346,990,"2,899",210,634,"1,770","1,385","135,030","1,668,890","135,030","1,619,502","27,880","49,387","1,220","27,555",990,"16,022",330,557,590,472,780,"2,178",950,"2,640","1,110","3,225",160,103,650,"6,072",20,160,50,76,50,107,620,866,70,827,150,315,"2,090","4,471","2,040",563,0,0,610,234,330,56,170,7,0,0,50,20,20,11,80,26,10,3,"14,270","10,486","2,380","17,637","2,520","17,746",50,26,"105,350","105,908","49,660","56,181","44,530","51,173","16,200","10,475","4,180","3,079","1,230","1,020","1,890",508,"17,270","11,384",0,0,0,0,"9,550","4,621","99,720","99,155","99,300","98,032",550,"1,123"
NM,3,"216,890","130,840","29,910","53,840","196,080","10,700","91,990","165,850","367,760","133,160","10,050","3,950",230,"5,870","1,330","47,640","44,910","3,748,541","216,890","3,791,807","176,870","2,965,354","26,980","21,140","11,940","30,012","10,700","18,122","2,550","1,683","29,440","245,775","10,500","22,597","34,810","435,707","1,800","6,550","29,651","14,390","25,229","2,980","2,760","34,780","43,266","1,390",318,130,809,"2,020","6,247","1,070","3,494","7,650","5,626","213,860","3,256,571","213,860","3,197,760","32,140","58,811","3,030","70,954","2,380","38,674","1,070","1,702","1,530","1,350","2,050","5,758","2,440","7,313","2,880","8,701",530,375,"1,640","14,810",50,334,110,105,100,225,"1,900","5,325",180,"1,958","8,990","6,111","136,150","745,078","135,170","75,413",20,45,"2,240",932,"55,320","18,594","1,160",60,"2,080",603,"9,880","4,156","17,220","2,939","29,420","10,648",280,147,"25,270","42,452","7,310","47,577","7,550","47,676","6,190","3,440","204,160","629,185","87,930","295,924","79,920","269,679","62,110","107,751","9,260","6,571","3,280","2,546","94,980","56,819","117,090","104,109",10,14,0,0,"17,940","17,384","192,190","541,912","191,300","539,545","1,270","2,367"
NM,4,"232,220","112,180","57,650","58,360","209,100","11,580","98,570","172,710","454,530","165,960","8,010","3,200",310,"4,500",570,"48,100","51,370","8,351,228","232,220","8,429,159","198,270","6,755,905","41,870","34,551","18,390","53,476","16,590","33,200","11,070","6,398","25,390","208,387","16,170","53,833","47,640","980,644","2,510","6,220","33,858","37,610","248,883","4,930","30,983","43,940","77,931","5,710","1,375",270,"2,278","3,050","12,634","2,980","11,301","19,450","17,607","224,580","3,737,336","224,580","3,674,001","33,320","63,336","7,630","175,845","5,050","74,903","4,730","7,266","2,550","3,505","5,680","15,239","6,440","22,590","7,530","25,910","1,780","1,172","4,860","39,947",160,"1,169",290,280,150,584,"5,540","23,068",510,"6,315","18,810","29,956","230,120","4,377,114","228,650","475,195",20,56,"5,570","4,334","114,510","135,373","4,240",359,"7,110","3,635","15,260","12,320","38,170","7,756","84,920","108,898","1,610","2,041","18,210","42,846","9,680","60,511","10,200","64,590","9,800","6,578","226,130","907,539","64,350","146,950","58,300","131,942","60,550","124,055","8,770","6,280","2,790","2,670","162,050","339,821","173,270","391,988",40,41,0,0,"35,620","48,235","195,260","560,876","193,500","555,136","2,430","5,740"
NM,5,"120,750","47,680","52,970","18,010","106,540","7,060","56,540","77,810","257,020","83,550","2,600",600,190,"1,810",10,"17,580","38,160","7,418,126","120,750","7,490,132","99,030","5,450,723","38,160","39,615","18,830","74,432","17,200","46,763","15,050","9,661","17,010","148,055","16,580","85,118","38,590","1,146,506","1,860","2,970","15,466","29,250","434,180","4,910","48,915","30,390","72,006","4,130","1,058",320,"3,328","2,630","14,216","2,590","11,222","14,090","14,964","110,680","2,066,487","110,680","2,019,670","24,520","46,817","10,070","238,208","5,060","73,932","8,010","19,291","1,820","3,675","8,400","23,525","8,850","40,943","10,000","45,688","2,170","1,490","7,390","61,797",230,"1,394",430,422,260,893,"7,630","38,542",770,"10,518","14,350","36,458","120,500","5,051,323","120,200","613,547",20,40,"2,300","5,383","55,380","122,958","5,830",709,"4,140","2,108","8,500","8,289","8,490","1,380","43,250","105,221","1,720","3,983","11,520","32,517","2,290","16,715","3,250","22,409","3,600","3,412","118,530","718,628","1,600",695,"1,270",555,"12,260","22,698","5,050","3,937",550,764,"107,120","490,589","110,230","530,356",30,37,0,0,"30,270","63,117","90,140","248,588","87,890","241,164","2,990","7,423"
NM,6,"75,330","20,450","47,290","6,720","66,460","4,440","37,010","45,460","177,500","54,990",970,150,110,710,0,"8,770","27,060","6,520,575","75,330","6,579,580","61,430","4,572,805","31,290","39,294","16,640","80,825","15,310","53,879","13,730","10,175","12,100","126,685","14,910","105,502","29,090","1,115,935","1,450","1,630","8,481","20,930","414,517","4,500","59,167","19,640","59,005","3,280",932,280,"3,378","2,110","13,124","1,800","9,219","7,610","8,307","65,610","1,376,953","65,610","1,342,778","16,950","34,174","9,720","247,086","3,840","60,941","8,390","28,136","1,210","2,925","8,550","25,700","8,790","50,850","9,680","55,476","2,050","1,352","7,620","68,183",180,"1,064",460,357,280,"1,378","7,660","44,380",750,"12,080","11,440","36,459","75,230","4,842,571","75,060","627,985",30,80,840,"3,511","34,820","95,622","5,460",935,"3,500","1,942","5,760","5,855",0,0,"28,080","81,301","1,210","4,057","8,330","26,838",440,"2,794","1,020","6,654","1,500","1,975","74,230","677,544",0,0,0,0,"2,110","3,508","3,660","2,841",90,140,"72,650","532,365","73,330","565,550",30,29,0,0,"21,670","60,038","53,480","170,028","51,340","162,089","2,740","7,939"
NM,7,"102,740","16,790","80,700","4,470","91,170","6,360","52,990","49,880","260,870","77,550",590,90,110,400,0,"7,230","39,880","13,805,616","102,740","13,941,085","84,840","9,223,310","57,070","96,011","35,260","258,186","32,760","182,008","29,180","27,658","20,110","332,706","32,380","414,695","45,720","2,424,669","2,430","1,750","9,199","28,950","692,464","11,220","271,540","32,050","135,469","5,190","1,421","1,020","16,913","4,450","34,631","3,060","16,726","10,570","11,685","80,530","1,837,336","80,530","1,789,858","22,700","47,478","22,220","673,699","5,780","92,981","20,520","115,561","1,560","4,706","20,440","74,049","20,670","165,352","22,180","177,055","4,170","2,746","18,130","193,653",490,"2,395","1,370","1,055",990,"5,147","19,020","163,738","1,630","32,915","23,090","119,985","102,670","11,149,199","102,600","1,684,742",130,763,540,"3,414","53,020","147,040","13,020","3,735","6,380","3,650","8,270","9,019",0,0,"39,780","116,385","1,690","8,429","14,360","62,060",60,339,610,"4,030","1,190","2,467","101,570","1,688,686",0,0,0,0,390,923,"6,190","5,142",10,24,"102,020","1,537,701","102,220","1,615,467",580,177,190,88,"41,310","183,517","61,170","253,538","56,250","219,134","6,390","34,404"
NM,8,"25,340","3,290","21,310",570,"22,740","1,680","16,650","7,560","64,110","17,560",30,0,0,30,0,530,"12,030","7,067,882","25,340","7,170,796","20,450","3,812,538","19,940","81,633","14,820","257,855","14,090","194,028","9,380","19,008","6,400","306,234","14,700","577,471","12,230","1,066,099",760,260,"1,626","7,760","214,951","7,650","593,782","8,430","102,914",650,166,940,"25,930","3,030","33,179",560,"5,068",0,0,"14,360","338,996","14,360","327,345","5,440","11,652","10,990","451,685","1,020","25,879","10,290","122,116",610,"1,907","10,170","53,312","10,530","101,170","10,980","108,708","1,360",924,"8,840","127,128",200,"1,237",960,544,"1,200","9,912","9,910","138,216",980,"39,650","10,630","145,042","25,330","6,127,441","25,330","1,185,586",290,"1,814",90,762,"15,050","43,680","7,220","7,359","1,540",829,0,0,0,0,"8,260","23,261",420,"3,072","5,630","41,083",0,0,100,812,240,962,"24,970","1,184,994",0,0,0,0,10,22,0,0,0,0,"25,290","1,141,905","25,330","1,212,442","7,350","5,209","12,060","15,776","12,970","169,755","12,280","139,341","8,980","79,636","4,060","59,705"
NM,9,"3,140",490,"2,560",70,"2,890",180,"2,740",500,"7,960","2,280",0,0,0,0,0,0,"1,590","2,116,914","3,140","2,148,074","2,440","837,104","2,900","38,208","2,290","115,757","2,210","90,580","1,250","8,911",970,"95,325","2,420","318,899","1,220","120,815",150,20,143,950,"27,720","1,930","451,086","1,540","31,160",20,6,210,"8,609",780,"10,901",110,"1,059",0,0,"1,230","28,840","1,230","27,710",530,"1,131","1,910","141,085",50,"4,080","1,760","50,399",120,358,"1,750","14,641","1,840","18,115","1,910","21,629",140,97,"1,350","25,235",40,494,160,67,430,"7,116","1,780","62,549",260,"20,266","1,700","65,238","3,140","1,882,748","3,140","471,695",120,"1,999",10,102,"1,850","10,186","1,400","4,737",140,83,0,0,0,0,30,47,70,775,"1,040","10,522",0,0,20,108,30,217,"3,100","474,155",0,0,0,0,0,0,0,0,0,0,"3,140","461,508","3,140","493,416","1,680","4,510","2,740","16,466","1,570","85,632","1,560","64,587",680,"20,678","1,040","43,908"
NM,10,"1,270",220,"1,000",30,"1,190",60,"1,210",130,"2,810",700,0,0,0,0,0,0,740,"3,406,546","1,270","3,428,097",900,"457,926","1,240","72,284","1,050","243,353","1,000","205,916",620,"13,239",430,"94,688","1,120","1,238,499",460,"38,444",140,0,0,420,"12,109","1,000","853,363",660,"21,551",0,0,90,"3,919",380,"5,343",40,455,0,0,370,"8,476",370,"8,141",160,335,900,"183,604",0,0,820,"77,978",70,585,780,"8,916",880,"8,600",900,"10,818",50,42,470,"9,127",20,465,70,15,320,"17,019",860,"109,862",190,"35,800",870,"141,367","1,270","3,073,087","1,270","847,266",250,"3,835",0,0,810,"13,795",710,"7,514",20,11,0,0,0,0,0,0,20,165,470,"9,084",0,0,0,0,10,88,"1,250","894,339",0,0,0,0,0,0,0,0,0,0,"1,270","833,471","1,270","900,832",570,"3,623","1,180","52,232",570,"148,148",700,"139,714",200,"31,069",570,"108,644"
NY,0,"9,742,580","5,073,380","2,977,090","1,467,300","9,066,310","343,130","6,231,780","5,795,300","17,420,660","5,287,670","225,620","134,950","1,640","89,030","38,580","1,167,920","2,346,110","870,829,634","9,718,370","881,433,441","7,992,020","567,607,672","3,463,790","15,060,421","2,032,730","29,495,300","1,902,130","21,705,179","1,425,820","4,688,124","1,682,490","29,223,608","1,736,600","88,011,977","2,040,790","67,954,782","28,180","271,020","1,354,789","1,316,890","22,563,422","609,760","56,276,522","2,497,130","10,603,807","280,700","73,609","89,270","2,807,022","197,620","1,996,913","176,580","923,220","774,760","857,004","8,422,080","137,008,746","8,422,080","134,425,505","1,358,620","2,583,241","1,211,470","51,786,733","235,020","4,029,879","1,014,470","30,885,167","176,880","236,418","1,022,800","11,223,119","1,136,850","10,203,345","1,206,760","13,322,891","57,110","97,431","919,740","11,938,367","23,810","214,680","35,960","35,070","86,400","2,818,668","1,043,840","18,379,256","69,100","1,127,876","1,145,660","9,249,793","7,676,380","703,342,106","7,612,800","146,062,707","23,490","503,016","60,970","81,515","3,390,470","8,947,369","635,670","2,659,979","425,350","259,581","533,900","582,777","429,120","79,030","2,254,110","4,387,849","33,230","116,860","1,379,790","5,091,095","101,330","387,624","123,550","439,767","211,910","166,779","9,134,250","166,553,429","1,662,500","3,864,470","1,402,050","3,255,847","1,133,880","1,962,020","436,910","388,883","41,460","48,756","6,680,960","137,115,484","7,382,090","147,539,365","384,840","1,110,412","411,920","3,536,613","2,108,860","13,234,578","7,292,990","31,917,488","7,056,790","21,000,492","288,180","10,916,997"
NY,1,"108,710","69,380","29,630","5,380","82,300","14,290","76,370","23,410","159,140","30,370",880,600,0,290,20,"2,150","48,210","-20,515,092","84,500","-20,394,397","25,870","1,244,920","43,190","763,193","29,620","549,873","26,900","363,627","3,690","51,211","33,740","-452,503","39,050","2,242,337","17,440","336,149","3,130",560,"3,568",240,"1,591","26,570","-6,265,084","20,870","120,695",410,97,270,"6,818","4,210","38,399",680,"3,893","4,760","6,046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"2,228",0,0,830,"20,989",470,"20,499",240,99,420,"2,775",20,2,0,0,80,94,30,32,260,485,0,0,"13,510","48,557","1,540","9,879","1,730","7,697",80,55,"45,600","548,185","9,770","12,294","6,240","8,301","4,920","10,846","5,090","4,899","1,220","2,785",640,"18,214","16,430","85,486","1,250","3,096",0,0,"8,650","23,992","40,760","486,441","36,200","301,482","5,590","184,959"
NY,2,"1,237,330","1,038,170","91,360","90,030","1,108,350","66,980","721,010","566,300","1,148,430","206,130","60,090","38,960",250,"20,890","15,260","101,750","250,460","6,410,103","1,237,320","6,577,581","818,970","4,553,010","206,980","91,595","121,580","160,638","110,980","104,532","8,380","8,345","268,770","1,229,436","98,950","68,520","138,600","695,554","1,970","11,170","41,107","3,890","15,730","17,750","-56,726","263,450","167,478","1,840",408,380,"2,530","6,470","23,598","2,470","8,473","22,220","21,277","1,221,500","13,453,736","1,221,500","13,128,323","184,060","325,413","15,710","331,942","10,220","147,272","4,340","13,561","8,590","4,673","10,580","85,977","13,080","72,003","14,770","83,645",540,"1,005","8,210","83,302",200,"1,551",190,90,610,"1,371","7,810","9,483",490,"2,872","2,620","1,043","47,840","104,813","26,670","6,705",60,529,940,324,"6,220",708,"5,070",349,30,11,470,130,80,19,310,153,10,2,"240,570","190,983","4,350","19,778","4,680","17,078",680,369,"963,520","826,762","405,530","376,620","303,970","304,086","91,180","65,228","34,930","29,835","2,740","3,735","25,190","5,998","273,450","201,411",50,44,20,105,"198,320","107,307","853,050","732,232","846,360","716,037","8,010","16,195"
