STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
GA,1,"59,450","34,050","19,820","2,980","42,940","8,820","37,210","16,810","91,470","15,420",490,270,10,220,0,"3,260","26,200","-5,230,493","44,040","-5,180,186","14,420","560,093","16,470","72,687","10,670","91,754","9,790","68,150","2,620","8,681","24,780","-461,213","14,610","306,723","8,980","166,437","4,410",350,"1,119",120,481,"11,660","-1,175,594","10,990","50,307",350,86,110,"2,100","2,500","14,169",350,"1,873","2,400","2,935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,394,0,0,"1,930","3,140",90,"1,589","1,710",581,400,421,30,2,0,0,70,45,20,12,270,178,0,0,"6,630","16,580","8,590","94,043","9,220","95,557",40,33,"27,950","132,135","4,720","6,383","3,060","4,283","2,350","4,600","3,770","3,583","5,750","5,608","1,620","2,718","9,420","23,071",310,593,0,0,"5,570","10,035","25,680","119,602","24,650","98,252","1,310","21,350"
GA,2,"582,740","472,900","42,100","58,840","506,740","40,590","259,700","347,300","556,970","128,220","15,040","6,190",330,"8,520","2,830","83,170","89,780","3,108,007","582,730","3,181,541","442,900","2,681,128","58,340","29,022","36,820","48,539","33,520","32,786","6,440","5,549","121,930","226,330","30,660","26,069","55,740","292,288","2,210","4,830","11,102","1,800","8,239","7,140","-21,143","100,540","73,534","1,160",262,120,529,"5,170","13,239","1,070","3,342","9,590","8,969","575,720","6,299,905","575,720","6,180,823","65,500","119,082","6,960","130,613","4,870","68,401","2,390","4,496","3,030","1,716","4,130","13,768","5,220","14,975","6,470","19,093","2,360","1,261","3,470","30,352",100,677,180,134,190,385,"4,130","7,005",200,"1,606","1,040",470,"15,480","33,619","15,070","4,524",10,36,"5,650","2,219","3,300",696,"1,530",66,30,12,470,148,210,44,960,393,20,8,"89,180","66,047","26,180","227,649","28,110","235,831",270,160,"491,090","480,058","202,520","232,904","173,880","202,657","60,100","43,846","29,190","25,720","16,130","8,515","13,510","3,828","107,160","72,061",30,35,0,0,"63,750","32,134","458,520","439,878","456,990","436,378","1,880","3,500"
GA,3,"1,098,850","583,250","132,760","362,580","1,005,500","50,030","561,620","861,440","2,003,410","842,760","24,120","10,500",980,"12,640","3,400","334,270","174,120","18,666,804","1,098,850","18,993,496","886,000","15,279,161","98,910","75,145","53,380","116,188","47,740","77,788","30,780","25,428","316,260","1,575,029","44,010","89,257","145,010","1,637,793","4,780","23,220","60,562","62,080","124,063","17,050","33,567","277,170","326,692","7,570","1,775",420,"2,535","11,200","28,650","5,920","18,506","38,510","34,592","1,074,300","16,537,639","1,074,300","16,316,881","120,630","220,758","24,500","485,888","16,640","216,988","13,630","18,676","8,320","6,755","15,010","41,512","19,880","57,883","23,770","71,288","9,530","5,974","13,030","99,339",330,"1,911",620,675,400,998,"18,230","73,985",870,"8,447","63,170","40,272","640,450","3,327,291","644,130","344,572",90,158,"29,840","10,163","303,300","105,870","4,880",323,"21,590","7,779","59,030","27,203","87,010","15,977","153,340","53,429","1,420",782,"225,640","384,815","82,420","671,951","86,310","693,285","29,020","16,925","1,037,160","3,718,306","540,540","1,981,560","498,330","1,708,308","395,190","686,166","83,100","77,626","38,940","21,098","406,180","238,702","612,870","648,038",100,141,0,0,"105,900","126,757","967,710","3,192,565","964,930","3,184,485","3,740","8,080"
GA,4,"1,092,070","507,220","256,260","289,950","990,950","50,280","540,280","798,760","2,153,400","815,280","21,660","9,440","1,530","10,680","1,580","277,260","195,750","39,368,449","1,092,070","39,824,185","959,360","33,879,817","152,320","122,294","84,690","229,551","76,060","157,130","119,990","109,195","211,110","530,976","69,490","222,733","195,030","3,498,585","7,500","26,920","61,572","142,840","992,704","30,780","243,436","242,780","455,736","24,020","5,836",940,"7,653","14,000","54,141","15,320","56,452","102,230","108,806","1,011,660","16,711,593","1,011,660","16,482,077","119,980","229,516","80,370","1,706,327","46,130","547,507","62,010","121,647","14,860","21,545","53,120","140,469","68,020","261,576","79,220","319,500","36,190","25,774","48,600","337,847","1,240","6,921","2,140","3,211","1,000","3,171","68,040","397,223","3,290","34,016","104,210","175,333","1,081,070","20,611,924","1,075,270","2,256,972",80,287,"42,400","32,395","563,340","685,149","15,740","1,605","68,380","44,966","94,490","101,276","198,620","41,678","400,310","484,030","7,270","7,899","105,080","264,462","65,560","558,541","68,380","600,863","52,440","37,153","1,056,410","4,214,507","316,750","721,458","282,000","621,191","295,020","598,183","67,850","60,447","17,800","16,871","742,150","1,571,864","816,720","1,888,878",170,330,20,2,"190,820","308,905","895,450","2,618,838","890,520","2,601,887","6,740","16,950"
GA,5,"596,740","238,060","244,780","91,060","538,290","28,810","307,320","384,000","1,246,540","407,070","8,260","2,420",970,"4,870",30,"101,690","149,980","36,650,310","596,740","37,034,174","516,330","29,228,323","150,570","138,822","89,240","320,195","81,700","227,324","149,320","161,234","112,410","500,410","74,100","315,392","158,170","4,247,749","6,820","12,830","32,581","113,710","1,743,147","28,870","363,770","174,050","383,864","25,340","6,356","1,110","11,273","10,240","55,829","12,910","56,285","84,700","98,792","497,940","9,176,219","497,940","9,007,488","88,220","168,731","98,780","2,231,620","40,190","506,995","85,160","260,981","11,530","19,217","80,410","225,746","87,770","466,955","98,200","528,229","47,430","30,182","75,180","544,069","1,580","9,159","3,700","5,322","1,310","5,253","85,840","556,201","3,200","35,426","74,420","198,041","595,190","24,887,450","593,780","3,056,600",90,265,"14,260","31,343","271,390","602,102","21,780","4,192","35,820","20,790","48,120","60,070","46,980","7,849","217,050","493,714","5,470","8,657","61,820","167,314","14,480","142,540","18,810","181,526","19,030","18,653","582,830","3,444,525","6,840","2,782","4,920","2,007","58,190","103,283","33,400","30,233","2,920","4,164","532,830","2,454,497","550,700","2,659,599",130,227,0,0,"161,120","367,904","434,000","1,137,934","428,150","1,116,682","7,700","21,252"
GA,6,"369,390","99,300","226,780","33,630","334,860","17,540","197,390","221,820","865,690","270,260","3,340",740,590,"2,020",0,"45,750","109,540","31,992,345","369,390","32,280,744","318,130","24,292,107","130,670","140,283","82,350","347,994","76,010","251,567","133,380","167,037","73,230","481,345","69,160","406,259","122,010","4,245,840","6,010","7,770","21,101","84,420","1,717,140","26,430","445,701","106,870","288,399","17,820","4,783","1,160","13,416","8,220","53,510","8,370","44,144","43,800","50,886","284,010","5,987,515","284,010","5,860,302","62,990","127,212","85,380","2,112,145","25,480","349,770","76,340","326,249","7,920","14,489","75,530","238,047","77,420","524,795","85,090","578,139","41,570","24,713","70,410","563,410","1,400","7,660","4,000","4,373","1,580","6,328","75,030","544,479","2,410","28,935","59,100","200,107","368,900","23,587,008","368,190","3,081,435",200,649,"5,240","20,929","172,140","463,599","21,950","4,465","28,430","16,785","31,320","39,913",0,0,"145,760","389,253","2,920","5,266","43,770","128,503","3,430","31,937","6,260","57,625","7,490","9,925","363,040","3,204,640",0,0,0,0,"8,820","13,935","22,650","19,892",500,776,"358,610","2,617,837","361,990","2,778,633",170,137,20,5,"116,680","337,739","251,920","753,893","246,070","728,997","7,640","24,897"
GA,7,"557,860","84,470","439,850","24,790","508,580","26,970","307,060","259,380","1,475,670","478,760","2,310",460,530,"1,330",0,"37,860","169,400","75,916,708","557,860","76,623,637","490,320","56,592,661","275,420","384,301","195,590","1,188,010","183,110","896,155","294,920","455,572","120,670","1,394,785","170,600","1,795,228","199,690","9,578,553","10,990","9,380","28,635","121,570","2,969,734","69,020","1,944,486","190,870","706,929","35,580","9,882","4,930","75,539","19,000","161,001","17,380","96,628","69,010","80,810","361,210","8,280,563","361,210","8,098,522","86,020","182,041","196,640","5,785,092","34,320","532,034","183,830","1,278,427","11,530","23,749","183,760","742,601","183,060","1,622,788","196,290","1,752,784","98,900","55,098","170,780","1,700,694","3,400","18,716","12,040","11,017","6,440","28,202","179,580","1,617,179","5,630","80,633","124,950","666,530","557,490","61,018,629","556,990","9,315,790","1,180","4,575","3,660","27,841","306,650","860,461","61,490","21,632","54,620","31,600","50,560","65,415",0,0,"251,920","701,115","3,410","7,617","78,170","289,588",490,"4,656","4,090","34,845","6,390","13,549","551,070","8,890,261",0,0,0,0,"1,600","3,455","41,580","38,022",60,121,"554,680","8,455,396","555,650","8,824,447","5,720","1,845","1,940",773,"252,440","1,124,298","304,230","1,168,955","289,060","1,062,573","19,680","106,382"
GA,8,"182,010","17,390","158,300","4,660","168,410","8,820","120,370","54,470","529,240","189,680",170,30,40,100,0,"3,670","53,010","52,130,506","182,010","52,798,633","163,250","35,859,785","131,980","390,268","110,650","1,536,738","105,980","1,214,696","98,840","251,337","44,450","1,565,372","105,830","2,960,041","59,160","4,084,281","4,360","1,680","5,633","32,070","898,773","55,070","4,727,560","58,650","668,127","6,000","1,520","7,470","199,302","15,950","194,939","3,520","32,930",0,0,"73,850","1,740,652","73,850","1,701,208","18,430","39,444","108,160","4,300,016","5,960","150,206","103,170","1,534,747","4,720","11,458","102,480","666,435","103,650","1,017,735","108,100","1,108,179","48,160","27,718","94,650","1,345,269","1,850","13,498","9,200","5,582","9,810","70,301","101,620","1,501,599","4,440","89,505","71,560","939,263","181,930","45,109,215","181,880","8,892,787","3,080","18,140",680,"6,275","123,660","379,735","48,480","47,279","19,820","10,790",0,0,0,0,"86,910","253,372",570,"2,075","37,100","245,406",0,0,750,"6,575","1,480","6,034","180,020","8,596,057",0,0,0,0,60,147,0,0,0,0,"181,700","8,513,052","181,870","8,957,295","78,610","60,383","87,010","88,230","102,690","1,206,015","78,620","826,049","63,400","542,726","18,910","283,323"
GA,9,"28,650","2,590","25,160",620,"26,790","1,370","24,390","5,310","86,460","32,730",0,0,0,0,0,100,"8,760","19,286,361","28,650","19,625,337","25,130","10,611,838","25,890","227,099","22,610","824,770","21,950","667,675","13,860","95,619","7,800","607,912","23,350","2,026,587","7,750","593,862",930,90,369,"4,530","134,674","16,800","4,181,755","13,200","338,976",290,73,"3,070","135,338","5,840","88,786",710,"7,302",0,0,"6,540","153,779","6,540","149,827","1,840","3,952","22,110","1,884,673",270,"15,753","20,720","697,626","1,320","3,105","20,890","224,297","21,450","213,070","22,100","244,404","8,220","5,145","18,020","339,487",390,"4,605","2,330","1,016","4,840","60,267","21,280","1,167,322","2,250","54,887","14,430","428,572","28,640","16,820,397","28,640","4,271,359",680,"8,824",90,945,"17,850","92,074","13,800","48,707","2,290","1,342",0,0,0,0,290,348,80,468,"8,990","105,039",0,0,100,"1,022",190,"1,251","28,320","4,273,095",0,0,0,0,0,0,0,0,0,0,"28,620","4,179,285","28,640","4,454,687","20,230","62,550","24,570","98,207","15,430","662,696","13,050","470,377","6,810","206,297","7,170","264,081"
GA,10,"13,250","1,330","11,430",280,"12,350",670,"12,400","1,900","36,790","14,240",0,0,0,0,0,20,"4,550","39,275,990","13,250","39,584,146","11,250","11,404,499","12,840","795,176","11,570","2,453,307","11,280","2,076,003","8,230","270,795","3,660","600,153","12,100","12,002,867","3,390","268,671",650,10,70,"2,180","68,153","10,280","10,355,228","7,220","308,156",80,19,"1,740","111,558","3,610","56,439",300,"3,100",0,0,"1,910","44,240","1,910","43,038",560,"1,202","11,340","4,680,329",50,"4,810","10,550","1,296,753",760,"2,290","10,440","197,394","10,950","108,842","11,340","196,280","3,810","3,434","7,630","160,489",240,"4,120","1,110",505,"4,540","301,049","11,090","3,898,862","2,400","135,338","8,550","1,347,324","13,250","33,210,585","13,250","9,467,912","1,590","37,674",30,357,"9,460","250,452","8,420","163,135",530,355,0,0,0,0,0,0,30,750,"5,040","119,822",0,0,40,397,80,453,"13,140","10,195,103",0,0,0,0,0,0,0,0,0,0,"13,230","9,217,460","13,250","9,774,486","9,260","99,585","11,910","332,986","5,530","1,009,207","7,640","1,402,089","2,660","382,153","5,570","1,019,936"
HI,0,"694,860","355,350","249,260","73,070","588,070","60,570","357,660","376,260","1,275,470","365,850","15,760","6,060","1,730","7,980","1,500","81,630","200,370","46,863,938","691,260","47,432,508","558,320","31,939,264","244,160","367,779","140,730","1,011,736","129,590","741,525","109,730","209,693","112,720","1,829,751","118,820","2,828,154","166,920","5,705,371","5,380","19,960","118,162","109,190","1,785,516","34,060","1,652,537","148,390","568,570","13,900","3,527","5,150","122,886","19,530","141,255","12,950","60,638","42,590","43,218","586,120","9,737,439","586,120","9,504,531","122,070","232,908","96,780","3,138,952","16,980","336,858","82,090","947,705","12,120","14,660","84,900","255,946","88,870","662,810","96,140","752,580","17,670","13,477","80,650","1,367,391","2,120","25,801","12,780","9,605","4,070","52,836","75,710","492,625","4,130","79,393","83,090","541,512","562,010","34,967,484","558,870","5,703,525","1,230","13,528","4,430","6,251","251,300","544,292","40,390","37,889","27,170","14,755","31,910","33,962","49,980","10,204","166,390","363,911","7,310","29,473","83,490","294,157","9,430","62,919","10,580","67,356","9,780","7,347","651,000","6,605,003","96,910","209,045","82,960","185,196","73,550","134,052","26,370","22,623","4,260","5,122","490,390","5,159,233","524,210","5,580,067","11,640","16,575","16,880","85,325","150,030","676,528","514,250","1,680,768","490,860","1,324,519","29,620","356,247"
HI,1,"11,940","7,830","3,140",470,"7,030","2,950","7,190","1,850","16,710","2,110",60,30,0,30,0,210,"6,280","-824,994","8,340","-815,674","2,150","74,544","3,760","16,878","2,240","15,153","1,980","9,537",440,"1,265","4,340","-60,774","3,150","133,830","1,660","24,639",460,90,483,20,52,"1,660","-282,982","2,110","9,320",50,12,20,652,700,"4,004",70,264,400,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,705,20,667,80,38,30,68,0,0,0,0,0,0,0,0,20,15,0,0,"1,410","3,373",550,"4,515",590,"4,321",0,0,"4,290","22,574",870,830,460,503,290,509,320,288,350,513,80,637,"1,620","4,420",40,74,0,0,980,"1,736","3,780","19,870","3,360","13,955",520,"5,915"
HI,2,"81,910","67,860","7,760","4,790","67,240","8,020","35,670","34,880","81,020","14,060","6,180","2,280",90,"3,810",530,"6,980","23,390","395,972","81,910","409,147","52,790","294,805","16,200","6,819","7,760","10,214","6,870","6,603","1,150","1,000","12,090","44,690","6,070","5,656","12,260","60,929",550,600,"2,214",290,"1,257","1,100","-6,620","11,710","13,175",120,26,50,414,"1,280","5,269",250,800,"1,300","1,125","80,280","931,027","80,280","899,094","18,000","31,933","1,620","38,999","1,160","18,988",450,"1,473",820,441,"1,010","2,825","1,250","3,431","1,480","4,250",190,98,830,"12,293",30,355,110,103,50,46,760,789,50,577,140,194,"2,390","5,137","1,680",419,0,0,280,86,350,51,180,7,0,0,30,9,20,5,100,27,0,0,"10,170","8,464","1,220","8,327","1,290","8,191",60,40,"62,100","53,595","23,730","22,347","19,050","19,099","5,820","3,968","1,960","1,624",680,638,"1,510",368,"12,360","9,148",0,0,0,0,"7,840","4,187","57,070","48,676","56,490","46,513",750,"2,163"
HI,3,"116,790","81,220","16,610","16,040","100,000","9,040","54,110","75,410","172,340","47,810","3,650","1,640",290,"1,710",600,"20,880","28,020","2,042,017","116,790","2,076,604","90,960","1,566,011","21,060","13,368","10,390","23,141","9,320","15,086","2,600","2,522","18,020","160,001","8,320","15,725","20,700","251,096",690,"2,710","14,344","9,160","17,633","1,990","4,451","20,700","34,587",550,121,120,"1,029","2,260","9,637",960,"3,246","4,480","3,840","113,620","1,661,866","113,620","1,625,169","20,290","36,697","3,170","81,188","2,010","37,110","1,260","3,205","1,480",950,"2,150","5,408","2,630","7,572","3,040","9,185",480,349,"1,800","25,576",50,555,210,136,70,172,"1,820","4,583",130,"1,675","6,240","4,965","77,750","468,179","76,760","46,920",20,23,790,263,"27,700","9,356","1,080",88,860,302,"4,760","2,317","12,050","2,141","10,460","4,321",270,121,"15,150","28,141","3,060","21,208","3,170","20,554","2,940","1,476","108,170","287,173","35,470","107,477","30,470","95,437","22,540","39,275","4,370","3,508","1,650","1,743","59,360","37,564","70,630","68,008",0,0,0,0,"11,800","14,324","100,530","233,230","99,450","229,946","1,520","3,284"
HI,4,"176,060","104,270","36,980","28,820","153,070","12,580","81,010","120,800","301,150","89,780","3,630","1,590",600,"1,440",370,"30,830","36,110","6,453,329","176,060","6,523,659","154,200","5,418,421","39,130","23,691","19,150","46,723","17,300","30,922","11,390","11,482","20,640","197,169","15,420","39,690","28,540","549,994",930,"5,400","33,998","24,060","167,200","3,440","19,662","32,510","70,330","2,250",534,340,"2,833","3,070","16,304","3,280","12,190","13,460","13,043","167,490","2,619,907","167,490","2,577,572","22,990","42,335","8,570","205,205","3,430","60,882","5,680","16,652","2,300","2,101","6,380","15,042","7,440","27,610","8,420","32,151","1,720","1,121","5,810","81,246",210,"2,610",580,445,130,581,"5,790","20,630",270,"3,178","14,980","25,946","174,390","3,596,447","173,350","391,592",20,113,"1,760","1,119","72,580","83,938","4,290",457,"4,910","2,741","9,090","8,690","29,920","6,659","46,520","63,197","1,130","1,349","14,710","37,827","3,420","21,329","3,480","21,732","4,050","2,321","172,010","695,951","35,780","77,955","32,130","69,806","33,420","68,773","5,790","4,533","1,250","1,647","135,540","307,654","142,290","349,841",20,24,0,0,"23,770","34,914","151,290","379,805","149,160","373,016","2,900","6,788"
HI,5,"106,070","50,720","39,560","12,630","90,150","8,700","55,760","61,510","205,000","59,660","1,230",350,270,610,0,"12,260","31,320","6,512,685","106,070","6,579,284","89,540","5,016,029","39,970","29,906","21,420","65,856","19,520","45,419","18,290","21,446","15,660","171,376","16,870","66,254","27,610","779,612",720,"4,090","26,455","22,490","338,023","3,510","34,360","25,150","66,599","3,250",792,420,"4,392","2,440","15,199","2,930","12,851","9,880","10,515","92,390","1,636,822","92,390","1,600,111","19,720","36,711","13,670","334,641","3,310","64,088","10,890","44,448","2,300","2,462","11,450","25,415","12,410","63,705","13,570","70,167","2,720","1,838","10,820","147,064",400,"4,768","1,300","1,088",240,824,"9,760","36,079",460,"4,986","13,390","34,820","105,660","4,497,644","105,410","552,573",10,23,830,"1,465","43,340","93,477","5,840",920,"4,320","2,284","5,660","6,713","7,980","1,399","32,170","76,507","1,180","2,822","10,900","33,159",960,"6,218","1,210","7,668","1,450","1,188","104,420","659,474","1,060",436,860,351,"9,040","17,088","3,940","3,451",290,511,"95,520","459,096","97,960","496,140",10,10,0,0,"25,590","50,990","80,130","212,756","77,240","201,895","3,680","10,860"
HI,6,"68,310","21,550","39,790","5,520","57,600","6,090","39,270","35,500","154,620","46,620",500,110,180,220,0,"5,640","23,530","5,923,958","68,310","5,980,132","56,800","4,307,309","33,440","28,393","18,870","73,327","17,370","51,214","19,150","24,689","11,960","160,699","15,170","86,129","22,790","843,728",550,"3,110","17,979","17,450","344,925","3,480","52,599","16,190","56,174","2,020",523,470,"5,917","1,920","13,585","1,960","10,297","4,980","5,483","54,070","1,109,429","54,070","1,080,863","14,420","28,566","14,230","376,889","2,460","46,156","12,220","66,877","1,710","2,160","12,550","29,011","13,020","86,773","14,190","94,060","2,820","1,930","12,040","176,737",360,"3,756","1,640","1,366",270,977,"10,870","44,081",520,"5,675","11,280","37,974","68,170","4,386,516","68,030","577,206",20,94,330,"1,188","31,220","86,143","5,520","1,146","4,220","2,315","4,500","5,783",0,0,"24,600","69,151","1,120","3,588","8,260","29,343",180,"1,079",410,"2,441",590,722,"67,550","624,750",0,0,0,0,"1,930","3,344","3,320","2,969",30,54,"65,700","491,063","66,350","524,030",20,13,0,0,"20,480","53,344","47,640","152,557","44,860","139,637","3,560","12,920"
HI,7,"103,580","17,690","80,450","4,080","87,280","10,010","62,440","40,170","266,720","82,820",470,60,250,160,0,"4,570","38,070","14,037,525","103,580","14,174,824","87,250","9,742,544","65,410","78,804","41,510","229,120","38,760","166,287","44,380","72,325","21,550","443,904","35,000","381,860","40,240","2,109,500",980,"3,610","20,410","26,960","661,950","9,400","256,533","29,890","137,299","5,000","1,351","1,570","26,940","4,160","34,455","2,920","15,739","8,090","8,768","65,700","1,485,830","65,700","1,440,803","21,240","45,027","37,880","1,206,606","3,770","78,947","34,940","302,805","2,610","4,416","34,920","94,271","35,410","311,897","37,840","336,273","7,320","5,796","34,060","593,775",670,"7,364","5,370","3,946","1,110","5,102","31,280","152,550","1,520","17,360","24,090","127,402","103,460","11,187,684","103,360","1,697,012",210,"1,107",300,"1,621","56,720","168,930","14,190","4,807","10,240","5,668","7,880","10,450",0,0,"42,990","124,338","2,410","12,107","15,320","74,701",50,243,350,"2,034",540,"1,058","102,610","1,673,344",0,0,0,0,510,"1,095","6,670","6,250",10,16,"102,550","1,528,082","102,810","1,612,340",710,173,370,153,"44,760","191,020","58,520","248,566","51,430","198,899","8,970","49,667"
HI,8,"25,740","3,520","21,380",590,"21,860","2,700","18,290","5,670","66,800","19,800",60,0,60,0,0,270,"11,350","7,204,488","25,740","7,327,223","21,150","4,019,106","21,010","60,258","15,880","235,660","15,110","181,969","10,350","31,051","7,020","455,922","15,160","666,224","11,440","907,512",370,340,"2,077","7,390","212,842","6,810","551,201","8,070","122,735",630,160,"1,640","53,500","2,720","29,529",450,"3,929",0,0,"11,230","261,578","11,230","251,299","4,760","10,279","14,510","596,641",790,"25,285","13,710","255,556",740,"1,782","13,530","55,466","13,710","132,171","14,500","150,316","2,120","1,682","12,850","269,812",290,"4,282","2,900","2,059","1,350","10,501","12,610","104,775",800,"23,533","10,550","142,744","25,730","6,201,825","25,720","1,201,252",530,"3,483",60,471,"16,490","55,661","7,190","7,808","2,370","1,300",0,0,0,0,"9,510","26,335",980,"6,795","6,040","55,889",0,0,70,415,130,460,"25,450","1,232,727",0,0,0,0,0,0,0,0,0,0,"25,690","1,145,591","25,720","1,230,599","8,220","5,954","12,560","17,654","12,940","166,628","12,710","165,864","8,010","77,518","5,740","88,346"
HI,9,"3,210",480,"2,590",90,"2,760",350,"2,750",400,"8,130","2,360",0,0,0,0,0,0,"1,590","2,121,635","3,210","2,160,288","2,550","896,163","2,970","27,780","2,440","102,637","2,330","81,400","1,280","12,809","1,020","155,119","2,530","366,487","1,250","123,996",70,30,202,980,"29,559","1,750","374,145","1,430","38,653",30,8,390,"19,138",690,"8,918",100,903,0,0,"1,030","23,901","1,030","22,840",500,"1,061","2,180","139,397",50,"4,069","2,050","96,853",120,265,"2,030","14,651","2,100","20,565","2,170","24,173",220,303,"1,800","44,477",60,"1,374",520,347,490,"10,904","1,950","39,331",220,"12,505","1,610","50,161","3,200","1,910,617","3,200","473,007",150,"1,954",0,0,"1,990","14,577","1,390","5,208",200,121,0,0,0,0,20,20,170,"1,650","1,050","14,701",0,0,0,0,0,0,"3,160","501,850",0,0,0,0,0,0,0,0,0,0,"3,200","458,430","3,200","495,717","1,920","5,318","2,800","16,722","1,430","70,339","1,760","75,261",680,"22,694","1,270","52,567"
HI,10,"1,260",200,"1,000",40,"1,100",140,"1,170",80,"2,980",830,0,0,0,0,0,0,700,"2,997,323","1,260","3,017,021",950,"604,332","1,220","81,882","1,060","209,905","1,010","153,088",720,"31,104",440,"101,645","1,130","1,066,299",430,"54,365",50,0,0,400,"12,075",910,"649,188",640,"19,698",0,0,130,"8,071",310,"4,355",40,419,0,0,310,"7,079",310,"6,780",150,299,950,"159,386",10,"1,333",900,"159,836",40,83,880,"13,857",920,"9,086",950,"32,005",90,360,650,"16,411",30,737,170,115,370,"23,729",880,"89,807",160,"9,904",820,"117,306","1,260","2,713,435","1,260","762,839",250,"6,064",0,0,880,"32,091",720,"17,448",40,24,0,0,0,0,0,0,70,"1,041",480,"8,559",0,0,0,0,10,82,"1,240","853,565",0,0,0,0,0,0,0,0,0,0,"1,250","730,748","1,260","789,824",690,"5,009","1,150","50,796",440,"89,046",810,"144,183",190,"20,446",700,"123,737"
ID,0,"783,400","340,090","354,600","79,840","711,550","36,370","385,700","460,360","1,615,770","524,990","22,510","1,870",80,"20,560",440,"93,750","208,140","49,730,325","780,560","50,415,355","638,070","32,865,583","222,700","528,094","128,360","1,034,732","118,460","763,351","88,910","129,604","131,130","1,507,629","133,470","3,797,547","185,710","5,365,796","19,770","27,370","92,648","121,840","1,757,822","62,960","4,185,220","202,260","685,030","15,150","3,836","3,520","76,136","30,950","194,710","16,140","84,782","73,700","76,463","699,970","12,447,052","699,970","12,188,724","130,220","258,328","70,110","2,482,765","20,260","317,406","57,150","627,574","11,660","19,808","63,330","251,823","65,280","478,538","69,740","514,444","12,200","6,995","55,350","603,676","1,880","9,456","5,830","5,166","3,940","61,470","59,770","867,785","2,600","78,449","110,790","924,317","616,240","36,271,106","613,580","5,970,194",860,"10,116","23,300","34,673","302,970","800,056","38,380","151,368","29,630","15,942","46,330","43,336","60,790","11,907","210,070","519,782","3,410","14,207","101,100","300,218","44,630","362,767","47,540","396,848","27,370","23,775","728,920","6,511,013","128,030","293,894","110,630","255,328","110,630","222,532","38,340","32,819","15,530","16,199","511,530","5,170,146","562,230","5,631,057","10,370","17,458","16,590","90,448","178,700","896,315","572,540","1,758,990","557,370","1,495,494","20,380","263,496"
ID,1,"13,320","6,740","5,940",410,"9,770","1,950","9,470","2,720","22,840","4,050",110,20,0,90,0,220,"7,830","-1,610,394","10,470","-1,597,533","3,110","98,748","5,170","25,361","2,770","26,554","2,520","19,422",430,"1,516","4,580","-54,547","4,710","241,650","2,760","39,392","2,050",90,324,0,0,"2,940","-385,772","2,700","12,861",40,9,20,295,910,"3,969",70,365,420,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,712,30,688,210,52,50,43,0,0,0,0,0,0,0,0,40,31,0,0,"1,760","4,184","1,510","16,052","1,560","15,535",0,0,"5,550","24,675","1,110","1,695",710,"1,116",580,"1,390",430,395,980,"1,053",210,669,"2,140","5,340",40,127,0,0,"1,270","2,428","4,970","21,748","4,700","18,365",370,"3,383"
