STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
ME,9,"4,980",660,"4,180",90,"4,780",140,"4,360",750,280,"12,800",0,0,0,0,0,20,"2,190","3,350,808","4,980","3,403,315","4,060","1,473,923","4,520","29,152","3,850","169,274","3,760","137,710",90,395,"1,420","140,982","4,100","697,810","1,140","93,149","1,020","62,171",50,90,991,"1,220","38,223","2,580","621,510","2,320","52,507",70,17,470,"18,024","1,070","15,224",150,"1,609",0,0,"2,180","1,116","2,820","69,192","2,820","67,288",870,"1,904","2,160","121,023",50,"3,633","2,080","93,678",80,169,"1,960","25,520","2,160","21,456","2,160","21,492",940,"1,030","1,660","26,589",60,520,130,69,0,0,340,"4,428","1,990","59,336",120,"4,257","3,270","88,427","4,980","3,070,657","4,980","736,710",140,"2,538",50,330,"2,840","13,687","2,530","5,723",0,0,0,0,0,0,0,0,240,861,"1,490","18,095",0,0,50,331,"4,930","685,527",0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,12,0,0,670,"2,043","4,980","723,023","4,980","779,153","2,810","8,414","4,520","26,873","3,000","153,137","1,970","58,680",930,"19,596","1,220","39,085"
ME,10,"2,160",340,"1,750",50,"2,090",40,"2,060",220,110,"5,410",0,0,0,0,0,0,"1,060","6,500,618","2,160","6,533,504","1,730","1,305,021","2,060","104,460","1,840","333,620","1,800","291,135",40,254,590,"104,998","2,000","2,669,463",430,"66,510",410,"21,379",40,30,457,530,"17,112","1,510","1,706,258","1,140","32,886",20,5,200,"10,863",630,"9,713",60,598,0,0,670,344,840,"20,556",840,"19,898",300,658,"1,320","351,103",10,"1,860","1,280","273,977",30,69,"1,110","22,301","1,320","13,071","1,320","13,461",470,715,790,"12,596",40,403,70,30,0,0,390,"42,032","1,250","273,113",120,"4,524","1,640","323,289","2,150","5,804,377","2,150","1,595,838",450,"8,299",0,0,"1,480","38,503","1,320","16,925",0,0,0,0,0,0,0,0,90,487,700,"12,494",0,0,10,111,"2,130","1,580,920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,250,740,"2,150","1,557,335","2,160","1,660,299","1,150","10,524","2,000","77,943","1,120","254,707","1,030","174,225",320,"44,923",820,"129,302"
MD,0,"3,050,240","1,564,860","943,340","434,520","2,778,280","147,590","1,521,360","1,902,630","127,570","5,475,670","33,300","16,960",270,"16,060","4,910","413,130","779,440","296,871,013","3,018,030","299,767,762","2,419,050","193,381,108","973,310","1,501,128","641,960","6,427,886","612,640","4,753,160","193,710","280,891","639,960","7,715,307","644,280","30,080,616","287,260","7,960,130","587,350","21,357,005","10,550","225,030","3,044,074","437,650","8,310,958","153,160","17,655,158","672,440","2,896,749","67,950","17,550","26,530","797,840","61,010","548,276","43,570","234,376","86,200","80,587","843,130","302,447","2,384,810","41,033,252","2,384,810","40,188,101","419,180","845,151","613,410","20,716,353","128,280","2,143,251","573,080","8,534,519","32,700","56,938","527,440","3,035,144","608,110","5,217,936","611,160","5,208,125","58,450","62,176","496,060","5,490,907","11,910","83,709","43,020","53,663","71,630","163,406","17,380","206,466","508,870","6,745,252","27,030","573,650","504,100","3,661,483","2,500,830","236,613,004","2,489,500","44,934,793","3,830","67,539","35,130","47,948","738,420","944,774","218,620","244,911","19,980","34,552","153,000","158,972","139,980","25,130","252,940","197,902","51,420","71,056","446,630","1,556,456","95,150","503,080","97,110","514,265","2,878,250","50,265,438","505,600","979,575","392,560","705,656","697,330","2,001,886","107,430","93,627","65,760","57,130","10,830","46,574","132,090","293,769","10,280","50,117","217,450","370,708","2,195,430","5,667,627","2,418,720","43,990,025","2,568,730","46,822,530","152,160","266,236","160,720","819,004","825,750","5,301,573","2,136,430","8,708,175","2,080,470","6,796,352","71,980","1,911,824"
MD,1,"51,900","34,930","8,330","6,560","39,470","5,170","21,150","29,120","1,230","79,520",440,360,0,80,0,"5,950","16,790","-2,200,521","19,710","-2,165,925","6,550","353,224","7,330","29,256","5,060","39,431","4,630","28,202",520,"1,229","11,070","-308,748","7,230","181,064","1,620","32,387","2,330","40,570",820,"1,590","22,219",60,259,"4,800","-757,166","4,840","34,596",160,38,70,"1,769","1,100","8,783",220,"1,186",740,907,"8,550","2,689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,"1,537",70,"1,489",260,124,100,147,0,0,0,0,10,5,20,24,20,11,0,0,"2,600","7,708","2,410","21,313","2,520","20,997","31,750","170,189","5,320","10,318","4,920","9,301","9,290","33,395","1,430","1,328","2,100","1,535",810,"8,492",40,116,800,"9,226","11,890","21,811","37,580","84,850",290,"1,390","3,650","11,509",270,330,0,0,"1,390","3,935","31,160","162,571","30,550","143,078",870,"19,493"
MD,2,"330,210","277,940","17,340","28,940","281,590","25,360","151,410","194,240","7,290","324,770","5,920","3,190",20,"2,710","1,520","39,220","52,970","1,605,101","330,190","1,648,235","204,120","1,165,847","40,740","13,303","25,130","27,605","23,410","18,631","2,090","2,076","95,660","275,388","24,430","24,578","10,500","42,519","23,480","114,429",480,"10,980","79,530","1,400","5,926","2,900","-27,241","83,680","43,134",470,103,100,393,"1,910","6,656",630,"2,273","2,330","2,413","43,090","10,630","325,870","3,854,590","325,870","3,779,022","40,390","75,568","4,290","90,459","2,770","45,492","1,790","5,096","1,630",748,"2,640","12,733","3,860","15,654","3,950","16,117",250,353,"2,220","22,018",50,482,100,81,430,"1,254",80,368,"2,200","3,565",110,697,"1,230",268,"10,600","26,168","8,360","3,158",0,0,790,338,"1,970",205,"1,450",50,0,0,200,81,70,17,50,22,0,0,"79,460","49,905","6,910","46,567","7,170","46,559","243,330","450,009","120,780","154,463","116,440","129,799","34,280","112,773","9,760","8,632","5,820","2,898","2,350","14,706","2,670","4,199","2,190","16,645","33,920","55,504","164,340","326,135","7,910","2,957","89,440","54,476",30,23,0,0,"47,160","21,696","235,470","417,158","234,400","414,418","1,420","2,740"
MD,3,"464,970","324,950","38,980","89,650","426,610","21,710","214,580","356,280","13,450","661,000","8,650","4,910",40,"3,700","2,410","102,160","88,960","7,998,909","464,970","8,127,116","332,270","5,421,187","68,300","29,269","34,610","64,584","32,390","43,221","6,310","6,956","114,670","749,501","37,300","76,296","21,780","168,373","56,240","655,709",820,"69,070","901,652","38,190","85,560","6,540","-8,856","103,030","128,207","2,230",514,320,"2,321","3,890","13,293","2,840","10,423","6,880","7,396","97,180","26,453","450,560","6,749,933","450,560","6,629,560","63,780","120,373","14,380","303,419","8,900","124,260","8,700","16,768","4,170","2,699","9,250","40,687","13,690","55,905","13,910","57,704","1,260","1,743","7,780","69,177",210,"1,284",400,346,"1,880","5,145",160,460,"9,620","37,190",640,"5,981","42,730","28,028","297,970","1,601,441","294,150","161,216",10,114,"2,660","1,111","72,440","22,590","4,060",202,580,225,"25,960","12,924","31,910","5,411","10,520","3,416",850,276,"89,470","150,572","21,260","114,188","20,800","108,269","432,480","1,420,294","238,140","511,740","186,510","408,013","98,790","306,452","22,750","19,636","18,110","11,362","3,050","8,691","11,330","26,561","2,920","8,718","49,710","80,718","359,830","799,802","255,360","138,627","309,660","293,212",60,62,0,0,"55,260","69,630","396,260","1,192,277","394,510","1,185,907","2,670","6,369"
MD,4,"635,440","379,450","85,760","144,650","587,510","26,310","298,010","474,840","22,070","1,049,080","10,670","6,280",80,"4,320",970,"128,780","127,450","23,336,543","635,440","23,556,829","536,410","18,593,635","117,600","51,810","58,360","126,119","54,680","84,969","24,380","29,586","110,480","711,644","62,820","193,723","33,260","355,013","90,880","1,737,298","1,380","69,650","1,067,655","83,070","651,602","11,900","40,383","110,140","220,286","7,910","1,897",780,"7,683","6,660","27,471","8,630","35,290","19,390","20,779","172,250","51,177","581,810","9,315,515","581,810","9,167,873","76,670","147,641","53,620","1,203,331","25,210","331,624","45,200","122,718","6,520","7,722","35,980","146,392","52,440","268,144","53,020","276,241","6,420","9,038","32,630","273,932",810,"5,333","1,770","2,593","11,400","28,649",430,"1,449","41,090","242,007","3,350","36,333","75,280","118,727","627,620","12,720,951","624,020","1,384,523",30,208,"14,480","9,828","184,720","111,796","12,570",973,"3,750","5,226","45,090","48,882","89,720","16,499","54,790","35,092","5,560","3,780","70,130","170,319","40,030","191,866","38,770","188,562","617,490","2,708,425","136,860","300,405","84,460","158,431","156,970","470,728","26,740","22,632","26,150","19,707","1,930","5,412","27,540","69,206","1,780","6,069","44,450","72,350","579,510","1,376,794","598,320","1,272,728","606,600","1,452,733",130,125,20,2,"117,540","174,629","514,430","1,429,127","511,150","1,415,737","4,670","13,390"
MD,5,"431,460","239,440","96,630","72,190","396,280","18,800","213,790","293,900","18,390","735,080","4,260","1,590",50,"2,630",20,"61,590","114,400","26,627,724","431,460","26,836,604","365,510","20,944,542","122,790","66,531","69,210","189,475","65,250","129,204","44,730","57,774","71,690","489,056","69,980","308,367","36,650","506,780","89,430","2,557,176","1,260","26,050","360,371","75,470","1,228,764","12,440","87,839","86,590","208,880","11,620","2,840","1,050","12,630","6,130","32,596","8,660","38,694","22,350","22,664","133,170","43,552","341,830","5,867,801","341,830","5,746,675","62,240","121,126","89,620","2,108,952","27,970","381,617","83,710","351,419","4,770","8,046","71,600","289,067","88,640","617,727","89,290","621,255","9,820","12,294","67,530","554,954","1,570","9,539","3,910","5,887","24,180","55,409",590,"1,956","69,380","431,361","4,160","45,049","58,350","130,497","429,950","18,517,128","429,000","2,277,337",40,267,"8,530","12,326","102,150","90,691","18,660","1,820","3,100","6,313","28,180","33,552","18,260","3,179","42,670","34,465","7,980","7,706","42,040","123,082","14,780","81,253","15,690","86,009","424,720","2,954,665","4,500","2,649",230,112,"90,960","275,330","14,500","12,909","8,260","9,962",820,"2,672","15,900","42,850",810,"2,741","29,770","47,989","403,210","983,118","425,440","2,186,646","426,710","2,323,791",160,158,10,5,"111,680","231,556","318,650","860,948","314,930","843,228","5,330","17,720"
MD,6,"300,430","135,100","108,760","41,210","275,230","13,250","156,150","188,860","14,440","564,260","1,740",320,30,"1,390",0,"32,990","94,550","26,065,828","300,430","26,242,350","252,180","19,778,130","116,690","75,685","70,100","239,893","66,420","164,778","46,810","61,314","53,840","428,316","68,860","421,129","36,150","646,857","77,750","2,856,090","1,130","15,960","215,626","63,580","1,343,890","12,240","132,451","60,660","176,522","10,310","2,589","1,270","17,382","5,240","33,235","5,140","30,316","11,340","7,676","94,160","35,230","202,530","3,959,052","202,530","3,861,498","47,640","97,554","97,900","2,475,349","21,880","328,509","93,790","552,236","3,350","6,961","84,130","359,964","97,070","829,413","97,610","822,026","9,960","10,467","80,250","692,637","1,810","10,856","5,340","7,126","26,130","63,011",770,"2,269","77,710","504,710","3,740","42,172","51,760","129,229","299,620","19,487,751","299,150","2,694,374",80,612,"3,940","8,279","71,050","70,388","20,970","2,544","2,470","5,383","17,260","19,244",0,0,"33,240","28,625","7,950","9,319","31,660","104,618","5,750","28,302","6,180","32,781","297,420","3,158,533",0,0,0,0,"66,300","200,518","9,630","8,027","2,980","5,252",590,"3,034","11,780","32,499",580,"3,210","17,420","28,061","244,570","690,460","297,940","2,623,986","298,530","2,744,706",270,165,20,5,"93,040","254,787","206,710","666,990","202,610","644,591","5,640","22,399"
MD,7,"559,170","143,100","351,710","44,050","514,340","24,740","294,360","290,370","31,650","1,293,700","1,450",270,60,"1,120",0,"37,480","186,610","77,792,048","559,170","78,360,445","480,320","58,375,475","293,660","255,349","201,280","1,050,633","192,410","736,347","57,190","85,100","113,830","1,473,351","195,830","2,215,607","89,160","2,429,592","166,190","7,886,907","2,690","25,160","320,506","121,330","3,207,129","38,660","774,603","137,330","568,397","25,310","6,984","5,840","99,085","13,750","110,821","13,920","82,535","23,190","18,752","200,460","87,468","348,430","7,996,487","348,430","7,800,563","89,590","195,924","210,740","6,233,460","33,280","629,710","203,570","1,947,216","6,330","15,786","189,490","988,865","209,820","2,014,785","210,560","1,991,823","20,010","18,328","181,000","1,942,664","4,280","25,615","15,850","21,427","7,620","9,938","3,320","12,531","179,310","1,477,345","8,290","118,726","140,730","473,997","558,530","63,018,625","558,020","9,882,372",360,"3,664","3,720","12,163","174,890","187,055","70,930","13,598","6,510","13,177","36,310","44,284",0,0,"75,760","65,973","19,000","27,832","71,990","297,342","4,010","19,591","5,060","26,193","555,820","10,362,979",0,0,0,0,"161,430","453,251","22,630","20,463","2,340","6,414",830,"2,087","38,290","87,044",810,"2,319","30,240","64,252","363,000","1,273,404","557,150","9,695,317","557,570","10,044,709","13,700","3,509","4,930","1,251","235,360","1,016,236","322,530","1,328,518","309,310","1,232,438","17,840","96,081"
MD,8,"231,070","25,380","196,370","6,300","214,230","10,590","134,020","68,030","15,970","637,580",170,40,0,120,0,"4,830","79,840","65,469,508","231,070","66,186,396","203,300","45,564,089","164,910","280,402","139,710","1,711,428","135,630","1,231,474","10,430","23,257","55,560","2,172,541","138,380","4,800,880","47,880","2,338,191","71,020","4,682,011","1,460","5,940","69,419","45,490","1,456,395","39,210","2,663,335","64,870","716,888","9,360","2,439","10,120","280,027","13,240","155,006","2,790","25,435",0,0,"83,000","39,547","119,070","2,927,060","119,070","2,851,789","33,700","75,272","112,000","4,158,699","7,730","259,854","107,180","2,229,992","4,440","11,177","105,350","796,871","111,770","1,109,284","111,970","1,111,588","9,500","8,229","99,900","1,479,160","2,250","16,819","12,170","13,887",0,0,"5,270","29,664","100,690","1,121,670","4,090","122,120","103,110","704,129","231,000","57,640,819","230,910","11,128,498",640,"10,651",680,"3,239","103,670","118,466","64,780","32,037","3,510","4,182",0,0,0,0,"35,880","30,286","8,830","17,010","43,500","320,827",0,0,820,"4,260","229,960","10,842,136",0,0,0,0,"79,220","149,348",0,0,0,0,390,"1,221","24,540","31,294",360,"1,063",50,23,"39,960","122,738","230,820","11,010,032","231,010","11,586,564","104,780","74,600","114,700","132,223","139,700","1,514,491","90,520","760,861","74,520","502,627","19,680","258,235"
MD,9,"30,960","3,130","26,800",660,"29,150","1,200","24,530","5,100","2,140","88,430",0,0,0,0,0,120,"12,010","20,806,891","30,960","21,170,970","26,490","11,253,152","27,310","141,318","25,360","871,566","24,870","646,251",880,"6,647","8,990","855,024","25,910","3,163,201","7,170","601,729","7,400","605,704",300,490,"5,555","6,330","229,464","13,980","3,161,118","13,180","364,079",460,114,"4,020","177,009","5,020","80,773",500,"5,491",0,0,"8,670","4,370","11,290","279,116","11,290","269,957","4,050","9,159","19,670","1,047,627",470,"32,662","18,510","936,656","1,030","2,408","18,550","210,967","19,630","195,431","19,670","197,974",930,"1,192","16,540","298,198",530,"6,926","2,350","1,788",0,0,"3,010","30,507","18,180","397,434","1,180","79,704","19,770","332,506","30,940","19,151,885","30,940","4,760,789",580,"8,910",70,422,"17,120","52,108","15,630","27,130",50,27,0,0,0,0,20,12,930,"3,015","9,720","129,097",0,0,80,483,"30,760","4,701,658",0,0,0,0,90,91,0,0,0,0,50,225,0,0,30,86,0,0,"2,480","7,333","30,910","4,708,681","30,950","5,064,073","22,110","67,044","27,430","138,567","18,280","769,410","12,500","402,097","6,070","135,052","7,370","267,045"
MD,10,"14,630","1,440","12,650",320,"13,890",460,"13,350","1,900",940,"42,240",0,0,0,0,0,20,"5,870","49,368,982","14,630","49,804,742","11,910","11,931,827","13,980","558,205","13,150","2,107,152","12,950","1,670,083",370,"6,952","4,170","869,234","13,540","18,695,771","3,110","838,689","2,630","221,111",210,150,"1,541","2,740","101,969","10,490","11,588,692","8,110","435,760",130,32,"2,950","199,541","4,100","79,642",250,"2,733",0,0,"2,610","1,331","3,430","83,698","3,430","81,164","1,140","2,534","11,190","3,095,057",70,"9,523","10,620","2,372,418",450,"1,391","10,450","189,598","11,190","111,593","11,190","113,397",310,532,"8,200","158,167",390,"6,855","1,130",528,0,0,"3,740","127,262","10,690","2,529,970","1,480","122,868","11,150","1,744,102","14,610","44,448,236","14,610","12,640,989","2,020","41,624",20,118,"10,320","291,328","9,570","166,557",30,19,0,0,0,0,0,0,330,"2,118","6,060","202,986",0,0,30,152,"14,550","13,496,550",0,0,0,0,0,0,0,0,0,0,10,34,0,0,10,40,0,0,970,"2,993","14,590","12,349,661","14,620","13,246,757","10,660","120,220","13,610","546,951","6,360","1,245,203","8,200","1,487,628","2,440","279,276","6,500","1,208,352"
MA,0,"3,551,710","1,945,850","1,155,350","367,640","3,309,470","139,590","1,992,340","2,091,370","162,530","6,061,920","46,640","21,890",80,"24,660","7,190","374,300","958,050","451,764,561","3,516,280","456,059,403","2,846,540","263,456,696","1,426,570","3,190,331","929,290","13,180,873","887,840","9,847,672","92,160","65,559","580,330","13,791,832","910,970","81,691,787","393,750","11,053,571","619,350","18,635,539","4,580","557,070","8,607,783","531,780","9,674,629","188,280","28,726,076","756,960","4,294,842","81,720","21,309","41,500","1,176,941","92,960","906,505","51,090","286,875","145,880","143,332","1,233,890","445,332","3,064,370","52,720,413","3,064,370","51,501,019","598,600","1,219,393","429,950","20,139,593","79,170","1,866,067","397,160","8,942,162","28,670","41,534","383,740","3,416,271","427,290","3,760,454","428,730","3,786,348","235,640","114,890","348,980","4,470,234","8,090","78,879","17,290","23,404","30,560","71,136","23,410","888,214","336,460","8,406,945","21,540","492,864","685,110","5,078,961","2,995,340","378,792,831","2,978,150","79,035,908","9,110","286,085","76,600","94,787","884,000","1,666,818","352,490","800,016","19,320","31,614","189,360","215,448","130,150","22,898","244,260","180,752","69,280","93,283","466,750","2,113,045","181,030","764,168","193,110","754,445","3,364,560","86,477,832","445,170","763,620","335,220","555,081","677,380","1,836,748","123,860","113,615","116,770","133,848","6,310","18,190","109,930","208,877","5,810","18,580","227,230","381,279","2,529,080","6,167,164","2,904,490","77,369,094","2,993,660","83,026,722","236,510","598,745","261,470","2,684,541","947,760","9,237,128","2,486,610","12,626,568","2,396,580","7,727,384","114,110","4,899,184"
MA,1,"57,310","40,080","9,270","6,360","45,430","6,310","25,430","29,130","1,240","86,280","1,220","1,080",0,140,30,"4,540","20,230","-2,307,328","21,890","-2,273,318","6,520","348,420","10,140","43,000","6,800","49,586","6,200","35,791",340,711,"8,940","-196,334","9,580","300,593","2,190","32,136","2,780","29,791",310,"2,600","46,800",50,302,"5,070","-939,123","5,100","34,010",130,32,80,"1,741","1,320","11,960",220,"1,299","1,000","1,270","8,880","2,793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,"3,452",60,"3,270",240,109,90,501,0,0,0,0,20,12,0,0,20,9,0,0,"2,670","10,115","1,830","10,712","1,940","9,688","32,780","171,911","4,720","7,543","4,290","6,597","10,220","35,618","1,420","1,392","1,430","1,896",320,"2,651",40,127,310,"2,621","13,570","25,016","42,060","91,712",270,"2,951","3,570","15,361",310,468,0,0,"1,290","5,265","32,160","161,705","31,200","137,759","1,300","23,946"
MA,2,"347,740","304,140","21,740","17,430","308,080","23,850","172,210","188,920","7,390","271,160","10,960","4,180",0,"6,780","2,100","25,980","78,290","1,718,009","347,730","1,753,368","234,440","1,282,482","69,060","23,400","39,080","44,798","36,100","30,225","1,400",933,"50,130","134,390","34,130","26,859","19,930","79,051","36,830","154,510",230,"15,030","108,297","1,460","4,700","2,750","-36,385","45,770","35,359",360,81,100,740,"2,050","8,431",700,"2,603","3,170","3,443","50,220","12,150","342,500","3,746,218","342,500","3,625,588","63,790","120,630","5,190","131,364","4,020","76,069","1,910","5,570","2,590","1,059","3,550","24,562","4,900","25,335","4,980","25,612","1,980",780,"2,430","23,142",40,335,80,18,250,"1,118",90,400,"2,690","2,955",140,871,"1,730",202,"14,770","34,721","11,690","4,080",10,108,910,362,"2,740",307,"2,110",94,0,0,310,151,90,21,30,19,10,3,"40,570","26,552","6,730","30,927","7,050","28,986","266,090","339,986","97,680","112,182","94,400","98,068","20,930","67,267","8,680","7,950","5,100","3,986",490,"1,552",740,"1,104",440,"1,676","27,410","44,098","169,920","314,182","11,130","3,776","53,580","31,609",30,33,0,0,"24,310","11,795","259,040","320,116","257,390","315,637","2,150","4,480"
MA,3,"501,050","381,180","42,390","67,590","465,050","20,250","262,530","357,000","14,950","605,900","12,630","6,290",30,"6,300","3,380","85,910","114,600","8,779,180","501,050","8,902,777","347,300","5,240,772","108,520","45,006","53,980","104,579","50,270","68,814","3,260","2,144","82,350","556,122","52,650","114,405","35,980","283,270","66,060","681,054",360,"129,390","1,843,922","49,280","102,389","6,250","-22,061","83,570","123,597","2,470",570,430,"2,803","5,370","20,951","2,930","11,108","11,240","12,224","114,780","30,476","489,320","7,125,413","489,320","6,960,919","85,700","164,493","11,720","290,746","8,020","155,129","7,230","12,742","3,680","1,898","8,110","51,082","11,330","58,088","11,440","58,641","5,160","1,875","5,740","52,254",140,"1,235",210,148,780,"2,620",190,661,"7,030","15,591",400,"3,125","43,930","27,935","346,460","2,001,622","340,470","203,577",10,192,"4,390","1,669","75,140","26,752","6,850",345,260,90,"31,960","18,013","28,360","5,001","8,030","2,659","1,210",389,"65,630","98,140","30,890","134,111","31,090","121,824","460,880","1,282,364","212,030","376,850","159,920","311,404","72,440","215,497","22,930","20,032","24,610","19,057","1,410","3,474","3,870","7,424","1,250","3,350","47,060","73,882","372,590","761,809","298,720","176,826","331,010","278,267",30,20,10,1,"58,230","63,892","424,220","1,067,492","421,130","1,055,673","4,540","11,819"
MA,4,"737,030","493,670","89,890","132,540","693,230","25,250","392,440","535,040","27,540","1,092,760","12,880","7,320",30,"5,530","1,640","125,750","153,670","27,280,470","737,030","27,558,767","615,750","20,324,914","190,990","80,504","90,430","208,981","84,920","139,600","10,330","6,147","100,950","1,039,885","90,490","301,354","50,230","561,622","97,610","1,678,813",520,"163,070","2,553,326","103,080","773,423","12,500","35,483","133,510","278,297","9,980","2,371","1,290","12,011","10,640","47,726","9,180","38,956","35,820","39,519","222,750","63,587","708,250","10,975,509","708,250","10,776,980","101,520","198,529","28,770","703,198","13,820","256,990","23,560","53,175","4,380","3,511","22,190","130,766","28,260","171,480","28,490","174,671","14,810","7,890","18,550","172,553",530,"4,300",680,"1,296","4,620","13,060",380,"1,237","19,230","60,762","1,400","15,441","92,650","143,304","728,450","15,484,012","722,750","1,698,009",40,280,"35,660","23,356","191,780","121,906","22,620","1,832","2,460","3,151","57,810","67,647","82,820","14,634","45,460","27,886","6,650","4,176","78,310","179,335","86,800","333,180","86,520","321,291","715,590","3,106,017","126,880","264,893","76,440","138,932","141,160","403,496","30,830","26,879","51,550","46,343","1,590","3,713","13,970","30,263","1,470","3,892","52,100","81,834","669,300","1,459,230","697,710","1,576,103","705,810","1,764,055",120,648,0,0,"128,220","188,814","604,100","1,528,900","598,580","1,505,403","8,020","23,497"
MA,5,"523,570","326,680","110,810","67,290","492,490","17,480","285,180","349,080","24,820","816,740","5,450","2,220",10,"3,220",40,"61,990","140,780","32,300,439","523,570","32,588,447","443,930","24,435,347","188,940","97,368","105,470","295,355","99,830","197,479","20,050","9,902","69,780","972,550","101,270","486,193","53,250","801,137","97,230","2,543,184",570,"76,930","1,271,305","93,880","1,474,104","13,920","129,724","114,070","288,008","13,430","3,274","1,730","19,092","10,020","57,984","10,340","46,909","39,370","41,170","197,210","61,456","472,940","7,833,118","472,940","7,652,651","91,220","180,467","50,630","1,168,333","14,790","273,161","46,030","146,862","3,960","4,191","43,900","239,869","50,210","361,299","50,450","362,331","28,980","12,079","39,620","355,338","1,030","8,170","1,580","2,469","10,560","25,058",510,"1,628","34,770","112,453","2,260","26,842","81,700","185,804","522,220","23,099,905","520,890","2,877,761",50,603,"19,080","27,755","115,600","95,078","32,720","3,468","2,000","3,716","33,840","43,125","18,890","3,242","38,670","28,726","9,240","8,018","53,040","164,718","32,060","143,244","36,640","148,291","515,180","3,689,923","3,860","2,152",170,80,"86,000","246,792","17,080","16,125","18,800","26,475",700,"1,908","10,290","23,964",650,"2,013","34,510","53,823","493,740","1,110,141","517,460","2,782,684","518,950","2,961,226",130,610,10,7,"129,040","267,561","393,100","993,933","386,760","965,576","8,840","28,357"
MA,6,"352,280","173,980","133,580","34,070","330,630","11,930","203,150","212,850","19,100","632,270","1,880",450,0,"1,430",0,"30,570","113,350","30,514,049","352,280","30,755,753","297,740","22,325,353","166,000","102,337","101,220","365,388","96,320","248,516","20,810","10,294","53,190","874,990","96,040","658,838","49,250","996,405","80,980","2,644,642",500,"50,170","830,675","78,430","1,622,239","13,810","194,719","76,380","241,704","11,610","2,938","2,100","26,671","8,520","57,634","6,110","36,308","18,470","12,985","148,230","53,428","295,980","5,623,128","295,980","5,472,972","72,040","150,156","56,300","1,338,389","11,510","237,322","53,160","225,753","2,790","3,544","51,190","283,705","56,010","463,439","56,210","462,910","33,490","12,871","47,150","433,356","1,140","8,536","1,990","2,603","11,390","25,744",700,"3,060","40,610","136,401","2,360","27,463","72,320","194,008","351,570","23,332,463","350,910","3,250,114",110,"1,324","8,000","16,101","83,490","74,708","35,000","4,645","1,930","4,135","20,320","24,866",0,0,"30,690","24,041","9,540","10,298","40,880","147,665","13,030","63,086","15,360","65,406","348,430","3,780,121",0,0,0,0,"65,930","193,430","11,870","10,867","8,170","16,110",430,"1,120","9,320","22,422",400,"1,141","18,640","29,495","293,650","784,911","349,480","3,175,406","350,090","3,338,755",160,189,20,56,"108,640","298,896","242,730","738,340","236,300","705,116","8,690","33,224"
