"state","cd117","cd118","stab","pop20","IntPtLat","IntPtLon","afact2","afact"
"State code","Congressional district code (117th Congress)","Congressional district code (118th Congress)","State abbr.","Total population (2020 Census)","Weighted centroid latitude","Weighted centroid west longitude","cd118-to-cd117 allocation factor","cd117-to-cd118 allocation factor"
"13","14","14","GA",687221,34.435414,-85.036841,0.89817,0.943271 
"15","01","01","HI",726395,21.342686,-157.903842,1,0.995292 
"15","01","02","HI",3436,21.339783,-158.113573,0.004714,0.004708 
"15","02","02","HI",725440,20.880686,-157.071322,0.995286,1 
"16","01","01","ID",919553,45.163732,-116.601308,1,0.962992 
"16","01","02","ID",35338,43.622953,-116.327436,0.03843,0.037007 
"16","02","02","ID",884215,43.263403,-113.800142,0.96157,1 
"17","01","01","IL",515524,41.682292,-87.695539,0.684011,0.730257 
"17","01","02","IL",20064,41.751655,-87.617613,0.026621,0.028421 
"17","01","04","IL",9923,41.751579,-87.720147,0.013166,0.014056 
"17","01","06","IL",122634,41.634809,-87.777666,0.162714,0.173715 
"17","01","07","IL",34536,41.774048,-87.658013,0.045823,0.048921 
"17","01","14","IL",3268,41.416936,-88.095649,0.004336,0.004629 
"17","02","01","IL",97181,41.515914,-87.701942,0.128942,0.142991 
"17","02","02","IL",582447,41.527438,-87.647919,0.772807,0.857008 
"17","03","01","IL",73753,41.608114,-87.962077,0.097858,0.101641 
"17","03","04","IL",261049,41.792017,-87.746841,0.346367,0.359757 
"17","03","06","IL",311181,41.710599,-87.801006,0.412884,0.428845 
"17","03","07","IL",23395,41.830807,-87.641685,0.031041,0.032241 
"17","03","11","IL",11927,41.67531,-87.982572,0.015825,0.016437 
"17","03","14","IL",44320,41.596764,-88.091972,0.058805,0.061078 
"17","04","03","IL",326427,41.932105,-87.731267,0.433112,0.467279 
"17","04","04","IL",357271,41.842122,-87.748088,0.474037,0.511432 
"17","04","05","IL",579,41.940087,-87.711586,0.000768,0.000829 
"17","04","07","IL",14293,41.87614,-87.827692,0.018964,0.02046 
"17","05","03","IL",149957,41.947121,-87.802621,0.198967,0.201704 
"17","05","04","IL",72145,41.890529,-87.898366,0.095724,0.097041 
"17","05","05","IL",435151,41.952227,-87.703714,0.577371,0.585314 
"17","05","06","IL",28651,41.891741,-87.944909,0.038015,0.038538 
"17","05","07","IL",38412,41.889652,-87.710466,0.050966,0.051667 
"17","05","08","IL",6176,41.983327,-87.857193,0.008194,0.008307 
"17","05","09","IL",12957,41.967634,-87.67087,0.017192,0.017428 
"17","06","03","IL",114188,41.897302,-88.154065,0.151508,0.155836 
"17","06","04","IL",13822,41.796097,-87.938391,0.018339,0.018863 
"17","06","05","IL",103909,42.143847,-88.088036,0.137869,0.141808 
"17","06","06","IL",176737,41.817227,-88.019374,0.2345,0.241198 
"17","06","08","IL",170700,42.025415,-88.256619,0.22649,0.23296 
"17","06","09","IL",109138,42.203738,-88.253556,0.144807,0.148944 
"17","06","11","IL",44251,41.784121,-88.136705,0.058713,0.060391 
"17","07","01","IL",19955,41.834199,-87.614163,0.026477,0.026096 
"17","07","02","IL",3936,41.812948,-87.598238,0.005222,0.005147 
"17","07","03","IL",27479,41.903922,-87.729845,0.03646,0.035936 
"17","07","04","IL",39467,41.834513,-87.741568,0.052366,0.051614 
"17","07","05","IL",30785,41.901091,-87.627505,0.040846,0.04026 
"17","07","07","IL",643041,41.868849,-87.712863,0.853205,0.840947 
"17","08","03","IL",120167,41.971746,-88.078727,0.159441,0.167599 
"17","08","05","IL",10967,42.129119,-88.011362,0.014551,0.015296 
"17","08","06","IL",64714,41.877782,-87.992752,0.085864,0.090258 
"17","08","08","IL",500129,42.022445,-88.118455,0.663585,0.697539 
"17","08","09","IL",15890,42.13873,-87.966436,0.021083,0.022162 
"17","08","10","IL",5123,42.146258,-87.950607,0.006797,0.007145 
"17","09","05","IL",128469,42.046029,-87.906064,0.170456,0.173102 
"17","09","08","IL",48279,42.021806,-87.891397,0.064058,0.065052 
"17","09","09","IL",530785,42.023331,-87.721525,0.70426,0.715193 
"17","09","10","IL",34623,42.100908,-87.76128,0.045939,0.046652 
"17","10","05","IL",43817,42.058379,-87.867331,0.058138,0.060442 
"17","10","08","IL",4338,42.046887,-87.897936,0.005756,0.005984 
"17","10","09","IL",74767,42.101898,-87.891534,0.099203,0.103135 
"17","10","10","IL",599085,42.295648,-87.929869,0.794883,0.826385 
"17","10","11","IL",2939,42.335935,-88.188415,0.0039,0.004054 
"17","11","01","IL",19494,41.519657,-88.001253,0.025865,0.027597 
"17","11","06","IL",49760,41.756473,-87.992269,0.066023,0.070444 
"17","11","11","IL",336300,41.7451,-88.178645,0.446212,0.476092 
"17","11","14","IL",300822,41.602764,-88.191829,0.399139,0.425867 
"17","12","12","IL",401915,38.066445,-89.42715,0.533272,0.595544 
"17","12","13","IL",270999,38.663216,-90.063418,0.359569,0.401557 
"17","12","15","IL",1956,38.90848,-90.197628,0.002595,0.002898 
"17","13","13","IL",422282,39.681225,-89.114603,0.560296,0.60709 
"17","13","15","IL",213969,39.475847,-89.456769,0.2839,0.307611 
"17","13","16","IL",11593,40.452821,-89.013946,0.015382,0.016667 
"17","13","17","IL",47739,40.489926,-89.000289,0.063341,0.068632 
"17","14","01","IL",16,41.466919,-88.207327,0.000021,0.000021 
"17","14","03","IL",15459,41.848804,-88.203134,0.020511,0.020525 
"17","14","08","IL",24055,42.007125,-88.379991,0.031917,0.031937 
"17","14","09","IL",10140,42.257001,-88.136028,0.013454,0.013463 
"17","14","10","IL",114846,42.417693,-88.126374,0.152381,0.152478 
"17","14","11","IL",322394,42.109836,-88.360707,0.427761,0.428035 
"17","14","14","IL",251782,41.697314,-88.366105,0.334071,0.334285 
"17","14","16","IL",14503,42.419706,-88.606138,0.019243,0.019255 
"17","15","02","IL",88029,40.222413,-87.782561,0.116799,0.129399 
"17","15","12","IL",351762,38.523189,-88.528799,0.466728,0.517074 
"17","15","13","IL",4427,38.669116,-89.994043,0.005874,0.006507 
"17","15","15","IL",236075,39.391072,-88.746459,0.313231,0.347019 
"17","16","01","IL",27754,41.33888,-88.194286,0.036825,0.040075 
"17","16","02","IL",59201,40.812014,-88.188503,0.07855,0.085482 
"17","16","11","IL",35866,42.211988,-88.801581,0.047588,0.051788 
"17","16","14","IL",153485,41.570407,-88.896079,0.203648,0.221622 
"17","16","16","IL",352741,41.907952,-88.997641,0.468027,0.509335 
"17","16","17","IL",63505,42.277542,-89.031096,0.08426,0.091697 
"17","17","15","IL",27070,40.801137,-90.66277,0.035917,0.040177 
"17","17","16","IL",106460,41.45986,-89.886378,0.141254,0.158006 
"17","17","17","IL",540240,41.47191,-89.944035,0.716806,0.801816 
"17","18","13","IL",55969,39.71178,-89.659136,0.074261,0.079825 
"17","18","15","IL",274607,39.974423,-90.421181,0.364356,0.391653 
"17","18","16","IL",268380,40.685175,-89.323362,0.356094,0.382772 
"17","18","17","IL",102192,40.587528,-89.552808,0.135591,0.145749 
"18","01","01","IN",726991,41.529733,-87.294825,0.964247,0.992883 
"18","01","02","IN",5211,41.45837,-86.848996,0.006912,0.007117 
"18","02","01","IN",26956,41.611835,-86.740856,0.035753,0.036831 
"18","02","02","IN",696266,41.499114,-86.135679,0.923494,0.951337 
"18","02","03","IN",8659,41.40593,-85.719555,0.011485,0.011831 
"18","03","02","IN",40231,41.236898,-85.827893,0.05336,0.053011 
"18","03","03","IN",718683,41.136417,-85.184968,0.953227,0.946989 
"18","04","02","IN",12239,40.724315,-86.263676,0.016233,0.016001 
"18","04","04","IN",670054,40.204343,-86.709566,0.888728,0.876036 
"18","04","05","IN",72787,40.471156,-86.150102,0.096541,0.095163 
"18","04","08","IN",9790,40.087887,-87.315549,0.012985,0.0128 
"18","05","03","IN",9377,40.447004,-85.361946,0.012437,0.01165 
"18","05","04","IN",36298,39.969083,-86.292643,0.048144,0.045098 
"18","05","05","IN",569257,40.104658,-85.928154,0.755035,0.707266 
"18","05","07","IN",189937,39.890944,-86.111519,0.251923,0.235985 
"18","06","03","IN",17228,40.206062,-84.990035,0.02285,0.023811 
"18","06","05","IN",111903,40.20524,-85.402901,0.148423,0.15466 
"18","06","06","IN",368930,39.664529,-85.530749,0.48933,0.509895 
"18","06","09","IN",225479,39.077056,-85.290726,0.299064,0.311633 
"18","07","06","IN",223254,39.677512,-86.130694,0.296113,0.283581 
"18","07","07","IN",564012,39.79862,-86.146797,0.748077,0.716418 
"18","08","08","IN",715369,38.588381,-87.32185,0.948832,1 
"18","09","04","IN",47595,39.477474,-86.384756,0.063128,0.062084 
"18","09","06","IN",161765,39.555913,-86.115212,0.214557,0.211011 
"18","09","08","IN",28788,38.48842,-86.465764,0.038183,0.037552 
"18","09","09","IN",528469,38.695937,-86.109109,0.700935,0.689352 
"19","01","01","IA",56793,42.01104,-91.229396,0.071206,0.072795 
"19","01","02","IA",683282,42.381439,-91.790295,0.856684,0.8758 
"19","01","04","IA",40105,42.030436,-92.938196,0.050279,0.051405 
"19","02","01","IA",688388,41.453257,-91.362967,0.863091,0.876533 
"19","02","03","IA",96965,40.918377,-92.89353,0.121578,0.123467 
"19","03","01","IA",52403,41.40685,-93.595675,0.065702,0.061006 
"19","03","03","IA",691815,41.560966,-93.819894,0.867424,0.805397 
"19","03","04","IA",114756,41.219527,-95.770963,0.143868,0.133597 
"19","04","02","IA",114307,42.877905,-92.964287,0.143316,0.149253 
"19","04","03","IA",8771,42.029106,-94.379872,0.010997,0.011452 
"19","04","04","IA",642784,42.529527,-94.974021,0.805852,0.839294 
"20","01","01","KS",602521,38.603186,-98.657961,0.820348,0.859795 
"20","01","02","KS",95576,38.700246,-96.582821,0.130129,0.136387 
"20","01","04","KS",2676,38.166839,-99.101916,0.003643,0.003819 
"20","02","01","KS",131929,39.064716,-95.379217,0.179625,0.185032 
"20","02","02","KS",526233,38.575003,-95.361481,0.71648,0.738047 
"20","02","03","KS",54845,38.53397,-95.121186,0.074673,0.076921 
"20","03","02","KS",112661,39.126352,-94.710068,0.153391,0.142197 
"20","03","03","KS",679625,38.931539,-94.738196,0.925327,0.857802 
"20","04","01","KS",20,38.181235,-99.386133,0.000027,0.000027 
"20","04","04","KS",731794,37.658284,-97.346844,0.996356,0.999972 
"21","01","01","KY",652882,37.049707,-87.322826,0.869381,0.907866 
"21","01","02","KY",66257,37.345022,-87.039218,0.088228,0.092134 
"21","02","01","KY",42208,37.666262,-84.906589,0.056204,0.054207 
"21","02","02","KY",652719,37.523272,-86.226638,0.869165,0.838272 
"21","02","04","KY",30667,37.88846,-85.404735,0.040836,0.039385 
"21","02","06","KY",53054,37.771834,-84.709273,0.070647,0.068136 
"21","03","02","KY",8760,38.160866,-85.537916,0.011665,0.011574 
"21","03","03","KY",748092,38.200846,-85.695712,0.996163,0.988426 
"21","04","02","KY",23236,38.233135,-85.458379,0.030941,0.030038 
"21","04","03","KY",2881,38.226659,-85.502794,0.003836,0.003724 
"21","04","04","KY",708185,38.770553,-84.609089,0.943023,0.915508 
"21","04","05","KY",39241,38.451027,-82.658855,0.052254,0.050729 
"21","05","04","KY",2743,38.393939,-83.156562,0.003653,0.003956 
"21","05","05","KY",690638,37.338825,-83.565888,0.919657,0.996044 
"21","06","01","KY",55883,38.183119,-84.878619,0.074414,0.071254 
"21","06","04","KY",9378,38.420875,-84.214318,0.012488,0.011958 
"21","06","05","KY",21094,37.958527,-83.61322,0.028089,0.026896 
"21","06","06","KY",697918,37.995944,-84.402395,0.929353,0.889892 
"22","01","01","LA",760432,30.077524,-90.147986,0.979599,0.935818 
"22","01","02","LA",1429,29.9233,-90.117866,0.001841,0.001759 
"22","01","05","LA",46442,30.50446,-90.477737,0.059827,0.057153 
"22","01","06","LA",4282,29.5457,-90.763249,0.005516,0.00527 
"22","02","01","LA",6641,29.937744,-90.194657,0.008555,0.008566 
"22","02","02","LA",767478,30.040692,-90.32807,0.988614,0.989921 
"22","02","06","LA",1173,30.282925,-90.982456,0.001511,0.001513 
"22","03","03","LA",776275,30.155579,-92.37855,1,0.987848 
"22","03","04","LA",3382,30.376135,-92.077609,0.004356,0.004304 
"22","03","06","LA",6167,29.708026,-91.186922,0.007944,0.007848 
"22","04","04","LA",728346,32.002301,-93.38276,0.938188,1 
"22","05","01","LA",2658,30.559385,-90.30734,0.003424,0.003596 
"22","05","04","LA",44605,30.709264,-92.129601,0.057456,0.060339 
"22","05","05","LA",691981,31.805096,-91.872673,0.89141,0.936066 
"22","06","01","LA",6537,29.650462,-90.715137,0.008421,0.008006 
"22","06","02","LA",7410,30.213984,-90.805538,0.009545,0.009076 
"22","06","05","LA",37854,30.707329,-91.217168,0.048764,0.046363 
"22","06","06","LA",764665,30.319542,-90.966359,0.985028,0.936554 
"23","01","01","ME",665795,43.73549,-70.239296,0.977416,0.945448 
"23","01","02","ME",38416,44.314212,-69.816748,0.056396,0.054552 
"23","02","01","ME",15384,44.409997,-69.696363,0.022584,0.023375 
"23","02","02","ME",642764,44.812168,-69.253027,0.943604,0.976625 
"24","01","01","MD",649234,39.034531,-75.973286,0.840162,0.873083 
"24","01","02","MD",94377,39.567724,-76.837955,0.122423,0.126917 
"24","02","01","MD",107967,39.464693,-76.254402,0.139718,0.13748 
"24","02","02","MD",343288,39.38443,-76.601881,0.445304,0.437125 
"24","02","03","MD",123427,39.168577,-76.730686,0.159935,0.157166 
"24","02","05","MD",28400,39.114515,-76.753341,0.036662,0.036163 
"24","02","07","MD",182249,39.284852,-76.555442,0.237536,0.232066 
"24","03","02","MD",151718,39.382814,-76.63538,0.196805,0.195976 
"24","03","03","MD",307032,39.11849,-76.656967,0.397847,0.396598 
"24","03","04","MD",36041,39.088018,-76.939585,0.046771,0.046555 
"24","03","05","MD",33809,39.084908,-76.750211,0.043645,0.043672 
"24","03","07","MD",165377,39.303691,-76.614695,0.215546,0.21362 
"24","03","08","MD",80188,39.106782,-77.021086,0.103934,0.10358 
"24","04","03","MD",147318,39.081164,-76.552888,0.190892,0.184395 
"24","04","04","MD",511263,38.925193,-76.919668,0.66348,0.639938 
"24","04","05","MD",140326,38.923352,-76.755747,0.18115,0.175643 
"24","04","08","MD",18,39.023954,-76.967372,0.000023,0.000023 
"24","05","04","MD",223273,38.927834,-76.908826,0.289748,0.280713 
"24","05","05","MD",572106,38.617668,-76.737493,0.738543,0.719287 
"24","06","06","MD",636874,39.3938,-77.667586,0.818767,0.804521 
"24","06","08","MD",154745,39.107998,-77.17888,0.20057,0.195479 
"24","07","01","MD",15547,39.521778,-76.542561,0.020119,0.022092 
"24","07","02","MD",94600,39.388187,-76.742799,0.122713,0.134422 
"24","07","03","MD",173984,39.257396,-76.877094,0.225446,0.247223 
"24","07","07","MD",419621,39.314079,-76.653264,0.546917,0.596262 
"24","08","02","MD",86923,39.495467,-76.997544,0.112754,0.110809 
"24","08","03","MD",19972,39.390405,-77.084169,0.025879,0.02546 
"24","08","06","MD",140971,39.449031,-77.350404,0.181233,0.179709 
"24","08","08","MD",536576,39.036216,-77.07932,0.695473,0.684022 
"25","01","01","MA",711874,42.195517,-72.648508,0.91137,0.974546 
"25","01","02","MA",18593,42.5321,-72.725464,0.023804,0.025454 
"25","02","01","MA",69229,42.207859,-72.104018,0.08863,0.088749 
"25","02","02","MA",685697,42.322748,-71.944362,0.877859,0.879038 
"25","02","03","MA",2554,42.683668,-72.073493,0.00327,0.003274 
"25","02","04","MA",22574,42.048561,-71.532524,0.0289,0.028939 
"25","03","02","MA",660,42.514842,-71.918243,0.000845,0.000828 
"25","03","03","MA",754773,42.609928,-71.417222,0.966292,0.947417 
"25","03","05","MA",13491,42.429502,-71.447244,0.017272,0.016934 
"25","03","06","MA",27740,42.655819,-71.171717,0.035514,0.03482 
"25","04","02","MA",31873,42.193906,-71.486223,0.040805,0.041013 
"25","04","04","MA",697329,42.059289,-71.233085,0.892749,0.897305 
"25","04","05","MA",22187,42.3075,-71.293647,0.028405,0.02855 
"25","04","08","MA",25058,42.04364,-71.107954,0.03208,0.032244 
"25","04","09","MA",690,41.935586,-71.050354,0.000883,0.000888 
"25","05","02","MA",44278,42.246301,-71.469112,0.056687,0.055698 
"25","05","04","MA",4401,42.233719,-71.378338,0.005634,0.005536 
"25","05","05","MA",741227,42.39689,-71.180239,0.948951,0.932401 
"25","05","07","MA",5060,42.371669,-71.103072,0.006478,0.006365 
"25","06","03","MA",23775,42.56485,-71.282348,0.030438,0.030566 
"25","06","05","MA",696,42.484649,-71.255423,0.000891,0.000895 
"25","06","06","MA",753361,42.57374,-70.985047,0.964486,0.968539 
"25","07","05","MA",3500,42.39682,-71.132983,0.004481,0.004376 
"25","07","07","MA",771009,42.337059,-71.087093,0.987078,0.963983 
"25","07","08","MA",25307,42.322843,-71.068636,0.032399,0.031641 
"25","08","04","MA",1082,41.965349,-71.072719,0.001385,0.001355 
"25","08","07","MA",5033,42.268557,-71.093798,0.006443,0.006303 
"25","08","08","MA",730737,42.204839,-71.047151,0.93552,0.915185 
"25","08","09","MA",61606,42.079999,-70.887751,0.078871,0.077156 
"25","09","04","MA",55717,41.686577,-71.155994,0.071331,0.071937 
"25","09","09","MA",718806,41.76935,-70.651835,0.920246,0.928062 
"26","01","01","MI",671739,45.561468,-86.006398,0.866341,0.953701 
"26","01","02","MI",32611,44.248005,-86.211165,0.042079,0.046299 
"26","02","02","MI",178717,43.522714,-86.097633,0.230603,0.235986 
"26","02","03","MI",388414,43.020568,-85.937065,0.500912,0.512879 
"26","02","04","MI",190190,42.843044,-85.999614,0.245533,0.251135 
"26","03","02","MI",232313,42.920445,-85.340789,0.29976,0.308261 
"26","03","03","MI",387000,42.957868,-85.628191,0.499088,0.513519 
"26","03","04","MI",87736,42.319269,-85.190877,0.113266,0.116419 
"26","03","05","MI",46574,42.233797,-84.946407,0.060131,0.0618 
"26","04","01","MI",63397,44.332319,-84.66594,0.081763,0.090846 
"26","04","02","MI",326570,43.66799,-84.98575,0.421382,0.467963 
"26","04","07","MI",147222,42.912366,-84.366308,0.189906,0.210964 
"26","04","08","MI",160665,43.49339,-84.148079,0.207248,0.230227 
"26","05","01","MI",40239,44.240501,-83.663561,0.051896,0.059995 
"26","05","07","MI",203,42.795364,-83.908479,0.000262,0.000303 
"26","05","08","MI",614564,43.179604,-83.777249,0.792751,0.916298 
"26","05","09","MI",15697,43.347944,-83.592387,0.020255,0.023404 
"26","06","04","MI",496674,42.331153,-85.814815,0.641201,0.688244 
"26","06","05","MI",224980,41.912707,-86.017566,0.290468,0.311756 
"26","07","02","MI",4786,42.665005,-85.016755,0.006176,0.006691 
"26","07","05","MI",502990,42.018005,-84.130333,0.649401,0.703182 
"26","07","06","MI",103140,42.258565,-83.826244,0.133037,0.14419 
"26","07","07","MI",104389,42.644181,-84.726828,0.134654,0.145936 
"26","08","07","MI",478766,42.642481,-84.231261,0.617573,0.647085 
"26","08","09","MI",178791,42.772939,-83.352114,0.230709,0.241648 
"26","08","10","MI",82324,42.672001,-83.146874,0.106195,0.111266 
"26","09","10","MI",513288,42.527575,-82.971822,0.662121,0.712476 
"26","09","11","MI",192254,42.512268,-83.169007,0.247888,0.266861 
"26","09","12","MI",14886,42.521712,-83.253148,0.019202,0.020663 
"26","10","09","MI",552582,42.985996,-82.885062,0.713044,0.761996 
"26","10","10","MI",172595,42.636886,-82.994337,0.222641,0.238004 
"26","11","06","MI",233077,42.379181,-83.482874,0.300638,0.307566 
"26","11","07","MI",44658,42.493671,-83.62517,0.057606,0.05893 
"26","11","09","MI",27892,42.642013,-83.61068,0.035991,0.036806 
"26","11","10","MI",7011,42.631045,-83.182222,0.009044,0.009252 
"26","11","11","MI",349638,42.595831,-83.331062,0.450815,0.461379 
"26","11","12","MI",95535,42.396326,-83.369146,0.123232,0.126067 
"26","12","06","MI",439056,42.215202,-83.542885,0.566324,0.587636 
"26","12","12","MI",109976,42.318136,-83.212037,0.141859,0.147193 
"26","12","13","MI",198124,42.232151,-83.21748,0.255424,0.265171 
"26","13","12","MI",412890,42.360035,-83.284751,0.532591,0.612082 
"26","13","13","MI",261676,42.327742,-83.15713,0.337356,0.387918 
"26","14","11","MI",233676,42.543598,-83.327189,0.301296,0.337925 
"26","14","12","MI",141960,42.455581,-83.218524,0.183116,0.205292 
"26","14","13","MI",315866,42.405016,-83.002928,0.407219,0.456782 
"27","01","01","MN",642930,43.970917,-93.224128,0.901332,0.930803 
"27","01","02","MN",40258,44.403954,-93.631373,0.056438,0.058284 
"27","01","07","MN",7538,44.090229,-94.952328,0.010568,0.010913 
"27","02","01","MN",70381,44.398838,-92.538895,0.098668,0.096154 
"27","02","02","MN",661577,44.7453,-93.211573,0.927472,0.903845 
"27","03","03","MN",671145,45.004641,-93.422608,0.940886,0.909536 
"27","03","05","MN",6,45.119351,-93.289115,8E-6,8E-6 
"27","03","06","MN",66747,44.840232,-93.601176,0.093573,0.090456 
"27","04","02","MN",11477,44.875057,-92.957272,0.01609,0.015798 
"27","04","04","MN",713312,44.988174,-93.05895,1,0.981879 
"27","04","08","MN",1687,45.104168,-92.810345,0.002365,0.002322 
"27","05","03","MN",22730,44.919625,-93.394709,0.031865,0.030882 
"27","05","05","MN",713306,44.978327,-93.28761,0.999991,0.969118 
"27","06","03","MN",19436,45.207285,-93.391161,0.027248,0.026481 
"27","06","06","MN",646565,45.302896,-93.691015,0.906426,0.88093 
"27","06","07","MN",24252,45.527243,-94.416227,0.033999,0.033043 
"27","06","08","MN",43704,45.218194,-92.954945,0.061269,0.059546 
"27","07","07","MN",621075,45.927837,-95.591128,0.870692,0.922141 
"27","07","08","MN",52439,47.596125,-95.138269,0.073515,0.077859 
"27","08","07","MN",60447,46.303772,-94.628078,0.084741,0.089428 
"27","08","08","MN",615482,46.638723,-93.064346,0.862851,0.910572 
"28","01","01","MS",739345,34.436218,-89.160311,0.998684,0.975089 
"28","01","03","MS",18888,33.111551,-89.035874,0.025513,0.024911 
"28","02","02","MS",673948,32.975135,-90.321382,0.910348,0.999195 
"28","02","03","MS",543,32.332824,-90.180028,0.000733,0.000805 
"28","03","01","MS",974,33.484761,-89.02693,0.001316,0.001297 
"28","03","02","MS",66371,31.50734,-91.038324,0.089652,0.088372 
"28","03","03","MS",683694,32.253563,-89.658565,0.923511,0.910331 
"28","04","03","MS",37195,31.43174,-89.564891,0.050242,0.047838 
"28","04","04","MS",740321,30.788715,-89.082734,1,0.952161 
"29","01","01","MO",692318,38.689262,-90.287247,0.899858,0.968621 
"29","01","02","MO",22428,38.61659,-90.338796,0.029151,0.031379 
"29","02","01","MO",77046,38.672908,-90.400893,0.100142,0.09907 
"29","02","02","MO",548515,38.57848,-90.464707,0.712946,0.70531 
"29","02","03","MO",107241,38.750251,-90.602014,0.139389,0.137896 
"29","02","08","MO",44891,38.459682,-90.419487,0.058348,0.057723 
"29","03","02","MO",198421,38.591288,-90.939976,0.257903,0.246643 
"29","03","03","MO",447420,38.65252,-91.329042,0.581545,0.556157 
"29","03","04","MO",15057,38.051098,-92.724948,0.019571,0.018716 
"29","03","06","MO",59574,38.996782,-90.929744,0.077433,0.074052 
"29","03","08","MO",84013,38.350625,-90.420145,0.109198,0.104431 
"29","04","03","MO",136120,38.877098,-92.422934,0.176925,0.175138 
"29","04","04","MO",588808,38.36304,-93.335042,0.765317,0.757585 
"29","04","06","MO",43824,39.311668,-92.219464,0.056961,0.056386 
"29","04","07","MO",8465,37.170903,-92.803331,0.011003,0.010891 
"29","05","04","MO",107139,39.034067,-93.882907,0.139256,0.135911 
"29","05","05","MO",651788,39.033491,-94.49469,0.847178,0.826822 
"29","05","06","MO",29378,39.29488,-94.125618,0.038185,0.037267 
"29","06","04","MO",26841,39.042353,-94.240594,0.034887,0.034367 
"29","06","05","MO",117576,39.120014,-94.459101,0.152822,0.150544 
"29","06","06","MO",636588,39.662822,-93.834611,0.827421,0.815088 
"29","07","04","MO",31519,37.602027,-93.404477,0.040968,0.039776 
"29","07","07","MO",760900,37.036711,-93.648833,0.988997,0.960224 
"29","08","03","MO",78583,38.092919,-90.86695,0.10214,0.109288 
"29","08","08","MO",640460,37.248034,-90.585462,0.832454,0.890711 
"30","00","01","MT",542112,46.878504,-113.304581,1,0.5 
"30","00","02","MT",542113,46.642513,-109.364834,1,0.5 
"31","01","01","NE",584386,41.057549,-96.670323,0.8938,0.88568 
"31","01","02","NE",22278,41.195383,-96.560131,0.034072,0.033764 
"31","01","03","NE",53152,41.366688,-96.267247,0.081293,0.080556 
"31","02","01","NE",69436,41.166465,-96.060237,0.1062,0.099052 
"31","02","02","NE",631569,41.253235,-96.077671,0.965928,0.900948 
"31","03","03","NE",600683,41.167036,-99.212237,0.918707,1 
"32","01","01","NV",399260,36.139235,-115.089657,0.516001,0.568081 
"32","01","03","NV",179222,36.127835,-115.237837,0.231165,0.255003 
"32","01","04","NV",124340,36.173102,-115.188434,0.159791,0.176915 
"32","02","02","NV",758819,39.601861,-119.333451,0.976077,0.999999 
"32","02","04","NV",1,39.105069,-118.725148,1E-6,1E-6 
"32","03","01","NV",343896,36.019983,-115.0352,0.444449,0.401969 
"32","03","03","NV",508079,36.044912,-115.237948,0.655333,0.593877 
"32","03","04","NV",3553,36.105209,-114.925126,0.004566,0.004153 
"32","04","01","NV",30602,36.192893,-115.031862,0.03955,0.038862 
"32","04","02","NV",18598,39.114934,-117.08277,0.023923,0.023618 
"32","04","03","NV",87998,36.215199,-115.291917,0.113502,0.111751 
"32","04","04","NV",650246,36.319838,-115.248961,0.835641,0.825768 
"33","01","01","NH",688764,43.122817,-71.204842,1,0.98714 
"33","01","02","NH",8973,43.825296,-71.520087,0.013028,0.01286 
"33","02","02","NH",679792,43.166899,-71.709288,0.986972,1 
"34","01","01","NJ",737308,39.842584,-75.047549,0.955379,0.979084 
"34","01","02","NJ",15751,39.789264,-75.291649,0.020218,0.020916 
"34","02","01","NJ",34436,39.759454,-75.067275,0.044621,0.047013 
"34","02","02","NJ",695993,39.437449,-74.839555,0.89338,0.950191 
"34","02","03","NJ",2048,39.610816,-74.479161,0.002632,0.002796 
"34","03","02","NJ",67312,39.780624,-74.234978,0.086402,0.089052 
"34","03","03","NJ",432394,39.986671,-74.827772,0.555759,0.572046 
"34","03","04","NJ",256167,39.986959,-74.16584,0.331406,0.338902 
"34","04","03","NJ",233058,40.247797,-74.484871,0.299551,0.292196 
"34","04","04","NJ",494902,40.14455,-74.185423,0.640261,0.620482 
"34","04","06","NJ",69648,40.275528,-74.04198,0.090011,0.087321 
"34","05","05","NJ",603593,41.001491,-74.158147,0.780624,0.807809 
"34","05","07","NJ",80562,40.87769,-74.916244,0.104046,0.107819 
"34","05","09","NJ",63042,40.936299,-74.133263,0.081654,0.084371 
"34","06","03","NJ",41502,40.339082,-74.266051,0.053343,0.054249 
"34","06","04","NJ",21900,40.413599,-74.094627,0.028332,0.028627 
"34","06","06","NJ",692791,40.4928,-74.29178,0.895347,0.905581 
"34","06","12","NJ",8831,40.395361,-74.285964,0.011399,0.011543 
"34","07","07","NJ",558490,40.668841,-74.67085,0.721289,0.734799 
"34","07","10","NJ",69666,40.676044,-74.290354,0.090062,0.091659 
"34","07","11","NJ",40170,40.801978,-74.42755,0.051949,0.052851 
"34","07","12","NJ",91732,40.515414,-74.591776,0.11841,0.120691 
"34","08","08","NJ",724806,40.734731,-74.095566,0.938423,0.882406 
"34","08","09","NJ",34464,40.784145,-74.084866,0.044639,0.041958 
"34","08","10","NJ",23905,40.729001,-74.152914,0.030904,0.029103 
"34","08","11","NJ",38222,40.794233,-74.162668,0.049429,0.046533 
"34","09","05","NJ",150486,40.875277,-73.982001,0.194623,0.189931 
"34","09","09","NJ",641835,40.869931,-74.122158,0.831327,0.810069 
"34","10","07","NJ",45696,40.615254,-74.269215,0.059016,0.055999 
"34","10","08","NJ",47560,40.693683,-74.099116,0.061577,0.058284 
