table,year,fname,var_name,var_type,value_filter,marstat,description,irs_col_header,xlcolumn,xl_colnumber,incsort,incrange,xlrownum,raw_value
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,1,All returns,10,150493263.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,2,No adjusted gross income,11,2072066.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,3,"$1 under $5,000",12,10134704.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,4,"$5,000 under $10,000",13,11398595.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,5,"$10,000 under $15,000",14,12219480.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,6,"$15,000 under $20,000",15,11228447.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,7,"$20,000 under $25,000",16,9981450.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,8,"$25,000 under $30,000",17,8832875.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,9,"$30,000 under $40,000",18,14913880.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,10,"$40,000 under $50,000",19,11625418.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,11,"$50,000 under $75,000",20,19980117.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,12,"$75,000 under $100,000",21,12821791.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,13,"$100,000 under $200,000",22,18532593.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,14,"$200,000 under $500,000",23,5428176.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,15,"$500,000 under $1,000,000",24,884335.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,16,"$1,000,000 under $1,500,000",25,195905.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,17,"$1,500,000 under $2,000,000",26,79971.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,18,"$2,000,000 under $5,000,000",27,116718.0
tab11,2015,15in11si.xls,agi,count,all,all,Number of returns,All returns | Number of returns | 1.0,B,2,19,"$5,000,000 under $10,000,000",28,28680.0
